dewpoint;batteryValue;temperature;humidity;vaporPressureDeficit;batteryLevel;receivedAt;device;providerDeviceId
12;3612;19.9;60.5;0.92;100;2025-04-03T10:21:44.777897146Z;1631;santorsola-thrd-20
10.7;3612;17.6;64.2;0.72;100;2025-04-17T13:34:09.650316103Z;1631;santorsola-thrd-20
8.9;3612;13.7;73.2;0.42;100;2025-04-17T13:54:08.015802453Z;1631;santorsola-thrd-20
9.2;3612;13.6;75;0.39;100;2025-04-17T14:14:07.767297831Z;1631;santorsola-thrd-20
9;3612;13.9;72.6;0.44;100;2025-04-17T14:34:07.488730036Z;1631;santorsola-thrd-20
9.9;3612;13.4;79.4;0.32;100;2025-04-17T14:54:07.242701202Z;1631;santorsola-thrd-20
10.5;3612;13.7;81.2;0.29;100;2025-04-17T15:14:06.990710998Z;1631;santorsola-thrd-20
9.3;3612;13.6;75.6;0.38;100;2025-04-17T15:34:06.756942567Z;1631;santorsola-thrd-20
10;3612;12.7;83.8;0.24;100;2025-04-17T15:54:06.524091693Z;1631;santorsola-thrd-20
9.7;3612;11.7;87.8;0.17;100;2025-04-17T16:14:06.281680635Z;1631;santorsola-thrd-20
9.3;3606;10.9;89.9;0.13;100;2025-04-17T16:34:06.055490174Z;1631;santorsola-thrd-20
8.9;3612;10.4;90.6;0.12;100;2025-04-17T16:54:05.830252862Z;1631;santorsola-thrd-20
8.8;3612;10;92.2;0.1;100;2025-04-17T17:14:05.584104631Z;1631;santorsola-thrd-20
8.6;3612;9.8;92.1;0.1;100;2025-04-17T17:34:05.350892384Z;1631;santorsola-thrd-20
8.7;3612;9.8;92.8;0.09;100;2025-04-17T17:54:05.112843573Z;1631;santorsola-thrd-20
8.7;3612;9.7;93.5;0.08;100;2025-04-17T18:14:04.879015969Z;1631;santorsola-thrd-20
8.5;3612;9.5;93.6;0.08;100;2025-04-17T18:34:04.648673509Z;1631;santorsola-thrd-20
8.3;3606;9.4;93;0.08;100;2025-04-17T18:54:04.426029236Z;1631;santorsola-thrd-20
8.2;3612;9.3;93.1;0.08;100;2025-04-17T19:14:04.180217930Z;1631;santorsola-thrd-20
8.4;3612;9.3;94.1;0.07;100;2025-04-17T19:34:03.951144921Z;1631;santorsola-thrd-20
8.4;3612;9.2;95.1;0.06;100;2025-04-17T19:54:03.714913442Z;1631;santorsola-thrd-20
8.4;3612;9.1;95.3;0.05;100;2025-04-17T20:14:03.478295766Z;1631;santorsola-thrd-20
8.4;3612;9.1;95.5;0.05;100;2025-04-17T20:34:03.253930008Z;1631;santorsola-thrd-20
8.5;3612;9.1;95.9;0.05;100;2025-04-17T20:54:03.046269898Z;1631;santorsola-thrd-20
8.6;3612;9.1;96.4;0.04;100;2025-04-17T21:14:02.794054303Z;1631;santorsola-thrd-20
8.4;3612;9;96.2;0.04;100;2025-04-17T21:34:02.558754675Z;1631;santorsola-thrd-20
8.5;3606;9;96.4;0.04;100;2025-04-17T21:54:02.328965155Z;1631;santorsola-thrd-20
8.5;3612;9;97;0.03;100;2025-04-17T22:14:02.095052960Z;1631;santorsola-thrd-20
8.4;3612;8.9;96.8;0.04;100;2025-04-17T22:34:01.858308838Z;1631;santorsola-thrd-20
8.5;3612;8.9;97.3;0.03;100;2025-04-17T22:54:01.629675747Z;1631;santorsola-thrd-20
8.5;3612;8.9;97.2;0.03;100;2025-04-17T23:14:01.398013971Z;1631;santorsola-thrd-20
8.3;3612;8.8;96.8;0.04;100;2025-04-17T23:34:01.152987190Z;1631;santorsola-thrd-20
8.3;3612;8.8;96.7;0.04;100;2025-04-17T23:54:00.928783951Z;1631;santorsola-thrd-20
8.2;3612;8.7;96.6;0.04;100;2025-04-18T00:14:00.685777018Z;1631;santorsola-thrd-20
