dewpoint;batteryValue;temperature;humidity;vaporPressureDeficit;batteryLevel;receivedAt;device;providerDeviceId
16.8;3630;18;93;0.14;100;2024-06-30T22:19:44.669593144Z;1027;santorsola-thrd-7
16.9;3630;17.7;94.9;0.1;100;2024-06-30T22:39:44.368922629Z;1027;santorsola-thrd-7
16.9;3630;18;93.2;0.14;100;2024-06-30T22:59:44.081025359Z;1027;santorsola-thrd-7
16.7;3630;17.6;94.4;0.11;100;2024-06-30T23:19:43.780446179Z;1027;santorsola-thrd-7
16.5;3630;17.2;95.4;0.09;100;2024-06-30T23:39:43.488183352Z;1027;santorsola-thrd-7
16.7;3630;17.1;97.5;0.05;100;2024-06-30T23:59:43.188172137Z;1027;santorsola-thrd-7
16.3;3630;16.8;97.2;0.05;100;2024-07-01T00:19:42.885751123Z;1027;santorsola-thrd-7
16.5;3636;16.7;98.5;0.03;100;2024-07-01T00:39:42.595979693Z;1027;santorsola-thrd-7
16.5;3630;16.8;98.2;0.03;100;2024-07-01T00:59:42.305112747Z;1027;santorsola-thrd-7
16.4;3630;16.6;98.7;0.02;100;2024-07-01T01:19:42.015830434Z;1027;santorsola-thrd-7
16;3636;16.2;98.8;0.02;100;2024-07-01T01:39:41.718658713Z;1027;santorsola-thrd-7
16;3630;16.1;99.5;0.01;100;2024-07-01T01:59:41.452709266Z;1027;santorsola-thrd-7
16.3;3630;16.3;100;0;100;2024-07-01T02:19:41.116857873Z;1027;santorsola-thrd-7
16.6;3630;16.6;99.9;0;100;2024-07-01T02:39:40.829905668Z;1027;santorsola-thrd-7
16.4;3636;16.4;99.9;0;100;2024-07-01T02:59:40.531822204Z;1027;santorsola-thrd-7
16.1;3636;16.1;99.8;0;100;2024-07-01T03:19:40.248189156Z;1027;santorsola-thrd-7
16.2;3636;16.2;100;0;100;2024-07-01T03:39:39.949800297Z;1027;santorsola-thrd-7
16.8;3636;16.9;99.5;0.01;100;2024-07-01T03:59:39.796691941Z;1027;santorsola-thrd-7
16.9;3636;17.1;98.7;0.03;100;2024-07-01T04:19:39.342451107Z;1027;santorsola-thrd-7
17.5;3630;18;96.7;0.07;100;2024-07-01T04:39:39.053444593Z;1027;santorsola-thrd-7
17.7;3630;19;92;0.18;100;2024-07-01T04:59:38.760066597Z;1027;santorsola-thrd-7
17.8;3630;19.8;88.3;0.27;100;2024-07-01T05:19:38.478141066Z;1027;santorsola-thrd-7
18;3630;20.5;85.8;0.34;100;2024-07-01T05:39:38.207308713Z;1027;santorsola-thrd-7
19;3630;22.6;80;0.55;100;2024-07-01T05:59:37.895106229Z;1027;santorsola-thrd-7
19.9;3630;24.7;74.7;0.79;100;2024-07-01T06:19:37.577655272Z;1027;santorsola-thrd-7
19.6;3630;27.6;61.6;1.42;100;2024-07-01T06:39:37.288993639Z;1027;santorsola-thrd-7
21;3630;29.9;59;1.73;100;2024-07-01T06:59:36.996780584Z;1027;santorsola-thrd-7
19.5;3630;30.6;51.4;2.13;100;2024-07-01T07:19:36.711854616Z;1027;santorsola-thrd-7
20.1;3630;30.8;52.8;2.1;100;2024-07-01T07:39:36.445109750Z;1027;santorsola-thrd-7
19.7;3630;30.3;53.1;2.02;100;2024-07-01T07:59:36.137361181Z;1027;santorsola-thrd-7
19.3;3630;27.8;60;1.49;100;2024-07-01T08:19:35.847523871Z;1027;santorsola-thrd-7
19;3630;28.8;55.3;1.77;100;2024-07-01T08:39:35.561828641Z;1027;santorsola-thrd-7
20.3;3630;34.5;43.3;3.1;100;2024-07-01T08:59:35.326853542Z;1027;santorsola-thrd-7
21;3630;35.9;41.8;3.44;100;2024-07-01T09:19:34.979898575Z;1027;santorsola-thrd-7
21.4;3624;34.6;46.1;2.96;100;2024-07-01T09:39:34.701931410Z;1027;santorsola-thrd-7
21.4;3624;34;47.8;2.78;100;2024-07-01T09:59:34.411804293Z;1027;santorsola-thrd-7
20.2;3630;31.6;50.9;2.28;100;2024-07-01T10:19:34.137085543Z;1027;santorsola-thrd-7
19.4;3624;31.3;49.3;2.32;100;2024-07-01T10:39:33.859581314Z;1027;santorsola-thrd-7
21.1;3630;33;49.5;2.54;100;2024-07-01T10:59:33.568376367Z;1027;santorsola-thrd-7
21;3630;30.5;56.8;1.89;100;2024-07-01T11:19:33.266235836Z;1027;santorsola-thrd-7
20.5;3624;31.3;52.5;2.17;100;2024-07-01T11:39:33.008131968Z;1027;santorsola-thrd-7
18.4;3630;25.8;63.9;1.2;100;2024-07-01T12:19:32.404905934Z;1027;santorsola-thrd-7
17.7;3630;25.2;63.4;1.17;100;2024-07-01T12:59:31.814441194Z;1027;santorsola-thrd-7
15.7;3630;21.6;69.1;0.8;100;2024-07-01T13:19:31.512462709Z;1027;santorsola-thrd-7
16.8;3630;19.8;83.1;0.39;100;2024-07-01T13:39:31.239594175Z;1027;santorsola-thrd-7
16.9;3630;20.5;79.8;0.49;100;2024-07-01T13:59:30.928476238Z;1027;santorsola-thrd-7
17.2;3630;20.7;80.7;0.47;100;2024-07-01T14:19:30.668412771Z;1027;santorsola-thrd-7
16.9;3630;19.5;84.9;0.34;100;2024-07-01T14:39:30.357895881Z;1027;santorsola-thrd-7
16.6;3630;19;86.1;0.31;100;2024-07-01T14:59:30.075489441Z;1027;santorsola-thrd-7
16.6;3630;18.4;89.1;0.23;100;2024-07-01T15:19:29.726770626Z;1027;santorsola-thrd-7
16.1;3630;17.8;89.6;0.21;100;2024-07-01T15:39:29.444594764Z;1027;santorsola-thrd-7
16.6;3630;17.7;93.4;0.13;100;2024-07-01T15:59:29.147730357Z;1027;santorsola-thrd-7
16.6;3630;17.5;94.5;0.11;100;2024-07-01T16:19:28.923871492Z;1027;santorsola-thrd-7
17.6;3630;19.5;88.9;0.25;100;2024-07-01T16:59:28.256308492Z;1027;santorsola-thrd-7
18.3;3630;21.3;82.9;0.43;100;2024-07-01T17:19:27.955808234Z;1027;santorsola-thrd-7
17;3630;19.6;85.1;0.34;100;2024-07-01T17:39:27.659181114Z;1027;santorsola-thrd-7
17.1;3636;19.1;88;0.27;100;2024-07-01T17:59:27.369548608Z;1027;santorsola-thrd-7
17;3630;18.4;91.8;0.17;100;2024-07-01T18:19:27.081646456Z;1027;santorsola-thrd-7
16.9;3636;17.9;93.9;0.13;100;2024-07-01T18:39:26.766852032Z;1027;santorsola-thrd-7
16.6;3636;17.2;96.2;0.07;100;2024-07-01T19:19:26.181830119Z;1027;santorsola-thrd-7
16.5;3636;16.9;97.3;0.05;100;2024-07-01T19:39:25.890018178Z;1027;santorsola-thrd-7
15.9;3636;16.3;97.3;0.05;100;2024-07-01T19:59:25.589907114Z;1027;santorsola-thrd-7
15.7;3636;15.9;98.8;0.02;100;2024-07-01T20:19:25.295098995Z;1027;santorsola-thrd-7
15.4;3636;15.4;99.9;0;100;2024-07-01T20:59:24.705467803Z;1027;santorsola-thrd-7
