temperature;wetness;batteryLevel;batteryValue;receivedAt;device;providerDeviceId
15.3;3.2;100;3351;2024-07-01T21:36:04.708553527Z;979;santorsola-wetsd-2
15;3.2;100;3349;2024-07-01T21:56:04.694046926Z;979;santorsola-wetsd-2
14.9;3.2;100;3349;2024-07-01T22:16:04.685773755Z;979;santorsola-wetsd-2
15.2;3.2;100;3349;2024-07-01T22:36:04.665964269Z;979;santorsola-wetsd-2
15.7;3.2;100;3351;2024-07-01T22:56:04.655083973Z;979;santorsola-wetsd-2
16;3.2;100;3354;2024-07-01T23:16:04.462922227Z;979;santorsola-wetsd-2
16;3.2;100;3351;2024-07-01T23:36:04.628750575Z;979;santorsola-wetsd-2
16.1;3.2;100;3354;2024-07-01T23:56:04.180993514Z;979;santorsola-wetsd-2
15.9;3.3;100;3351;2024-07-02T00:16:04.151817566Z;979;santorsola-wetsd-2
15.7;3.2;100;3351;2024-07-02T00:36:04.586286410Z;979;santorsola-wetsd-2
15.5;3.4;100;3349;2024-07-02T00:56:04.577116395Z;979;santorsola-wetsd-2
15.2;3.4;100;3345;2024-07-02T01:16:04.548164858Z;979;santorsola-wetsd-2
14.9;3.4;100;3349;2024-07-02T01:36:04.543173752Z;979;santorsola-wetsd-2
14.8;3.2;100;3349;2024-07-02T01:56:04.345510778Z;979;santorsola-wetsd-2
14.7;3.2;100;3349;2024-07-02T02:16:04.333401244Z;979;santorsola-wetsd-2
14.3;3.3;100;3349;2024-07-02T02:36:04.495655823Z;979;santorsola-wetsd-2
13.9;3.3;100;3349;2024-07-02T02:56:04.364772921Z;979;santorsola-wetsd-2
13.8;3.5;100;3345;2024-07-02T03:16:04.473222658Z;979;santorsola-wetsd-2
13.7;3.5;100;3347;2024-07-02T03:36:04.469800446Z;979;santorsola-wetsd-2
13.8;3.3;100;3347;2024-07-02T03:56:04.464246977Z;979;santorsola-wetsd-2
14.2;3.1;100;3349;2024-07-02T04:16:04.435996707Z;979;santorsola-wetsd-2
15.2;2.4;100;3349;2024-07-02T04:36:04.429988121Z;979;santorsola-wetsd-2
16;2.3;100;3354;2024-07-02T04:56:04.419595470Z;979;santorsola-wetsd-2
17.2;2.2;100;3358;2024-07-02T05:16:03.968994835Z;979;santorsola-wetsd-2
18.3;2.2;100;3362;2024-07-02T05:36:03.963048209Z;979;santorsola-wetsd-2
19.3;2.2;100;3367;2024-07-02T05:56:04.359802430Z;979;santorsola-wetsd-2
21.6;2.1;100;3374;2024-07-02T06:16:04.360552986Z;979;santorsola-wetsd-2
24.2;2.1;100;3374;2024-07-02T06:36:04.201790115Z;979;santorsola-wetsd-2
25.7;2;100;3378;2024-07-02T06:56:04.311999667Z;979;santorsola-wetsd-2
27.6;2;100;3381;2024-07-02T07:16:04.290852221Z;979;santorsola-wetsd-2
27.6;1.9;100;3381;2024-07-02T07:36:04.278443966Z;979;santorsola-wetsd-2
28.7;1.8;100;3383;2024-07-02T07:56:03.831593228Z;979;santorsola-wetsd-2
29.3;1.8;100;3381;2024-07-02T08:16:03.801313322Z;979;santorsola-wetsd-2
30.1;1.8;100;3381;2024-07-02T08:36:04.221247368Z;979;santorsola-wetsd-2
32.2;1.7;100;3385;2024-07-02T08:56:04.205484259Z;979;santorsola-wetsd-2
36.3;1.6;100;3387;2024-07-02T09:16:04.199388003Z;979;santorsola-wetsd-2
37.2;1.5;100;3385;2024-07-02T09:36:04.200681156Z;979;santorsola-wetsd-2
36.5;1.3;100;3387;2024-07-02T09:56:03.704924098Z;979;santorsola-wetsd-2
32.4;1.3;100;3387;2024-07-02T10:16:04.133360857Z;979;santorsola-wetsd-2
33;1.3;100;3387;2024-07-02T10:36:04.114349203Z;979;santorsola-wetsd-2
32.9;1.3;100;3385;2024-07-02T10:56:04.123884488Z;979;santorsola-wetsd-2
32.7;1.3;100;3385;2024-07-02T11:16:03.648646332Z;979;santorsola-wetsd-2
32.6;1.3;100;3385;2024-07-02T11:36:03.624088920Z;979;santorsola-wetsd-2
32.1;1.1;100;3385;2024-07-02T11:56:04.041569476Z;979;santorsola-wetsd-2
32.3;1.1;100;3387;2024-07-02T12:16:03.592292254Z;979;santorsola-wetsd-2
33.5;1.1;100;3392;2024-07-02T12:36:04.040763628Z;979;santorsola-wetsd-2
33.2;1.1;100;3392;2024-07-02T12:56:03.998108468Z;979;santorsola-wetsd-2
33.4;1.3;100;3392;2024-07-02T13:16:03.544891262Z;979;santorsola-wetsd-2
33.8;1.3;100;3394;2024-07-02T13:36:03.973040936Z;979;santorsola-wetsd-2
29.4;1;100;3385;2024-07-02T13:56:03.963551170Z;979;santorsola-wetsd-2
29.7;1.2;100;3385;2024-07-02T14:16:03.944959284Z;979;santorsola-wetsd-2
28.6;1;100;3383;2024-07-02T14:36:03.494044822Z;979;santorsola-wetsd-2
26.9;1.1;100;3378;2024-07-02T14:56:03.719048994Z;979;santorsola-wetsd-2
27.8;1.1;100;3381;2024-07-02T15:16:03.705034118Z;979;santorsola-wetsd-2
26.3;1.1;100;3376;2024-07-02T15:36:03.865252308Z;979;santorsola-wetsd-2
30.2;1.3;100;3387;2024-07-02T15:56:03.406880831Z;979;santorsola-wetsd-2
28.2;1.1;100;3390;2024-07-02T16:16:03.834929948Z;979;santorsola-wetsd-2
25.6;1.1;100;3378;2024-07-02T16:36:03.824875571Z;979;santorsola-wetsd-2
25.6;1.3;100;3374;2024-07-02T16:56:03.357052013Z;979;santorsola-wetsd-2
26.2;1.2;100;3383;2024-07-02T17:16:03.768083710Z;979;santorsola-wetsd-2
24.4;1.1;100;3378;2024-07-02T17:36:03.582399755Z;979;santorsola-wetsd-2
23.2;1.2;100;3369;2024-07-02T17:56:03.726811518Z;979;santorsola-wetsd-2
22.7;1.3;100;3365;2024-07-02T18:16:03.726810349Z;979;santorsola-wetsd-2
22;1.3;100;3360;2024-07-02T18:36:03.693944159Z;979;santorsola-wetsd-2
21.4;1.3;100;3362;2024-07-02T18:56:03.677506856Z;979;santorsola-wetsd-2
20.7;1.4;100;3362;2024-07-02T19:16:03.668210025Z;979;santorsola-wetsd-2
20.3;1.4;100;3358;2024-07-02T19:36:03.640562536Z;979;santorsola-wetsd-2
20.2;1.4;100;3360;2024-07-02T19:56:03.203131553Z;979;santorsola-wetsd-2
19.8;1.4;100;3360;2024-07-02T20:16:03.605960769Z;979;santorsola-wetsd-2
19.5;1.4;100;3360;2024-07-02T20:36:03.189539219Z;979;santorsola-wetsd-2
19.5;1.6;100;3358;2024-07-02T20:56:03.583876706Z;979;santorsola-wetsd-2
19.5;1.6;100;3358;2024-07-02T21:16:03.576844742Z;979;santorsola-wetsd-2
19.2;1.8;100;3360;2024-07-02T21:36:03.542046918Z;979;santorsola-wetsd-2
18.7;2;100;3360;2024-07-02T21:56:03.532243381Z;979;santorsola-wetsd-2
18.2;2.5;100;3356;2024-07-02T22:16:03.511618666Z;979;santorsola-wetsd-2
17.9;2.4;100;3356;2024-07-02T22:36:03.078186759Z;979;santorsola-wetsd-2
17.6;2.2;100;3356;2024-07-02T22:56:03.482958120Z;979;santorsola-wetsd-2
16.9;2.2;100;3354;2024-07-02T23:16:03.472384284Z;979;santorsola-wetsd-2
16;2.3;100;3354;2024-07-02T23:36:03.456041858Z;979;santorsola-wetsd-2
15.8;2.4;100;3354;2024-07-02T23:56:03.432784862Z;979;santorsola-wetsd-2
15.8;2.6;100;3351;2024-07-03T00:16:02.989737810Z;979;santorsola-wetsd-2
15.8;2.6;100;3354;2024-07-03T00:36:02.965926230Z;979;santorsola-wetsd-2
15.7;2.6;100;3351;2024-07-03T00:56:03.392605437Z;979;santorsola-wetsd-2
15.6;2.5;100;3349;2024-07-03T01:16:03.386688516Z;979;santorsola-wetsd-2
15.7;2.8;100;3354;2024-07-03T01:36:03.369691120Z;979;santorsola-wetsd-2
15.7;2.8;100;3351;2024-07-03T01:56:03.360616545Z;979;santorsola-wetsd-2
15.8;2.8;100;3351;2024-07-03T02:16:02.908973129Z;979;santorsola-wetsd-2
15.8;2.8;100;3347;2024-07-03T02:36:03.321634114Z;979;santorsola-wetsd-2
15.7;2.8;100;3351;2024-07-03T02:56:02.884200474Z;979;santorsola-wetsd-2
15.7;3;100;3351;2024-07-03T03:16:03.123026656Z;979;santorsola-wetsd-2
15.6;3;100;3351;2024-07-03T03:36:03.280910462Z;979;santorsola-wetsd-2
15.6;2.6;100;3354;2024-07-03T03:56:03.091691501Z;979;santorsola-wetsd-2
15.7;2.8;100;3349;2024-07-03T04:16:03.255153044Z;979;santorsola-wetsd-2
15.7;2.9;100;3351;2024-07-03T04:36:02.821734145Z;979;santorsola-wetsd-2
15.8;2.6;100;3351;2024-07-03T04:56:02.789378570Z;979;santorsola-wetsd-2
16.1;2.3;100;3351;2024-07-03T05:16:02.785829649Z;979;santorsola-wetsd-2
17.2;2;100;3356;2024-07-03T05:36:03.213484917Z;979;santorsola-wetsd-2
17.9;2;100;3356;2024-07-03T05:56:02.754955155Z;979;santorsola-wetsd-2
16.8;1.9;100;3356;2024-07-03T06:16:02.723886119Z;979;santorsola-wetsd-2
18.2;1.9;100;3356;2024-07-03T06:36:03.159622855Z;979;santorsola-wetsd-2
20.4;2;100;3362;2024-07-03T06:56:03.158956944Z;979;santorsola-wetsd-2
20.3;1.8;100;3365;2024-07-03T07:16:03.166185672Z;979;santorsola-wetsd-2
20.5;1.8;100;3365;2024-07-03T07:36:03.100578057Z;979;santorsola-wetsd-2
20.1;1.8;100;3360;2024-07-03T07:56:03.087821126Z;979;santorsola-wetsd-2
23.3;1.7;100;3378;2024-07-03T08:36:03.079756626Z;979;santorsola-wetsd-2
22.5;1.7;100;3369;2024-07-03T08:56:03.015499159Z;979;santorsola-wetsd-2
23.2;1.6;100;3374;2024-07-03T09:16:02.839104647Z;979;santorsola-wetsd-2
22.3;1.6;100;3369;2024-07-03T09:36:02.998624847Z;979;santorsola-wetsd-2
23.7;1.7;100;3365;2024-07-03T09:56:02.975325349Z;979;santorsola-wetsd-2
26.7;1.7;100;3376;2024-07-03T10:16:02.513591765Z;979;santorsola-wetsd-2
