date,treatment,tunnel,fruit_weight(g),firmness,acidity(meq/100g),brix(Bx%),ratio acidity/Bx
27/05/2025,control,C1,33.2,,12.4,7.6,0.612903226
27/05/2025,control,C1,20.3,,12.4,7.6,0.612903226
27/05/2025,control,C1,34.5,,12.4,7.6,0.612903226
27/05/2025,control,C1,46.4,,12.4,7.6,0.612903226
27/05/2025,control,C1,34.9,,12.4,7.6,0.612903226
27/05/2025,control,C1,33.6,,12.4,7.6,0.612903226
27/05/2025,control,C1,37.2,,12.4,7.6,0.612903226
27/05/2025,control,C1,21.6,,12.4,7.6,0.612903226
27/05/2025,control,C1,45.3,,12.4,7.6,0.612903226
27/05/2025,control,C1,20.6,,12.4,7.6,0.612903226
27/05/2025,control,C1,37.3,,12.4,7.6,0.612903226
27/05/2025,control,C1,41.6,,12.4,7.6,0.612903226
27/05/2025,control,C1,21.5,,12.4,7.6,0.612903226
27/05/2025,control,C1,27,,12.4,7.6,0.612903226
27/05/2025,control,C1,21.7,,12.4,7.6,0.612903226
27/05/2025,control,C1,23.4,,12.4,7.6,0.612903226
27/05/2025,control,C1,36.9,,12.4,7.6,0.612903226
27/05/2025,control,C1,23.8,,12.4,7.6,0.612903226
27/05/2025,control,C1,28.9,,12.4,7.6,0.612903226
27/05/2025,control,C1,29.3,,12.4,7.6,0.612903226
27/05/2025,control,C1,24.9,,12.4,7.6,0.612903226
27/05/2025,control,C1,19.2,,12.4,7.6,0.612903226
27/05/2025,control,C1,20.5,,12.4,7.6,0.612903226
27/05/2025,control,C1,34.9,,12.4,7.6,0.612903226
27/05/2025,control,C1,20.1,,12.4,7.6,0.612903226
27/05/2025,control,C1,25.7,,12.4,7.6,0.612903226
27/05/2025,control,C1,19.7,,12.4,7.6,0.612903226
27/05/2025,control,C1,21.9,,12.4,7.6,0.612903226
27/05/2025,control,C1,26.5,,12.4,7.6,0.612903226
27/05/2025,control,C1,26.8,,12.4,7.6,0.612903226
27/05/2025,control,C1,22.8,,12.4,7.6,0.612903226
27/05/2025,control,C1,20.9,,12.4,7.6,0.612903226
27/05/2025,control,C1,20.9,,12.4,7.6,0.612903226
27/05/2025,control,C1,42.3,,12.4,7.6,0.612903226
27/05/2025,control,C1,32.4,,12.4,7.6,0.612903226
27/05/2025,control,C1,30.4,,12.4,7.6,0.612903226
27/05/2025,control,C1,21.1,,12.4,7.6,0.612903226
27/05/2025,control,C1,21.3,,12.4,7.6,0.612903226
27/05/2025,control,C2,24.3,,12.09,7.3,0.603804797
27/05/2025,control,C2,43.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,36.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,34.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,30.9,,12.09,7.3,0.603804797
27/05/2025,control,C2,12.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,57.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,17.3,,12.09,7.3,0.603804797
27/05/2025,control,C2,23.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,33.8,,12.09,7.3,0.603804797
27/05/2025,control,C2,7.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,25.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,19.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,6.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,14.4,,12.09,7.3,0.603804797
27/05/2025,control,C2,20.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,28.4,,12.09,7.3,0.603804797
27/05/2025,control,C2,21.7,,12.09,7.3,0.603804797
27/05/2025,control,C2,38.9,,12.09,7.3,0.603804797
27/05/2025,control,C2,17.1,,12.09,7.3,0.603804797
27/05/2025,control,C2,28.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,24.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,40.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,22.1,,12.09,7.3,0.603804797
27/05/2025,control,C2,28.7,,12.09,7.3,0.603804797
27/05/2025,control,C2,22,,12.09,7.3,0.603804797
27/05/2025,control,C2,24.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,33.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,30.9,,12.09,7.3,0.603804797
27/05/2025,control,C2,46.3,,12.09,7.3,0.603804797
27/05/2025,control,C2,19.1,,12.09,7.3,0.603804797
27/05/2025,control,C2,46.1,,12.09,7.3,0.603804797
27/05/2025,control,C2,30.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,33.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,36.1,,12.09,7.3,0.603804797
27/05/2025,control,C2,35.4,,12.09,7.3,0.603804797
27/05/2025,control,C2,29,,12.09,7.3,0.603804797
27/05/2025,control,C2,20.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,47.3,,12.09,7.3,0.603804797
27/05/2025,control,C2,41.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,12.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,14.4,,12.09,7.3,0.603804797
27/05/2025,control,C2,9.4,,12.09,7.3,0.603804797
27/05/2025,control,C2,6.9,,12.09,7.3,0.603804797
27/05/2025,control,C2,22.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,8.4,,12.09,7.3,0.603804797
27/05/2025,control,C2,23.1,,12.09,7.3,0.603804797
27/05/2025,control,C2,25.3,,12.09,7.3,0.603804797
27/05/2025,control,C2,19.7,,12.09,7.3,0.603804797
27/05/2025,control,C2,13.4,,12.09,7.3,0.603804797
27/05/2025,control,C2,5.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,12.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,9.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,33.1,,12.09,7.3,0.603804797
27/05/2025,control,C2,24.4,,12.09,7.3,0.603804797
27/05/2025,control,C2,47.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,23.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,48.9,,12.09,7.3,0.603804797
27/05/2025,control,C2,43.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,18.3,,12.09,7.3,0.603804797
27/05/2025,control,C2,22,,12.09,7.3,0.603804797
27/05/2025,control,C2,22.3,,12.09,7.3,0.603804797
27/05/2025,control,C2,9.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,42.7,,12.09,7.3,0.603804797
27/05/2025,control,C2,29.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,45.9,,12.09,7.3,0.603804797
27/05/2025,control,C2,21.4,,12.09,7.3,0.603804797
27/05/2025,control,C2,42.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,42.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,33.1,,12.09,7.3,0.603804797
27/05/2025,control,C2,19.7,,12.09,7.3,0.603804797
27/05/2025,control,C2,32,,12.09,7.3,0.603804797
27/05/2025,control,C2,25.7,,12.09,7.3,0.603804797
27/05/2025,control,C2,21.7,,12.09,7.3,0.603804797
27/05/2025,control,C2,28.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,21.6,,12.09,7.3,0.603804797
27/05/2025,control,C2,25.4,,12.09,7.3,0.603804797
27/05/2025,control,C2,35.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,21.2,,12.09,7.3,0.603804797
27/05/2025,control,C2,39.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,19.5,,12.09,7.3,0.603804797
27/05/2025,control,C2,19.1,,12.09,7.3,0.603804797
27/05/2025,control,C3,27.3,,12.98,7.1,0.546995378
27/05/2025,control,C3,43.5,,12.98,7.1,0.546995378
27/05/2025,control,C3,20.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,21.8,,12.98,7.1,0.546995378
27/05/2025,control,C3,33.8,,12.98,7.1,0.546995378
27/05/2025,control,C3,28.5,,12.98,7.1,0.546995378
27/05/2025,control,C3,32.3,,12.98,7.1,0.546995378
27/05/2025,control,C3,21.8,,12.98,7.1,0.546995378
27/05/2025,control,C3,25.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,15.3,,12.98,7.1,0.546995378
27/05/2025,control,C3,19.7,,12.98,7.1,0.546995378
27/05/2025,control,C3,19.6,,12.98,7.1,0.546995378
27/05/2025,control,C3,26.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,29.5,,12.98,7.1,0.546995378
27/05/2025,control,C3,38.4,,12.98,7.1,0.546995378
27/05/2025,control,C3,23.5,,12.98,7.1,0.546995378
27/05/2025,control,C3,33.6,,12.98,7.1,0.546995378
27/05/2025,control,C3,21,,12.98,7.1,0.546995378
27/05/2025,control,C3,50.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,28.2,,12.98,7.1,0.546995378
27/05/2025,control,C3,24.6,,12.98,7.1,0.546995378
27/05/2025,control,C3,23.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,18.3,,12.98,7.1,0.546995378
27/05/2025,control,C3,19.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,22.7,,12.98,7.1,0.546995378
27/05/2025,control,C3,20.4,,12.98,7.1,0.546995378
27/05/2025,control,C3,29.2,,12.98,7.1,0.546995378
27/05/2025,control,C3,17.2,,12.98,7.1,0.546995378
27/05/2025,control,C3,24.6,,12.98,7.1,0.546995378
27/05/2025,control,C3,18.5,,12.98,7.1,0.546995378
27/05/2025,control,C3,15.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,6.7,,12.98,7.1,0.546995378
27/05/2025,control,C3,37.5,,12.98,7.1,0.546995378
27/05/2025,control,C3,17.4,,12.98,7.1,0.546995378
27/05/2025,control,C3,38.7,,12.98,7.1,0.546995378
27/05/2025,control,C3,32.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,17.8,,12.98,7.1,0.546995378
27/05/2025,control,C3,28.4,,12.98,7.1,0.546995378
27/05/2025,control,C3,38.8,,12.98,7.1,0.546995378
27/05/2025,control,C3,33.9,,12.98,7.1,0.546995378
27/05/2025,control,C3,18.2,,12.98,7.1,0.546995378
27/05/2025,control,C3,36.5,,12.98,7.1,0.546995378
27/05/2025,control,C3,47.7,,12.98,7.1,0.546995378
27/05/2025,control,C3,32.5,,12.98,7.1,0.546995378
27/05/2025,control,C3,40,,12.98,7.1,0.546995378
27/05/2025,control,C3,19,,12.98,7.1,0.546995378
27/05/2025,control,C3,22,,12.98,7.1,0.546995378
27/05/2025,control,C3,38.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,22.3,,12.98,7.1,0.546995378
27/05/2025,control,C3,20.4,,12.98,7.1,0.546995378
27/05/2025,control,C3,24.3,,12.98,7.1,0.546995378
27/05/2025,control,C3,21.9,,12.98,7.1,0.546995378
27/05/2025,control,C3,22.4,,12.98,7.1,0.546995378
27/05/2025,control,C3,25.3,,12.98,7.1,0.546995378
27/05/2025,control,C3,21.6,,12.98,7.1,0.546995378
27/05/2025,control,C3,33.6,,12.98,7.1,0.546995378
27/05/2025,control,C3,20.6,,12.98,7.1,0.546995378
27/05/2025,control,C3,23.5,,12.98,7.1,0.546995378
27/05/2025,control,C3,25,,12.98,7.1,0.546995378
27/05/2025,control,C3,22.8,,12.98,7.1,0.546995378
27/05/2025,control,C3,21.6,,12.98,7.1,0.546995378
27/05/2025,control,C3,19.9,,12.98,7.1,0.546995378
27/05/2025,control,C3,29.9,,12.98,7.1,0.546995378
27/05/2025,control,C3,20.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,37.8,,12.98,7.1,0.546995378
27/05/2025,control,C3,43.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,46.3,,12.98,7.1,0.546995378
27/05/2025,control,C3,38.4,,12.98,7.1,0.546995378
27/05/2025,control,C3,53,,12.98,7.1,0.546995378
27/05/2025,control,C3,21.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,18.5,,12.98,7.1,0.546995378
27/05/2025,control,C3,41.4,,12.98,7.1,0.546995378
27/05/2025,control,C3,27.7,,12.98,7.1,0.546995378
27/05/2025,control,C3,29.2,,12.98,7.1,0.546995378
27/05/2025,control,C3,23.7,,12.98,7.1,0.546995378
27/05/2025,control,C3,26.2,,12.98,7.1,0.546995378
27/05/2025,control,C3,27.1,,12.98,7.1,0.546995378
27/05/2025,control,C3,24.2,,12.98,7.1,0.546995378
27/05/2025,control,C3,27.9,,12.98,7.1,0.546995378
27/05/2025,control,C3,33.8,,12.98,7.1,0.546995378
