receivedAt,Unnamed: 0_mean,Unnamed: 0_std,dewpoint_mean_mean,dewpoint_mean_std,temperature_mean_mean,temperature_mean_std,humidity_mean_mean,humidity_mean_std,vaporPressureDeficit_mean_mean,vaporPressureDeficit_mean_std,dewpoint_max_mean,dewpoint_max_std,temperature_max_mean,temperature_max_std,humidity_max_mean,humidity_max_std,vaporPressureDeficit_max_mean,vaporPressureDeficit_max_std,dewpoint_min_mean,dewpoint_min_std,temperature_min_mean,temperature_min_std,humidity_min_mean,humidity_min_std,vaporPressureDeficit_min_mean,vaporPressureDeficit_min_std,t_above_threshold_mean,t_above_threshold_std,photosyntheticallyActiveRadiation_mean_mean
2024-10-08 08:00:00+00:00,2386.0,,13.766666666666666,,13.966666666666669,,98.9,,0.02,,13.9,,14.1,,99.3,,0.03,,13.6,,13.8,,98.4,,0.01,,0.0,,90.0
2024-10-08 09:00:00+00:00,2387.0,,14.4,,14.6,,98.63333333333333,,0.02,,14.7,,14.9,,99.1,,0.03,,13.9,,14.0,,98.2,,0.01,,0.0,,137.29999999999998
2024-10-08 10:00:00+00:00,2388.0,,14.766666666666666,,15.066666666666668,,98.23333333333332,,0.03,,15.1,,15.5,,99.0,,0.04,,14.5,,14.7,,97.6,,0.02,,0.0,,182.5
2024-10-08 11:00:00+00:00,2389.0,,14.366666666666667,,14.4,,99.66666666666669,,0.0033333333333333,,14.4,,14.5,,99.9,,0.01,,14.3,,14.3,,99.4,,0.0,,0.0,,59.2
2024-10-08 12:00:00+00:00,2390.0,,14.3,,14.3,,99.96666666666664,,0.0,,14.4,,14.4,,100.0,,0.0,,14.2,,14.2,,99.9,,0.0,,0.0,,36.93333333333333
2024-10-08 13:00:00+00:00,2391.0,,14.433333333333332,,14.433333333333332,,100.0,,0.0,,14.6,,14.6,,100.0,,0.0,,14.3,,14.3,,100.0,,0.0,,0.0,,16.5
2024-10-08 14:00:00+00:00,2392.0,,14.85,,14.85,,100.0,,0.0,,14.9,,14.9,,100.0,,0.0,,14.8,,14.8,,100.0,,0.0,,0.0,,42.1
2024-10-08 15:00:00+00:00,2393.0,,14.8,,14.8,,100.0,,0.0,,14.9,,14.9,,100.0,,0.0,,14.7,,14.7,,100.0,,0.0,,0.0,,21.96666666666667
2024-10-08 16:00:00+00:00,2394.0,,14.533333333333331,,14.533333333333331,,100.0,,0.0,,14.7,,14.7,,100.0,,0.0,,14.4,,14.4,,100.0,,0.0,,0.0,,0.0
2024-10-08 17:00:00+00:00,2395.0,,14.266666666666666,,14.266666666666666,,100.0,,0.0,,14.3,,14.3,,100.0,,0.0,,14.2,,14.2,,100.0,,0.0,,0.0,,0.0
2024-10-08 18:00:00+00:00,2396.0,,14.066666666666668,,14.066666666666668,,100.0,,0.0,,14.2,,14.2,,100.0,,0.0,,13.9,,13.9,,100.0,,0.0,,0.0,,0.0
2024-10-08 19:00:00+00:00,2397.0,,14.0,,14.0,,100.0,,0.0,,14.0,,14.0,,100.0,,0.0,,14.0,,14.0,,100.0,,0.0,,0.0,,0.0
2024-10-08 20:00:00+00:00,2398.0,,13.766666666666666,,13.766666666666666,,100.0,,0.0,,13.9,,13.9,,100.0,,0.0,,13.7,,13.7,,100.0,,0.0,,0.0,,0.0
2024-10-08 21:00:00+00:00,2399.0,,13.433333333333332,,13.433333333333332,,100.0,,0.0,,13.6,,13.6,,100.0,,0.0,,13.2,,13.2,,100.0,,0.0,,0.0,,0.0
2024-10-08 22:00:00+00:00,2400.0,,13.133333333333333,,13.133333333333333,,100.0,,0.0,,13.2,,13.2,,100.0,,0.0,,13.0,,13.0,,100.0,,0.0,,0.0,,0.0
2024-10-08 23:00:00+00:00,2401.0,,13.033333333333331,,13.033333333333331,,100.0,,0.0,,13.2,,13.2,,100.0,,0.0,,12.8,,12.8,,100.0,,0.0,,0.0,,0.0
2024-10-09 00:00:00+00:00,2402.0,,13.233333333333334,,13.233333333333334,,100.0,,0.0,,13.3,,13.3,,100.0,,0.0,,13.1,,13.1,,100.0,,0.0,,0.0,,0.0
2024-10-09 01:00:00+00:00,2403.0,,13.3,,13.3,,100.0,,0.0,,13.4,,13.4,,100.0,,0.0,,13.2,,13.2,,100.0,,0.0,,0.0,,0.0
2024-10-09 02:00:00+00:00,2404.0,,13.433333333333332,,13.433333333333332,,100.0,,0.0,,13.6,,13.6,,100.0,,0.0,,13.2,,13.2,,100.0,,0.0,,0.0,,0.0
2024-10-09 03:00:00+00:00,2405.0,,12.633333333333333,,12.633333333333333,,100.0,,0.0,,12.7,,12.7,,100.0,,0.0,,12.6,,12.6,,100.0,,0.0,,0.0,,0.0
2024-10-09 04:00:00+00:00,2406.0,,12.733333333333334,,12.733333333333334,,100.0,,0.0,,12.8,,12.8,,100.0,,0.0,,12.6,,12.6,,100.0,,0.0,,0.0,,0.0
2024-10-09 05:00:00+00:00,2407.0,,12.733333333333334,,12.733333333333334,,100.0,,0.0,,13.1,,13.1,,100.0,,0.0,,12.4,,12.4,,100.0,,0.0,,0.0,,7.033333333333334
2024-10-09 06:00:00+00:00,2408.0,,13.866666666666667,,13.9,,99.76666666666668,,0.0033333333333333,,14.4,,14.5,,100.0,,0.01,,13.3,,13.3,,99.3,,0.0,,0.0,,58.3
2024-10-09 07:00:00+00:00,2409.0,,15.766666666666666,,16.400000000000002,,96.1,,0.0766666666666666,,17.0,,18.2,,98.1,,0.15,,14.5,,14.8,,92.9,,0.03,,0.0,,186.8
2024-10-09 08:00:00+00:00,2410.0,,15.4,,17.599999999999998,,86.93333333333334,,0.2633333333333333,,16.0,,18.3,,88.6,,0.29,,15.1,,17.0,,85.9,,0.22,,0.0,,256.3666666666667
2024-10-09 09:00:00+00:00,2411.0,,15.533333333333331,,20.4,,74.23333333333333,,0.6366666666666666,,15.9,,22.7,,82.5,,0.95,,14.9,,18.9,,65.6,,0.38,,0.0,,348.5
2024-10-09 10:00:00+00:00,2412.0,,15.1,,19.066666666666663,,77.89999999999999,,0.4866666666666666,,15.2,,19.3,,78.7,,0.51,,14.9,,18.9,,77.2,,0.47,,0.0,,231.63333333333333
2024-10-09 11:00:00+00:00,2413.0,,15.733333333333334,,20.366666666666667,,75.0,,0.6,,16.5,,21.6,,77.0,,0.7,,14.8,,19.4,,72.9,,0.54,,0.0,,334.1666666666667
2024-10-09 12:00:00+00:00,2414.0,,15.833333333333334,,19.73333333333333,,78.3,,0.5,,16.1,,20.4,,80.5,,0.56,,15.4,,18.8,,76.7,,0.42,,0.0,,210.5666666666667
2024-10-09 13:00:00+00:00,2415.0,,14.433333333333332,,16.933333333333334,,85.36666666666667,,0.2833333333333333,,14.6,,17.7,,87.6,,0.36,,14.3,,16.4,,82.1,,0.23,,0.0,,73.23333333333333
2024-10-09 14:00:00+00:00,2416.0,,15.766666666666666,,19.73333333333333,,78.06666666666666,,0.5099999999999999,,16.7,,20.9,,81.8,,0.58,,15.0,,18.2,,75.5,,0.38,,0.0,,210.86666666666667
2024-10-09 15:00:00+00:00,2417.0,,14.366666666666667,,16.366666666666667,,87.83333333333333,,0.2266666666666666,,14.6,,16.8,,89.0,,0.25,,14.2,,16.0,,86.7,,0.2,,0.0,,32.666666666666664
2024-10-09 16:00:00+00:00,2418.0,,14.133333333333333,,15.266666666666666,,93.0,,0.1233333333333333,,14.2,,15.6,,94.8,,0.16,,14.1,,15.0,,91.0,,0.09,,0.0,,1.8333333333333333
2024-10-09 17:00:00+00:00,2419.0,,14.1,,14.7,,96.46666666666664,,0.06,,14.1,,14.8,,97.0,,0.07,,14.1,,14.6,,95.9,,0.05,,0.0,,0.0
2024-10-09 18:00:00+00:00,2420.0,,14.033333333333331,,14.4,,97.56666666666666,,0.04,,14.1,,14.5,,97.8,,0.04,,14.0,,14.3,,97.3,,0.04,,0.0,,0.0
2024-10-09 19:00:00+00:00,2421.0,,13.8,,14.1,,98.16666666666669,,0.03,,13.9,,14.2,,98.3,,0.03,,13.7,,14.0,,98.0,,0.03,,0.0,,0.0
2024-10-09 20:00:00+00:00,2422.0,,13.933333333333332,,14.133333333333333,,98.53333333333336,,0.02,,14.0,,14.2,,98.6,,0.02,,13.9,,14.1,,98.5,,0.02,,0.0,,0.0
2024-10-09 21:00:00+00:00,2423.0,,13.800000000000002,,14.0,,98.76666666666668,,0.02,,13.8,,14.0,,98.8,,0.02,,13.8,,14.0,,98.7,,0.02,,0.0,,0.0
2024-10-09 22:00:00+00:00,2424.0,,13.766666666666666,,13.966666666666669,,98.73333333333332,,0.02,,13.8,,14.0,,98.8,,0.02,,13.7,,13.9,,98.7,,0.02,,0.0,,0.0
2024-10-09 23:00:00+00:00,2425.0,,13.633333333333333,,13.833333333333334,,98.66666666666669,,0.02,,13.7,,13.9,,98.7,,0.02,,13.6,,13.8,,98.6,,0.02,,0.0,,0.0
2024-10-10 00:00:00+00:00,2426.0,,13.6,,13.8,,98.63333333333333,,0.02,,13.7,,13.9,,98.7,,0.02,,13.5,,13.7,,98.6,,0.02,,0.0,,0.0
2024-10-10 01:00:00+00:00,2427.0,,13.5,,13.699999999999998,,98.7,,0.02,,13.5,,13.7,,98.7,,0.02,,13.5,,13.7,,98.7,,0.02,,0.0,,0.0
2024-10-10 02:00:00+00:00,2428.0,,13.5,,13.7,,98.55,,0.02,,13.5,,13.7,,98.6,,0.02,,13.5,,13.7,,98.5,,0.02,,0.0,,0.0
2024-10-10 03:00:00+00:00,2429.0,,13.333333333333334,,13.533333333333331,,98.83333333333331,,0.02,,13.4,,13.6,,99.0,,0.02,,13.3,,13.5,,98.7,,0.02,,0.0,,0.0
2024-10-10 04:00:00+00:00,2430.0,,13.233333333333334,,13.433333333333332,,98.93333333333334,,0.02,,13.3,,13.5,,99.0,,0.02,,13.2,,13.4,,98.9,,0.02,,0.0,,0.0
2024-10-10 05:00:00+00:00,2431.0,,13.199999999999998,,13.4,,98.86666666666667,,0.02,,13.2,,13.4,,98.9,,0.02,,13.2,,13.4,,98.8,,0.02,,0.0,,3.033333333333333
2024-10-10 06:00:00+00:00,2432.0,,13.4,,13.666666666666666,,98.3,,0.0266666666666666,,13.5,,13.8,,98.6,,0.03,,13.3,,13.6,,98.0,,0.02,,0.0,,27.46666666666667
2024-10-10 07:00:00+00:00,2433.0,,13.533333333333331,,14.0,,97.1,,0.0466666666666666,,13.6,,14.1,,97.7,,0.05,,13.5,,13.9,,96.8,,0.04,,0.0,,46.7
2024-10-10 08:00:00+00:00,2434.0,,13.666666666666666,,14.266666666666666,,96.3,,0.0633333333333333,,13.8,,14.4,,96.6,,0.07,,13.5,,14.1,,95.8,,0.06,,0.0,,50.66666666666666
2024-10-10 09:00:00+00:00,2435.0,,14.2,,14.733333333333334,,96.6,,0.0533333333333333,,15.1,,15.8,,97.2,,0.07,,13.5,,13.9,,95.9,,0.04,,0.0,,54.93333333333334
2024-10-10 10:00:00+00:00,2436.0,,14.866666666666667,,16.099999999999998,,92.43333333333334,,0.14,,14.9,,16.2,,93.0,,0.15,,14.8,,15.9,,92.0,,0.13,,0.0,,147.13333333333333
2024-10-10 11:00:00+00:00,2437.0,,14.1,,14.733333333333334,,95.93333333333334,,0.0699999999999999,,14.3,,14.8,,96.7,,0.09,,14.0,,14.6,,94.9,,0.06,,0.0,,21.933333333333334
2024-10-10 12:00:00+00:00,2438.0,,14.4,,14.966666666666669,,96.36666666666667,,0.0633333333333333,,14.7,,15.3,,96.6,,0.07,,14.1,,14.6,,96.1,,0.06,,0.0,,71.43333333333332
2024-10-10 13:00:00+00:00,2439.0,,13.833333333333334,,14.6,,95.1,,0.08,,14.3,,14.9,,96.0,,0.1,,13.2,,14.2,,93.7,,0.07,,0.0,,66.53333333333333
2024-10-10 14:00:00+00:00,2440.0,,12.9,,13.866666666666667,,94.06666666666668,,0.0933333333333333,,13.1,,14.0,,94.4,,0.1,,12.6,,13.7,,93.4,,0.09,,0.0,,59.2
2024-10-10 15:00:00+00:00,2441.0,,12.8,,13.933333333333332,,93.0,,0.11,,13.3,,14.3,,93.9,,0.12,,12.2,,13.4,,92.5,,0.1,,0.0,,60.43333333333334
2024-10-10 16:00:00+00:00,2442.0,,11.233333333333334,,12.033333333333331,,94.86666666666667,,0.0733333333333333,,11.8,,12.8,,96.0,,0.1,,10.8,,11.4,,93.4,,0.05,,0.0,,14.333333333333334
2024-10-10 17:00:00+00:00,2443.0,,10.133333333333333,,10.7,,96.36666666666667,,0.0466666666666666,,10.7,,11.3,,97.0,,0.05,,9.6,,10.1,,95.9,,0.04,,0.0,,0.0
2024-10-10 18:00:00+00:00,2444.0,,9.533333333333331,,9.866666666666667,,97.8,,0.0233333333333333,,9.6,,9.9,,98.0,,0.03,,9.5,,9.8,,97.4,,0.02,,0.0,,0.0
2024-10-10 19:00:00+00:00,2445.0,,9.033333333333331,,9.266666666666667,,98.4,,0.02,,9.3,,9.5,,98.5,,0.02,,8.6,,8.8,,98.3,,0.02,,0.0,,0.0
2024-10-10 20:00:00+00:00,2446.0,,8.433333333333332,,8.6,,99.06666666666666,,0.01,,8.6,,8.7,,99.4,,0.01,,8.2,,8.4,,98.8,,0.01,,0.0,,0.0
2024-10-10 21:00:00+00:00,2447.0,,8.0,,8.1,,99.23333333333332,,0.01,,8.3,,8.4,,99.4,,0.01,,7.7,,7.8,,99.0,,0.01,,0.0,,0.0
2024-10-10 22:00:00+00:00,2448.0,,7.533333333333334,,7.6,,99.66666666666669,,0.0033333333333333,,8.1,,8.1,,100.0,,0.01,,7.1,,7.2,,99.4,,0.0,,0.0,,0.0
2024-10-10 23:00:00+00:00,2449.0,,6.866666666666667,,6.866666666666667,,99.86666666666667,,0.0,,7.3,,7.3,,100.0,,0.0,,6.6,,6.6,,99.7,,0.0,,0.0,,0.0
2024-10-11 00:00:00+00:00,2450.0,,6.7,,6.7,,99.93333333333334,,0.0,,7.2,,7.2,,100.0,,0.0,,6.4,,6.4,,99.9,,0.0,,0.0,,0.0
2024-10-11 01:00:00+00:00,2451.0,,6.066666666666666,,6.066666666666666,,100.0,,0.0,,6.1,,6.1,,100.0,,0.0,,6.0,,6.0,,100.0,,0.0,,0.0,,0.0
2024-10-11 02:00:00+00:00,2452.0,,5.333333333333333,,5.333333333333333,,100.0,,0.0,,5.6,,5.6,,100.0,,0.0,,5.1,,5.1,,100.0,,0.0,,0.0,,0.0
2024-10-11 03:00:00+00:00,2453.0,,5.0,,5.0,,100.0,,0.0,,5.3,,5.3,,100.0,,0.0,,4.7,,4.7,,100.0,,0.0,,0.0,,0.0
2024-10-11 04:00:00+00:00,2454.0,,4.933333333333334,,4.933333333333334,,100.0,,0.0,,5.1,,5.1,,100.0,,0.0,,4.8,,4.8,,100.0,,0.0,,0.0,,0.0
2024-10-11 05:00:00+00:00,2455.0,,4.766666666666667,,4.766666666666667,,100.0,,0.0,,4.8,,4.8,,100.0,,0.0,,4.7,,4.7,,100.0,,0.0,,0.0,,8.533333333333333
2024-10-11 06:00:00+00:00,2456.0,,5.833333333333333,,5.833333333333333,,100.0,,0.0,,6.1,,6.1,,100.0,,0.0,,5.6,,5.6,,100.0,,0.0,,0.0,,40.3
2024-10-11 07:00:00+00:00,2457.0,,8.033333333333333,,8.433333333333332,,97.56666666666666,,0.0333333333333333,,11.0,,12.2,,100.0,,0.1,,6.0,,6.0,,92.7,,0.0,,0.0,,146.46666666666667
2024-10-11 08:00:00+00:00,2458.0,,13.366666666666667,,17.033333333333335,,79.5,,0.4066666666666667,,13.4,,18.6,,86.8,,0.61,,13.3,,15.6,,71.6,,0.23,,0.0,,385.4333333333333
2024-10-11 09:00:00+00:00,2459.0,,10.866666666666667,,16.2,,71.33333333333333,,0.56,,12.3,,19.1,,82.2,,0.78,,9.3,,12.3,,64.9,,0.25,,0.0,,466.45
2024-10-11 10:00:00+00:00,2460.0,,12.766666666666666,,19.2,,66.56666666666666,,0.75,,13.3,,20.2,,71.9,,0.84,,12.4,,17.8,,63.3,,0.57,,0.0,,343.0
2024-10-11 11:00:00+00:00,2461.0,,14.666666666666666,,23.9,,56.5,,1.29,,15.4,,24.9,,57.1,,1.39,,13.7,,22.7,,55.8,,1.18,,0.0,,443.4333333333333
2024-10-11 12:00:00+00:00,2462.0,,15.233333333333334,,25.4,,53.333333333333336,,1.5166666666666666,,16.1,,26.3,,53.5,,1.59,,14.7,,24.9,,53.1,,1.48,,0.0,,539.2333333333333
2024-10-11 13:00:00+00:00,2463.0,,14.466666666666669,,22.96666666666667,,59.13333333333333,,1.1666666666666667,,14.7,,24.5,,65.6,,1.41,,14.1,,20.8,,54.2,,0.85,,0.0,,243.5
2024-10-11 14:00:00+00:00,2464.0,,14.566666666666668,,22.83333333333333,,59.9,,1.1266666666666667,,14.9,,24.1,,65.0,,1.35,,14.3,,21.2,,55.0,,0.88,,0.0,,327.76666666666665
2024-10-11 15:00:00+00:00,2465.0,,11.866666666666667,,15.833333333333334,,77.53333333333333,,0.4166666666666667,,13.3,,18.5,,83.2,,0.6,,10.9,,13.7,,71.8,,0.26,,0.0,,108.33333333333331
2024-10-11 16:00:00+00:00,2466.0,,9.8,,11.266666666666666,,90.76666666666668,,0.1233333333333333,,10.4,,12.3,,92.8,,0.17,,9.3,,10.4,,88.2,,0.09,,0.0,,11.566666666666668
2024-10-11 17:00:00+00:00,2467.0,,8.733333333333333,,9.533333333333331,,94.86666666666667,,0.0633333333333333,,9.1,,9.9,,95.4,,0.08,,8.2,,8.9,,93.8,,0.05,,0.0,,0.0
2024-10-11 18:00:00+00:00,2468.0,,8.133333333333333,,8.700000000000001,,96.3,,0.0433333333333333,,8.7,,9.3,,96.8,,0.05,,7.8,,8.4,,96.0,,0.04,,0.0,,0.0
2024-10-11 19:00:00+00:00,2469.0,,7.333333333333333,,7.766666666666666,,97.13333333333333,,0.03,,7.7,,8.2,,97.5,,0.03,,7.1,,7.5,,96.8,,0.03,,0.0,,0.0
2024-10-11 20:00:00+00:00,2470.0,,6.55,,6.9,,97.7,,0.02,,6.6,,6.9,,97.8,,0.02,,6.5,,6.9,,97.6,,0.02,,0.0,,0.0
2024-10-11 21:00:00+00:00,2471.0,,6.366666666666667,,6.666666666666667,,98.2,,0.02,,6.7,,7.0,,98.3,,0.02,,5.9,,6.2,,98.1,,0.02,,0.0,,0.0
2024-10-11 22:00:00+00:00,2472.0,,5.666666666666667,,5.866666666666667,,98.6,,0.01,,5.8,,6.0,,98.7,,0.01,,5.4,,5.6,,98.5,,0.01,,0.0,,0.0
2024-10-11 23:00:00+00:00,2473.0,,5.466666666666666,,5.6000000000000005,,99.0,,0.01,,5.7,,5.8,,99.2,,0.01,,5.3,,5.5,,98.8,,0.01,,0.0,,0.0
2024-10-12 00:00:00+00:00,2474.0,,5.4,,5.5,,99.3,,0.01,,5.5,,5.6,,99.4,,0.01,,5.3,,5.4,,99.2,,0.01,,0.0,,0.0
2024-10-12 01:00:00+00:00,2475.0,,5.533333333333334,,5.6000000000000005,,99.6,,0.0,,5.8,,5.8,,99.7,,0.0,,5.3,,5.4,,99.5,,0.0,,0.0,,0.0
2024-10-12 02:00:00+00:00,2476.0,,5.633333333333333,,5.633333333333333,,99.8,,0.0,,5.7,,5.7,,99.8,,0.0,,5.6,,5.6,,99.8,,0.0,,0.0,,0.0
2024-10-12 03:00:00+00:00,2477.0,,5.833333333333333,,5.833333333333333,,99.93333333333334,,0.0,,6.1,,6.1,,100.0,,0.0,,5.4,,5.4,,99.8,,0.0,,0.0,,0.0
2024-10-12 04:00:00+00:00,2478.0,,5.633333333333333,,5.633333333333333,,100.0,,0.0,,5.8,,5.8,,100.0,,0.0,,5.5,,5.5,,100.0,,0.0,,0.0,,0.0
2024-10-12 05:00:00+00:00,2479.0,,5.966666666666666,,5.966666666666666,,100.0,,0.0,,6.2,,6.2,,100.0,,0.0,,5.7,,5.7,,100.0,,0.0,,0.0,,5.5
2024-10-12 06:00:00+00:00,2480.0,,6.766666666666667,,6.766666666666667,,100.0,,0.0,,7.0,,7.0,,100.0,,0.0,,6.6,,6.6,,100.0,,0.0,,0.0,,38.13333333333333
2024-10-12 07:00:00+00:00,2481.0,,9.266666666666666,,9.933333333333334,,95.7,,0.0566666666666666,,11.6,,13.1,,98.7,,0.14,,7.6,,7.8,,90.5,,0.01,,0.0,,187.0666666666667
2024-10-12 08:00:00+00:00,2482.0,,10.433333333333334,,13.8,,80.63333333333334,,0.3233333333333333,,11.8,,16.6,,89.3,,0.5,,9.4,,11.1,,73.7,,0.14,,0.0,,400.4
2024-10-12 09:00:00+00:00,2483.0,,11.333333333333334,,16.3,,72.7,,0.51,,11.6,,16.8,,77.5,,0.59,,10.8,,15.5,,69.0,,0.4,,0.0,,404.3666666666666
2024-10-12 10:00:00+00:00,2484.0,,13.866666666666667,,20.866666666666664,,64.46666666666665,,0.8766666666666666,,14.2,,21.3,,66.6,,0.92,,13.5,,20.4,,62.7,,0.8,,0.0,,568.2333333333332
2024-10-12 11:00:00+00:00,2485.0,,14.9,,21.2,,67.56666666666666,,0.8266666666666667,,15.4,,22.6,,70.7,,1.03,,14.3,,19.8,,62.5,,0.68,,0.0,,370.8
2024-10-12 12:00:00+00:00,2486.0,,15.333333333333334,,23.1,,61.76666666666667,,1.0833333333333333,,16.3,,23.7,,63.6,,1.17,,14.2,,22.0,,60.2,,1.02,,0.0,,498.3333333333333
2024-10-12 13:00:00+00:00,2487.0,,13.4,,18.33333333333333,,73.26666666666667,,0.57,,13.8,,20.0,,76.6,,0.75,,12.6,,17.0,,67.8,,0.48,,0.0,,313.43333333333334
2024-10-12 14:00:00+00:00,2488.0,,12.6,,16.46666666666667,,78.13333333333334,,0.41,,13.0,,17.1,,79.5,,0.45,,12.2,,16.1,,76.9,,0.38,,0.0,,114.46666666666664
2024-10-12 15:00:00+00:00,2489.0,,12.4,,15.266666666666667,,83.36666666666666,,0.29,,12.7,,16.1,,85.8,,0.35,,11.9,,14.3,,80.6,,0.23,,0.0,,80.56666666666666
2024-10-12 16:00:00+00:00,2490.0,,11.0,,12.5,,90.56666666666666,,0.1366666666666667,,11.5,,13.3,,92.8,,0.17,,10.6,,11.7,,88.7,,0.1,,0.0,,8.233333333333334
2024-10-12 17:00:00+00:00,2491.0,,10.133333333333333,,10.966666666666669,,94.8,,0.0666666666666666,,10.2,,11.1,,95.8,,0.09,,10.1,,10.8,,93.5,,0.05,,0.0,,0.0
2024-10-12 18:00:00+00:00,2492.0,,10.133333333333333,,10.733333333333334,,96.3,,0.0466666666666666,,10.2,,10.8,,96.7,,0.05,,10.1,,10.7,,95.8,,0.04,,0.0,,0.0
2024-10-12 19:00:00+00:00,2493.0,,10.1,,10.533333333333331,,97.16666666666669,,0.0366666666666666,,10.1,,10.6,,97.3,,0.04,,10.1,,10.5,,97.0,,0.03,,0.0,,0.0
2024-10-12 20:00:00+00:00,2494.0,,9.9,,10.233333333333334,,97.76666666666668,,0.03,,10.0,,10.3,,97.9,,0.03,,9.8,,10.1,,97.6,,0.03,,0.0,,0.0
2024-10-12 21:00:00+00:00,2495.0,,9.966666666666669,,10.233333333333333,,98.26666666666664,,0.02,,10.3,,10.5,,98.6,,0.02,,9.7,,10.0,,98.1,,0.02,,0.0,,0.0
2024-10-12 22:00:00+00:00,2496.0,,9.8,,10.033333333333331,,98.4,,0.02,,10.0,,10.2,,98.6,,0.02,,9.5,,9.8,,98.2,,0.02,,0.0,,0.0
2024-10-12 23:00:00+00:00,2497.0,,8.433333333333334,,8.633333333333333,,98.7,,0.0166666666666666,,8.8,,9.0,,99.0,,0.02,,8.2,,8.4,,98.5,,0.01,,0.0,,0.0
2024-10-13 00:00:00+00:00,2498.0,,7.833333333333333,,7.966666666666666,,99.1,,0.01,,8.1,,8.2,,99.3,,0.01,,7.5,,7.7,,98.7,,0.01,,0.0,,0.0
2024-10-13 01:00:00+00:00,2499.0,,8.1,,8.2,,99.55,,0.005,,8.1,,8.2,,99.6,,0.01,,8.1,,8.2,,99.5,,0.0,,0.0,,0.0
2024-10-13 02:00:00+00:00,2500.0,,7.966666666666666,,8.033333333333333,,99.63333333333333,,0.0,,8.1,,8.2,,99.7,,0.0,,7.9,,7.9,,99.6,,0.0,,0.0,,0.0
2024-10-13 03:00:00+00:00,2501.0,,7.966666666666666,,7.966666666666666,,99.93333333333334,,0.0,,8.1,,8.1,,100.0,,0.0,,7.8,,7.8,,99.9,,0.0,,0.0,,0.0
2024-10-13 04:00:00+00:00,2502.0,,7.8,,7.8,,100.0,,0.0,,7.9,,7.9,,100.0,,0.0,,7.7,,7.7,,100.0,,0.0,,0.0,,0.0
2024-10-13 05:00:00+00:00,2503.0,,7.933333333333333,,7.933333333333333,,100.0,,0.0,,8.2,,8.2,,100.0,,0.0,,7.8,,7.8,,100.0,,0.0,,0.0,,3.966666666666667
2024-10-13 06:00:00+00:00,2504.0,,8.9,,8.933333333333334,,99.73333333333332,,0.0033333333333333,,9.0,,9.1,,100.0,,0.01,,8.8,,8.8,,99.4,,0.0,,0.0,,37.53333333333333
2024-10-13 07:00:00+00:00,2505.0,,10.066666666666666,,10.366666666666667,,98.06666666666666,,0.0266666666666666,,10.5,,10.9,,98.7,,0.04,,9.7,,9.9,,97.3,,0.02,,0.0,,118.1
2024-10-13 08:00:00+00:00,2506.0,,11.466666666666669,,12.266666666666666,,94.8,,0.08,,12.0,,13.2,,96.7,,0.12,,11.1,,11.8,,92.4,,0.05,,0.0,,174.86666666666667
2024-10-13 09:00:00+00:00,2507.0,,13.266666666666666,,16.233333333333334,,82.86666666666667,,0.3166666666666666,,13.5,,17.1,,87.4,,0.44,,13.0,,15.4,,77.2,,0.22,,0.0,,332.3333333333333
2024-10-13 10:00:00+00:00,2508.0,,12.8,,18.433333333333334,,69.96666666666665,,0.6433333333333334,,13.0,,19.3,,74.2,,0.76,,12.6,,17.3,,66.1,,0.51,,0.0,,364.06666666666666
2024-10-13 11:00:00+00:00,2509.0,,13.3,,21.03333333333333,,61.53333333333333,,0.96,,13.9,,22.4,,63.9,,1.11,,12.9,,20.2,,58.9,,0.85,,0.0,,390.9333333333333
2024-10-13 12:00:00+00:00,2510.0,,14.966666666666669,,22.266666666666666,,63.5,,0.98,,15.8,,22.6,,65.7,,1.0,,14.3,,21.9,,62.0,,0.94,,0.0,,419.6333333333334
2024-10-13 13:00:00+00:00,2511.0,,13.866666666666667,,20.066666666666663,,67.76666666666667,,0.7566666666666667,,14.1,,20.6,,68.6,,0.81,,13.4,,19.5,,66.6,,0.72,,0.0,,278.03333333333336
2024-10-13 14:00:00+00:00,2512.0,,13.866666666666667,,19.2,,71.39999999999999,,0.6333333333333333,,14.3,,19.7,,72.2,,0.66,,13.4,,18.8,,70.8,,0.61,,0.0,,229.2
2024-10-13 15:00:00+00:00,2513.0,,12.633333333333333,,16.599999999999998,,77.73333333333333,,0.4233333333333333,,13.4,,18.0,,80.9,,0.52,,12.0,,15.3,,74.7,,0.33,,0.0,,96.13333333333333
2024-10-13 16:00:00+00:00,2514.0,,10.9,,12.7,,89.0,,0.1666666666666666,,11.3,,13.7,,91.7,,0.23,,10.7,,12.0,,85.6,,0.12,,0.0,,7.033333333333332
2024-10-13 17:00:00+00:00,2515.0,,9.8,,10.733333333333334,,93.96666666666664,,0.0766666666666666,,10.2,,11.3,,94.9,,0.09,,9.4,,10.2,,93.0,,0.06,,0.0,,0.0
2024-10-13 18:00:00+00:00,2516.0,,9.233333333333334,,9.8,,96.33333333333331,,0.0433333333333333,,9.3,,10.0,,96.8,,0.05,,9.1,,9.6,,95.6,,0.04,,0.0,,0.0
2024-10-13 19:00:00+00:00,2517.0,,8.5,,8.866666666666667,,97.33333333333331,,0.0266666666666666,,8.7,,9.1,,97.8,,0.03,,8.3,,8.6,,97.1,,0.02,,0.0,,0.0
