receivedAt,Unnamed: 0_mean,Unnamed: 0_std,dewpoint_mean_mean,dewpoint_mean_std,temperature_mean_mean,temperature_mean_std,humidity_mean_mean,humidity_mean_std,vaporPressureDeficit_mean_mean,vaporPressureDeficit_mean_std,dewpoint_max_mean,dewpoint_max_std,temperature_max_mean,temperature_max_std,humidity_max_mean,humidity_max_std,vaporPressureDeficit_max_mean,vaporPressureDeficit_max_std,dewpoint_min_mean,dewpoint_min_std,temperature_min_mean,temperature_min_std,humidity_min_mean,humidity_min_std,vaporPressureDeficit_min_mean,vaporPressureDeficit_min_std,t_above_threshold_mean,t_above_threshold_std,photosyntheticallyActiveRadiation_mean_mean
2025-03-23 14:00:00+00:00,6376.0,,10.766666666666666,,14.1,,80.53333333333333,,0.3166666666666666,,11.3,,14.4,,84.5,,0.38,,10.4,,13.9,,77.0,,0.25,,0.0,,234.0666666666667
2025-03-23 15:00:00+00:00,6377.0,,10.566666666666666,,14.2,,79.10000000000001,,0.3366666666666666,,11.0,,14.5,,81.5,,0.37,,10.2,,13.9,,77.3,,0.3,,0.0,,220.96666666666667
2025-03-23 16:00:00+00:00,6378.0,,9.766666666666667,,12.9,,81.5,,0.2733333333333334,,10.3,,13.7,,82.8,,0.31,,9.3,,12.2,,80.2,,0.24,,0.0,,139.76666666666665
2025-03-23 17:00:00+00:00,6379.0,,9.433333333333334,,11.233333333333334,,88.86666666666667,,0.1466666666666666,,9.6,,11.5,,90.6,,0.16,,9.3,,10.9,,87.7,,0.12,,0.0,,9.766666666666667
2025-03-23 18:00:00+00:00,6380.0,,9.266666666666667,,10.0,,95.33333333333331,,0.0566666666666666,,9.3,,10.3,,97.5,,0.08,,9.2,,9.7,,93.4,,0.03,,0.0,,0.0
2025-03-23 19:00:00+00:00,6381.0,,9.133333333333333,,9.333333333333334,,98.5,,0.02,,9.3,,9.5,,98.5,,0.02,,9.0,,9.2,,98.5,,0.02,,0.0,,0.0
2025-03-23 20:00:00+00:00,6382.0,,8.633333333333333,,8.833333333333334,,98.66666666666669,,0.0166666666666666,,8.9,,9.1,,99.4,,0.02,,8.3,,8.4,,98.2,,0.01,,0.0,,0.0
2025-03-23 21:00:00+00:00,6383.0,,8.133333333333333,,8.166666666666666,,99.66666666666669,,0.0033333333333333,,8.4,,8.4,,99.8,,0.01,,8.0,,8.0,,99.5,,0.0,,0.0,,0.0
2025-03-23 22:00:00+00:00,6384.0,,7.966666666666666,,7.966666666666666,,100.0,,0.0,,8.0,,8.0,,100.0,,0.0,,7.9,,7.9,,100.0,,0.0,,0.0,,0.0
2025-03-23 23:00:00+00:00,6385.0,,7.866666666666667,,7.866666666666667,,100.0,,0.0,,8.0,,8.0,,100.0,,0.0,,7.7,,7.7,,100.0,,0.0,,0.0,,0.0
2025-03-24 00:00:00+00:00,6386.0,,6.733333333333333,,6.733333333333333,,100.0,,0.0,,7.0,,7.0,,100.0,,0.0,,6.5,,6.5,,100.0,,0.0,,0.0,,0.0
2025-03-24 01:00:00+00:00,6387.0,,6.033333333333334,,6.033333333333334,,100.0,,0.0,,6.3,,6.3,,100.0,,0.0,,5.9,,5.9,,100.0,,0.0,,0.0,,0.0
2025-03-24 02:00:00+00:00,6388.0,,5.533333333333334,,5.533333333333334,,100.0,,0.0,,5.7,,5.7,,100.0,,0.0,,5.3,,5.3,,100.0,,0.0,,0.0,,0.0
2025-03-24 03:00:00+00:00,6389.0,,5.733333333333333,,5.733333333333333,,100.0,,0.0,,5.8,,5.8,,100.0,,0.0,,5.6,,5.6,,100.0,,0.0,,0.0,,0.0
2025-03-24 04:00:00+00:00,6390.0,,5.233333333333333,,5.233333333333333,,100.0,,0.0,,5.5,,5.5,,100.0,,0.0,,5.0,,5.0,,100.0,,0.0,,0.0,,0.0
2025-03-24 05:00:00+00:00,6391.0,,4.833333333333333,,4.833333333333333,,100.0,,0.0,,5.1,,5.1,,100.0,,0.0,,4.5,,4.5,,100.0,,0.0,,0.0,,19.83333333333333
2025-03-24 06:00:00+00:00,6392.0,,6.3,,6.400000000000001,,99.43333333333334,,0.0066666666666666,,8.0,,8.3,,100.0,,0.02,,5.2,,5.2,,98.3,,0.0,,0.0,,116.26666666666668
2025-03-24 07:00:00+00:00,6393.0,,9.3,,10.433333333333332,,92.7,,0.09,,10.1,,11.2,,94.0,,0.11,,8.8,,9.7,,91.1,,0.07,,0.0,,372.0
2025-03-24 08:00:00+00:00,6394.0,,9.733333333333333,,11.533333333333331,,88.8,,0.1566666666666666,,10.7,,13.0,,91.7,,0.21,,9.2,,10.6,,85.8,,0.11,,0.0,,417.4666666666667
2025-03-24 09:00:00+00:00,6395.0,,11.366666666666667,,15.2,,78.56666666666666,,0.3966666666666666,,12.8,,18.7,,85.5,,0.67,,10.0,,12.4,,68.8,,0.21,,0.0,,488.9
2025-03-24 10:00:00+00:00,6396.0,,11.4,,17.46666666666667,,68.0,,0.6433333333333333,,11.8,,18.6,,72.2,,0.83,,10.9,,16.6,,61.1,,0.53,,0.0,,865.5
2025-03-24 11:00:00+00:00,6397.0,,10.566666666666668,,16.96666666666667,,66.23333333333333,,0.6566666666666667,,11.3,,18.6,,68.2,,0.8,,9.4,,15.3,,62.6,,0.55,,0.0,,603.0333333333333
2025-03-24 12:00:00+00:00,6398.0,,10.666666666666666,,18.1,,62.06666666666666,,0.7966666666666667,,11.7,,20.4,,64.7,,1.02,,10.0,,16.9,,57.4,,0.68,,0.0,,770.5666666666666
2025-03-24 13:00:00+00:00,6399.0,,9.866666666666667,,18.23333333333333,,58.46666666666667,,0.8766666666666666,,10.0,,19.4,,61.2,,1.03,,9.7,,17.3,,54.4,,0.77,,0.0,,378.4333333333333
2025-03-24 14:00:00+00:00,6400.0,,9.566666666666666,,18.633333333333336,,55.833333333333336,,0.9533333333333333,,10.3,,19.8,,60.1,,1.14,,9.2,,17.0,,50.5,,0.77,,0.0,,568.2333333333333
2025-03-24 15:00:00+00:00,6401.0,,9.666666666666666,,18.133333333333333,,58.03333333333333,,0.8733333333333334,,10.2,,18.4,,62.1,,0.97,,8.9,,17.6,,54.0,,0.76,,0.0,,481.56666666666666
2025-03-24 16:00:00+00:00,6402.0,,10.033333333333331,,14.4,,75.36666666666667,,0.4033333333333333,,10.1,,15.0,,77.2,,0.46,,10.0,,14.0,,72.9,,0.36,,0.0,,81.16666666666667
2025-03-24 17:00:00+00:00,6403.0,,9.166666666666666,,12.7,,79.2,,0.3066666666666666,,9.5,,13.4,,81.3,,0.35,,8.8,,12.3,,77.3,,0.27,,0.0,,17.400000000000002
2025-03-24 18:00:00+00:00,6404.0,,8.566666666666666,,10.6,,87.36666666666667,,0.16,,9.1,,11.3,,88.9,,0.18,,8.0,,9.8,,86.2,,0.13,,0.0,,0.0
2025-03-24 19:00:00+00:00,6405.0,,7.133333333333333,,8.5,,91.2,,0.0999999999999999,,7.4,,9.2,,92.8,,0.13,,6.7,,7.8,,88.8,,0.08,,0.0,,0.0
2025-03-24 20:00:00+00:00,6406.0,,6.433333333333334,,7.466666666666666,,93.36666666666667,,0.0699999999999999,,6.9,,8.2,,94.3,,0.09,,6.1,,7.0,,91.8,,0.06,,0.0,,0.0
2025-03-24 21:00:00+00:00,6407.0,,6.5,,7.033333333333334,,96.56666666666666,,0.0366666666666666,,6.7,,7.2,,97.0,,0.04,,6.1,,6.7,,96.2,,0.03,,0.0,,0.0
2025-03-24 22:00:00+00:00,6408.0,,6.833333333333333,,7.2,,97.53333333333336,,0.0233333333333333,,6.9,,7.5,,98.7,,0.04,,6.8,,7.0,,96.1,,0.01,,0.0,,0.0
2025-03-24 23:00:00+00:00,6409.0,,6.466666666666666,,6.766666666666667,,97.83333333333331,,0.02,,6.7,,7.1,,98.6,,0.03,,6.1,,6.3,,97.0,,0.01,,0.0,,0.0
2025-03-25 00:00:00+00:00,6410.0,,5.6000000000000005,,5.7,,99.26666666666668,,0.0066666666666666,,5.8,,6.0,,99.9,,0.01,,5.2,,5.2,,98.6,,0.0,,0.0,,0.0
2025-03-25 01:00:00+00:00,6411.0,,4.733333333333333,,4.733333333333333,,100.0,,0.0,,5.1,,5.1,,100.0,,0.0,,4.4,,4.4,,100.0,,0.0,,0.0,,0.0
2025-03-25 02:00:00+00:00,6412.0,,4.733333333333333,,4.733333333333333,,100.0,,0.0,,4.9,,4.9,,100.0,,0.0,,4.6,,4.6,,100.0,,0.0,,0.0,,0.0
2025-03-25 03:00:00+00:00,6413.0,,4.6000000000000005,,4.6000000000000005,,100.0,,0.0,,4.9,,4.9,,100.0,,0.0,,4.2,,4.2,,100.0,,0.0,,0.0,,0.0
2025-03-25 04:00:00+00:00,6414.0,,4.0,,4.0,,100.0,,0.0,,4.1,,4.1,,100.0,,0.0,,3.9,,3.9,,100.0,,0.0,,0.0,,0.0
2025-03-25 05:00:00+00:00,6415.0,,3.5,,3.5,,100.0,,0.0,,3.6,,3.6,,100.0,,0.0,,3.4,,3.4,,100.0,,0.0,,0.0,,19.83333333333333
2025-03-25 06:00:00+00:00,6416.0,,6.266666666666667,,6.5,,98.53333333333336,,0.0166666666666666,,7.4,,7.9,,100.0,,0.04,,5.2,,5.2,,96.7,,0.0,,0.0,,133.96666666666667
2025-03-25 07:00:00+00:00,6417.0,,8.200000000000001,,9.566666666666666,,91.16666666666669,,0.11,,9.4,,11.5,,93.9,,0.18,,7.1,,8.2,,86.8,,0.07,,0.0,,296.3333333333333
2025-03-25 08:00:00+00:00,6418.0,,11.633333333333333,,12.233333333333334,,96.2,,0.06,,13.7,,14.9,,99.6,,0.13,,9.6,,9.7,,92.3,,0.0,,0.0,,528.2666666666667
2025-03-25 09:00:00+00:00,6419.0,,13.833333333333334,,17.333333333333332,,80.13333333333333,,0.3999999999999999,,14.9,,18.4,,89.1,,0.5,,12.4,,16.7,,74.8,,0.21,,0.0,,598.7333333333332
2025-03-25 10:00:00+00:00,6420.0,,13.766666666666666,,19.83333333333333,,68.23333333333333,,0.7466666666666666,,14.6,,21.8,,71.2,,0.95,,12.9,,18.2,,63.8,,0.6,,0.0,,686.0333333333333
2025-03-25 11:00:00+00:00,6421.0,,13.933333333333332,,21.566666666666663,,62.13333333333333,,0.9866666666666668,,15.7,,23.7,,67.1,,1.24,,11.3,,18.9,,57.7,,0.84,,0.0,,908.2
2025-03-25 12:00:00+00:00,6422.0,,10.733333333333334,,16.400000000000002,,69.76666666666667,,0.5766666666666667,,11.3,,18.6,,75.3,,0.84,,10.1,,14.9,,60.6,,0.44,,0.0,,459.3
2025-03-25 13:00:00+00:00,6423.0,,11.2,,14.4,,81.33333333333333,,0.3033333333333333,,11.8,,14.8,,82.6,,0.33,,10.9,,14.0,,79.8,,0.29,,0.0,,216.96666666666667
2025-03-25 14:00:00+00:00,6424.0,,10.133333333333333,,13.8,,78.86666666666666,,0.3366666666666666,,11.0,,15.2,,81.3,,0.41,,9.5,,13.1,,76.2,,0.28,,0.0,,342.7333333333333
2025-03-25 15:00:00+00:00,6425.0,,11.966666666666669,,16.7,,74.03333333333333,,0.51,,13.9,,19.3,,80.0,,0.64,,10.4,,13.8,,70.8,,0.32,,0.0,,379.0
2025-03-25 16:00:00+00:00,6426.0,,9.633333333333333,,11.866666666666667,,86.36666666666667,,0.19,,10.0,,12.8,,89.0,,0.25,,9.0,,10.8,,83.2,,0.14,,0.0,,78.73333333333333
2025-03-25 17:00:00+00:00,6427.0,,8.5,,9.733333333333334,,92.23333333333332,,0.0966666666666666,,9.0,,10.3,,93.2,,0.11,,8.0,,9.1,,91.5,,0.08,,0.0,,15.233333333333334
2025-03-25 18:00:00+00:00,6428.0,,8.0,,8.833333333333334,,94.43333333333334,,0.0633333333333333,,8.1,,9.1,,95.2,,0.08,,7.9,,8.7,,93.5,,0.05,,0.0,,0.0
2025-03-25 19:00:00+00:00,6429.0,,7.833333333333333,,8.533333333333333,,95.43333333333334,,0.05,,7.9,,8.6,,95.7,,0.05,,7.8,,8.5,,95.3,,0.05,,0.0,,0.0
2025-03-25 20:00:00+00:00,6430.0,,7.233333333333333,,7.7,,96.9,,0.03,,7.5,,8.1,,97.8,,0.04,,7.0,,7.5,,96.2,,0.02,,0.0,,0.0
2025-03-25 21:00:00+00:00,6431.0,,6.866666666666667,,7.2,,97.63333333333333,,0.0233333333333333,,7.0,,7.4,,97.9,,0.03,,6.6,,6.9,,97.3,,0.02,,0.0,,0.0
2025-03-25 22:00:00+00:00,6432.0,,6.066666666666666,,6.333333333333333,,98.0,,0.02,,6.2,,6.5,,98.4,,0.02,,5.9,,6.1,,97.7,,0.02,,0.0,,0.0
2025-03-25 23:00:00+00:00,6433.0,,5.6000000000000005,,5.7,,99.23333333333332,,0.01,,6.0,,6.1,,99.4,,0.01,,5.3,,5.4,,99.1,,0.01,,0.0,,0.0
2025-03-26 00:00:00+00:00,6434.0,,5.0,,5.033333333333333,,99.7,,0.0,,5.1,,5.2,,99.8,,0.0,,4.8,,4.8,,99.6,,0.0,,0.0,,0.0
2025-03-26 01:00:00+00:00,6435.0,,4.6000000000000005,,4.6000000000000005,,100.0,,0.0,,4.8,,4.8,,100.0,,0.0,,4.3,,4.3,,100.0,,0.0,,0.0,,0.0
2025-03-26 02:00:00+00:00,6436.0,,3.8333333333333335,,3.8333333333333335,,99.96666666666664,,0.0,,4.0,,4.0,,100.0,,0.0,,3.7,,3.7,,99.9,,0.0,,0.0,,0.0
2025-03-26 03:00:00+00:00,6437.0,,3.766666666666667,,3.766666666666667,,100.0,,0.0,,4.0,,4.0,,100.0,,0.0,,3.6,,3.6,,100.0,,0.0,,0.0,,0.0
2025-03-26 04:00:00+00:00,6438.0,,3.6666666666666665,,3.6666666666666665,,100.0,,0.0,,3.7,,3.7,,100.0,,0.0,,3.6,,3.6,,100.0,,0.0,,0.0,,0.0
2025-03-26 05:00:00+00:00,6439.0,,4.266666666666667,,4.266666666666667,,100.0,,0.0,,4.9,,4.9,,100.0,,0.0,,3.8,,3.8,,100.0,,0.0,,0.0,,18.33333333333333
2025-03-26 06:00:00+00:00,6440.0,,6.266666666666667,,6.5,,98.53333333333336,,0.0133333333333333,,7.4,,7.9,,100.0,,0.03,,5.3,,5.3,,96.9,,0.0,,0.0,,105.9
2025-03-26 07:00:00+00:00,6441.0,,8.200000000000001,,9.5,,91.63333333333333,,0.1033333333333333,,9.2,,11.1,,94.8,,0.16,,7.4,,8.2,,88.0,,0.06,,0.0,,249.03333333333333
2025-03-26 08:00:00+00:00,6442.0,,10.266666666666667,,13.666666666666666,,80.2,,0.3166666666666666,,11.3,,15.1,,85.1,,0.38,,9.0,,11.4,,77.2,,0.2,,0.0,,378.4
2025-03-26 09:00:00+00:00,6443.0,,10.3,,16.900000000000002,,65.5,,0.6766666666666667,,11.1,,19.1,,72.2,,0.88,,9.8,,14.8,,60.0,,0.47,,0.0,,744.9333333333334
2025-03-26 10:00:00+00:00,6444.0,,9.966666666666669,,15.566666666666668,,69.53333333333333,,0.5466666666666666,,10.3,,17.1,,72.3,,0.7,,9.5,,14.5,,64.3,,0.46,,0.0,,323.1666666666667
2025-03-26 11:00:00+00:00,6445.0,,12.033333333333331,,21.6,,54.96666666666667,,1.1966666666666663,,12.8,,24.5,,62.1,,1.59,,10.9,,18.3,,48.2,,0.8,,0.0,,823.3666666666667
2025-03-26 12:00:00+00:00,6446.0,,13.0,,21.666666666666668,,58.6,,1.15,,15.5,,26.1,,70.0,,1.62,,10.8,,16.3,,52.1,,0.56,,0.0,,763.5666666666666
2025-03-26 13:00:00+00:00,6447.0,,11.266666666666666,,21.933333333333334,,50.93333333333334,,1.3099999999999998,,13.3,,24.1,,52.3,,1.52,,7.7,,18.0,,49.2,,1.01,,0.0,,587.1666666666666
2025-03-26 14:00:00+00:00,6448.0,,10.533333333333331,,16.8,,66.7,,0.6466666666666666,,12.4,,19.3,,70.3,,0.8,,9.4,,14.8,,64.4,,0.5,,0.0,,169.0666666666667
2025-03-26 15:00:00+00:00,6449.0,,11.033333333333331,,16.96666666666667,,68.53333333333333,,0.6233333333333334,,11.6,,19.6,,73.1,,0.91,,10.7,,15.5,,59.9,,0.47,,0.0,,417.2
2025-03-26 16:00:00+00:00,6450.0,,9.666666666666666,,14.333333333333334,,73.7,,0.4333333333333333,,10.2,,15.9,,77.8,,0.56,,9.1,,13.5,,69.1,,0.34,,0.0,,139.46666666666667
2025-03-26 17:00:00+00:00,6451.0,,8.299999999999999,,10.6,,85.93333333333334,,0.1833333333333333,,8.5,,11.8,,88.7,,0.27,,8.0,,9.8,,80.5,,0.14,,0.0,,19.2
2025-03-26 18:00:00+00:00,6452.0,,7.5,,8.933333333333334,,90.73333333333332,,0.1033333333333333,,7.8,,9.3,,91.6,,0.11,,7.3,,8.6,,90.2,,0.09,,0.0,,0.0
2025-03-26 19:00:00+00:00,6453.0,,6.566666666666666,,7.566666666666666,,93.5,,0.0666666666666666,,7.0,,8.2,,95.5,,0.08,,6.0,,6.7,,92.4,,0.04,,0.0,,0.0
2025-03-26 20:00:00+00:00,6454.0,,5.733333333333333,,6.433333333333334,,95.3,,0.0433333333333333,,5.8,,6.6,,96.0,,0.05,,5.7,,6.3,,94.4,,0.04,,0.0,,0.0
2025-03-26 21:00:00+00:00,6455.0,,4.733333333333333,,5.233333333333333,,96.73333333333336,,0.03,,4.9,,5.7,,98.4,,0.05,,4.5,,4.7,,94.9,,0.01,,0.0,,0.0
2025-03-26 22:00:00+00:00,6456.0,,4.066666666666666,,4.266666666666667,,98.5,,0.0133333333333333,,4.5,,4.9,,99.1,,0.02,,3.7,,3.8,,97.4,,0.01,,0.0,,0.0
2025-03-26 23:00:00+00:00,6457.0,,3.533333333333333,,3.5666666666666664,,99.86666666666667,,0.0,,3.7,,3.7,,100.0,,0.0,,3.3,,3.3,,99.6,,0.0,,0.0,,0.0
2025-03-27 00:00:00+00:00,6458.0,,2.9,,2.9,,100.0,,0.0,,3.1,,3.1,,100.0,,0.0,,2.7,,2.7,,100.0,,0.0,,0.0,,0.0
2025-03-27 01:00:00+00:00,6459.0,,2.233333333333333,,2.233333333333333,,100.0,,0.0,,2.4,,2.4,,100.0,,0.0,,2.0,,2.0,,100.0,,0.0,,0.0,,0.0
2025-03-27 02:00:00+00:00,6460.0,,2.0,,2.0,,100.0,,0.0,,2.2,,2.2,,100.0,,0.0,,1.8,,1.8,,100.0,,0.0,,0.0,,0.0
2025-03-27 03:00:00+00:00,6461.0,,1.4333333333333331,,1.4333333333333331,,100.0,,0.0,,1.6,,1.6,,100.0,,0.0,,1.2,,1.2,,100.0,,0.0,,0.0,,0.0
2025-03-27 04:00:00+00:00,6462.0,,1.2,,1.2,,100.0,,0.0,,1.3,,1.3,,100.0,,0.0,,1.0,,1.0,,100.0,,0.0,,0.0,,0.0
2025-03-27 05:00:00+00:00,6463.0,,1.5,,1.5,,100.0,,0.0,,1.6,,1.6,,100.0,,0.0,,1.3,,1.3,,100.0,,0.0,,0.0,,23.8
2025-03-27 06:00:00+00:00,6464.0,,3.8,,4.166666666666667,,97.56666666666666,,0.0233333333333333,,5.6,,6.7,,100.0,,0.07,,2.5,,2.5,,93.0,,0.0,,0.0,,140.4
2025-03-27 07:00:00+00:00,6465.0,,7.833333333333333,,11.366666666666667,,79.16666666666667,,0.2799999999999999,,8.1,,11.8,,83.2,,0.33,,7.6,,10.9,,75.8,,0.22,,0.0,,422.9666666666667
2025-03-27 08:00:00+00:00,6466.0,,9.233333333333334,,13.233333333333334,,77.13333333333334,,0.3633333333333333,,11.5,,16.6,,81.9,,0.53,,7.9,,10.9,,72.1,,0.24,,0.0,,296.93333333333334
2025-03-27 09:00:00+00:00,6467.0,,10.766666666666666,,21.633333333333336,,50.53333333333333,,1.2866666666666668,,13.1,,23.4,,57.1,,1.51,,8.3,,19.7,,42.0,,0.98,,0.0,,608.2333333333332
2025-03-27 10:00:00+00:00,6468.0,,8.9,,24.133333333333336,,38.13333333333333,,1.8666666666666665,,9.1,,24.7,,40.4,,1.99,,8.6,,23.4,,36.1,,1.72,,0.0,,872.1999999999999
2025-03-27 11:00:00+00:00,6469.0,,8.0,,23.53333333333333,,37.13333333333333,,1.8266666666666664,,8.6,,24.2,,38.2,,1.93,,7.2,,22.2,,36.2,,1.65,,0.0,,804.1
2025-03-27 12:00:00+00:00,6470.0,,8.3,,26.166666666666668,,32.4,,2.3166666666666664,,9.3,,28.8,,35.1,,2.79,,7.3,,24.8,,29.6,,2.03,,1.166666666666668,,859.6999999999999
2025-03-27 13:00:00+00:00,6471.0,,8.133333333333333,,24.7,,34.8,,2.03,,9.2,,25.9,,34.8,,2.18,,7.4,,23.9,,34.8,,1.93,,0.0,,777.8666666666667
2025-03-27 14:00:00+00:00,6472.0,,7.033333333333334,,22.266666666666666,,37.6,,1.6933333333333334,,7.5,,24.6,,40.1,,2.06,,6.4,,20.8,,33.5,,1.49,,0.0,,506.5666666666666
2025-03-27 15:00:00+00:00,6473.0,,7.233333333333333,,19.433333333333334,,45.46666666666667,,1.2333333333333334,,7.6,,20.5,,50.0,,1.38,,6.8,,18.3,,42.6,,1.05,,0.0,,219.1
2025-03-27 16:00:00+00:00,6474.0,,6.266666666666667,,16.266666666666666,,51.96666666666667,,0.89,,6.9,,17.0,,56.5,,0.96,,5.3,,15.6,,48.7,,0.77,,0.0,,76.93333333333334
2025-03-27 17:00:00+00:00,6475.0,,7.5,,13.833333333333334,,65.86666666666666,,0.5366666666666666,,7.6,,14.4,,68.7,,0.59,,7.4,,13.2,,63.8,,0.47,,0.0,,9.133333333333333
2025-03-27 18:00:00+00:00,6476.0,,6.633333333333333,,12.6,,67.26666666666667,,0.4766666666666666,,7.1,,12.9,,68.2,,0.5,,6.4,,12.2,,65.7,,0.46,,0.0,,0.0
2025-03-27 19:00:00+00:00,6477.0,,6.466666666666666,,11.3,,72.5,,0.3699999999999999,,7.0,,11.8,,73.1,,0.38,,6.1,,11.0,,71.6,,0.35,,0.0,,0.0
2025-03-27 20:00:00+00:00,6478.0,,6.333333333333333,,9.666666666666666,,80.06666666666666,,0.2366666666666666,,6.7,,10.1,,81.5,,0.28,,6.0,,9.1,,77.3,,0.21,,0.0,,0.0
2025-03-27 21:00:00+00:00,6479.0,,5.9,,8.766666666666667,,82.63333333333334,,0.1999999999999999,,6.0,,9.5,,86.3,,0.25,,5.8,,8.0,,79.2,,0.15,,0.0,,0.0
2025-03-27 22:00:00+00:00,6480.0,,5.433333333333334,,7.566666666666666,,86.56666666666666,,0.1433333333333333,,5.6,,7.8,,86.8,,0.15,,5.2,,7.3,,86.2,,0.14,,0.0,,0.0
2025-03-27 23:00:00+00:00,6481.0,,4.8,,6.633333333333333,,88.26666666666667,,0.1166666666666666,,5.3,,7.8,,91.3,,0.16,,4.4,,5.7,,84.5,,0.08,,0.0,,0.0
2025-03-28 00:00:00+00:00,6482.0,,4.133333333333334,,5.233333333333333,,92.7,,0.0666666666666666,,4.3,,5.4,,93.6,,0.07,,3.9,,4.9,,92.1,,0.06,,0.0,,0.0
2025-03-28 01:00:00+00:00,6483.0,,4.066666666666666,,5.166666666666667,,92.73333333333332,,0.0666666666666666,,4.4,,5.8,,94.2,,0.09,,3.8,,4.7,,90.6,,0.05,,0.0,,0.0
2025-03-28 02:00:00+00:00,6484.0,,3.1333333333333333,,3.733333333333333,,95.96666666666664,,0.0333333333333333,,3.2,,4.1,,97.3,,0.05,,3.0,,3.4,,93.9,,0.02,,0.0,,0.0
2025-03-28 03:00:00+00:00,6485.0,,3.3666666666666667,,3.766666666666667,,97.23333333333332,,0.02,,3.8,,4.3,,98.2,,0.03,,2.9,,3.2,,96.3,,0.01,,0.0,,0.0
2025-03-28 04:00:00+00:00,6486.0,,3.266666666666667,,3.5,,98.33333333333331,,0.0133333333333333,,3.8,,4.1,,98.7,,0.02,,2.9,,3.1,,97.8,,0.01,,0.0,,0.0
2025-03-28 05:00:00+00:00,6487.0,,4.633333333333334,,5.166666666666667,,96.63333333333333,,0.03,,5.4,,6.2,,98.2,,0.05,,4.0,,4.3,,94.9,,0.01,,0.0,,29.3
2025-03-28 06:00:00+00:00,6488.0,,6.766666666666667,,8.666666666666666,,87.96666666666665,,0.1366666666666667,,7.2,,9.5,,90.3,,0.17,,6.0,,7.5,,85.7,,0.1,,0.0,,160.53333333333333
2025-03-28 07:00:00+00:00,6489.0,,6.933333333333334,,10.933333333333332,,77.0,,0.3066666666666666,,7.8,,11.6,,87.6,,0.42,,5.8,,9.8,,68.9,,0.15,,0.0,,242.9333333333333
2025-03-28 08:00:00+00:00,6490.0,,6.5,,12.866666666666667,,65.60000000000001,,0.5133333333333333,,6.6,,13.3,,68.6,,0.55,,6.3,,12.3,,64.0,,0.45,,0.0,,248.4
2025-03-28 09:00:00+00:00,6491.0,,6.466666666666666,,14.266666666666666,,59.833333333333336,,0.6566666666666667,,6.6,,15.3,,63.3,,0.77,,6.4,,13.3,,55.6,,0.56,,0.0,,328.6666666666667
2025-03-28 10:00:00+00:00,6492.0,,6.8,,16.933333333333334,,51.8,,0.94,,7.0,,18.6,,58.1,,1.16,,6.6,,15.3,,45.8,,0.73,,0.0,,481.26666666666665
2025-03-28 11:00:00+00:00,6493.0,,7.366666666666667,,18.0,,49.96666666666667,,1.0333333333333334,,7.8,,18.6,,50.3,,1.08,,6.9,,17.5,,49.5,,1.0,,0.0,,604.2333333333333
2025-03-28 12:00:00+00:00,6494.0,,8.1,,18.166666666666668,,52.13333333333333,,0.9966666666666668,,9.9,,18.7,,56.7,,1.1,,6.7,,17.6,,47.3,,0.93,,0.0,,391.5333333333333
2025-03-28 13:00:00+00:00,6495.0,,8.5,,16.5,,59.5,,0.7599999999999999,,8.9,,17.1,,62.1,,0.83,,8.1,,16.2,,57.3,,0.7,,0.0,,248.7
2025-03-28 14:00:00+00:00,6496.0,,7.933333333333334,,15.533333333333331,,60.86666666666667,,0.6966666666666667,,8.8,,17.1,,65.0,,0.81,,7.4,,13.9,,58.5,,0.56,,0.0,,230.73333333333332
2025-03-28 15:00:00+00:00,6497.0,,8.4,,13.666666666666666,,70.66666666666667,,0.4566666666666667,,8.7,,14.2,,73.2,,0.49,,8.2,,13.0,,69.3,,0.4,,0.0,,111.96666666666664
2025-03-28 16:00:00+00:00,6498.0,,8.1,,12.066666666666668,,77.10000000000001,,0.3266666666666666,,8.3,,12.9,,82.7,,0.42,,7.9,,11.2,,72.0,,0.23,,0.0,,42.7
2025-03-28 17:00:00+00:00,6499.0,,8.766666666666667,,10.633333333333333,,88.33333333333333,,0.1466666666666666,,8.9,,11.0,,90.9,,0.19,,8.6,,10.3,,85.2,,0.11,,0.0,,6.699999999999999
2025-03-28 18:00:00+00:00,6500.0,,8.966666666666667,,10.266666666666667,,91.76666666666668,,0.1033333333333333,,9.0,,10.3,,92.5,,0.11,,8.9,,10.2,,91.2,,0.09,,0.0,,0.0
2025-03-28 19:00:00+00:00,6501.0,,9.133333333333333,,9.766666666666667,,95.83333333333331,,0.05,,9.2,,9.9,,97.3,,0.07,,9.1,,9.6,,94.6,,0.03,,0.0,,0.0
2025-03-28 20:00:00+00:00,6502.0,,9.2,,9.4,,98.7,,0.0166666666666666,,9.3,,9.6,,99.5,,0.03,,9.1,,9.2,,97.8,,0.01,,0.0,,0.0
2025-03-28 21:00:00+00:00,6503.0,,8.966666666666667,,8.966666666666667,,100.0,,0.0,,9.0,,9.0,,100.0,,0.0,,8.9,,8.9,,100.0,,0.0,,0.0,,0.0
2025-03-28 22:00:00+00:00,6504.0,,8.833333333333334,,8.833333333333334,,100.0,,0.0,,8.9,,8.9,,100.0,,0.0,,8.8,,8.8,,100.0,,0.0,,0.0,,0.0
2025-03-28 23:00:00+00:00,6505.0,,8.700000000000001,,8.700000000000001,,100.0,,0.0,,8.8,,8.8,,100.0,,0.0,,8.6,,8.6,,100.0,,0.0,,0.0,,0.0
