,receivedAt,protocolVersion_mean,deviceId_mean,photosyntheticallyActiveRadiation_mean,protocolVersion_max,deviceId_max,photosyntheticallyActiveRadiation_max,protocolVersion_min,deviceId_min,photosyntheticallyActiveRadiation_min,DLI_mol m-2 d-1
189,2025-01-05 00:00:00+00:00,2.0,21456.0,26.43472222222222,2.0,21456.0,32.541666666666664,2.0,21456.0,19.912499999999998,2.28396
190,2025-01-06 00:00:00+00:00,2.0,21456.0,20.42222222222222,2.0,21456.0,29.945833333333336,2.0,21456.0,12.625,1.76448
191,2025-01-07 00:00:00+00:00,2.0,21456.0,37.79027777777778,2.0,21456.0,54.24166666666667,2.0,21456.0,25.708333333333332,3.26508
192,2025-01-08 00:00:00+00:00,2.0,21456.0,92.46527777777779,2.0,21456.0,140.45416666666668,2.0,21456.0,50.354166666666664,7.989000000000001
193,2025-01-09 00:00:00+00:00,2.0,21456.0,28.329166666666666,2.0,21456.0,37.72083333333333,2.0,21456.0,19.6875,2.44764
194,2025-01-10 00:00:00+00:00,2.0,21456.0,79.65277777777779,2.0,21456.0,116.92083333333333,2.0,21456.0,52.1875,6.882
195,2025-01-11 00:00:00+00:00,2.0,21456.0,141.74027777777778,2.0,21456.0,183.75,2.0,21456.0,104.675,12.24636
196,2025-01-12 00:00:00+00:00,2.0,21456.0,183.9652777777778,2.0,21456.0,269.84583333333336,2.0,21456.0,85.40416666666668,15.894600000000002
197,2025-01-13 00:00:00+00:00,2.0,21456.0,189.83055555555552,2.0,21456.0,269.5458333333333,2.0,21456.0,104.25416666666666,16.401359999999997
198,2025-01-14 00:00:00+00:00,2.0,21456.0,194.71875,2.0,21456.0,260.12083333333334,2.0,21456.0,132.48333333333332,16.8237
199,2025-01-15 00:00:00+00:00,2.0,21456.0,214.05555555555554,2.0,21456.0,268.97083333333336,2.0,21456.0,158.5,18.4944
200,2025-01-16 00:00:00+00:00,2.0,21456.0,196.31944444444446,2.0,21456.0,245.17083333333335,2.0,21456.0,157.24583333333334,16.962
201,2025-01-17 00:00:00+00:00,2.0,21456.0,227.65833333333333,2.0,21456.0,263.81666666666666,2.0,21456.0,179.55833333333337,19.66968
202,2025-01-18 00:00:00+00:00,2.0,21456.0,240.225,2.0,21456.0,277.4458333333333,2.0,21456.0,188.13750000000002,20.75544
203,2025-01-19 00:00:00+00:00,2.0,21456.0,24.325,2.0,21456.0,32.079166666666666,2.0,21456.0,15.604166666666666,2.10168
204,2025-01-20 00:00:00+00:00,2.0,21456.0,43.550000000000004,2.0,21456.0,56.37916666666666,2.0,21456.0,32.38333333333333,3.76272
205,2025-01-21 00:00:00+00:00,2.0,21456.0,166.1013888888889,2.0,21456.0,234.71666666666667,2.0,21456.0,102.26666666666667,14.35116
206,2025-01-22 00:00:00+00:00,2.0,21456.0,57.5,2.0,21456.0,75.72083333333333,2.0,21456.0,41.35,4.968
