,receivedAt,dewpoint_mean,temperature_mean,humidity_mean,vaporPressureDeficit_mean,dewpoint_max,temperature_max,humidity_max,vaporPressureDeficit_max,dewpoint_min,temperature_min,humidity_min,vaporPressureDeficit_min
32,2024-08-01 00:00:00+00:00,22.091666666666665,23.584722222222222,92.81666666666666,0.3236111111111111,30.4,35.4,100.0,3.05,18.1,18.1,46.9,0.0
33,2024-08-02 00:00:00+00:00,21.395833333333332,22.049999999999997,96.29722222222222,0.12791666666666668,27.9,30.3,100.0,0.58,16.9,16.9,85.7,0.0
34,2024-08-03 00:00:00+00:00,21.575000000000003,22.477777777777778,94.89166666666667,0.16569444444444445,27.7,29.4,100.0,0.57,16.5,16.5,86.0,0.0
35,2024-08-04 00:00:00+00:00,21.915277777777778,23.066666666666666,93.82499999999999,0.21444444444444444,27.2,30.9,100.0,2.02,17.3,17.8,54.8,0.0
36,2024-08-05 00:00:00+00:00,22.654929577464788,24.808450704225354,88.91549295774648,0.46422535211267607,29.8,36.5,100.0,2.68,18.9,19.1,53.6,0.0
37,2024-08-06 00:00:00+00:00,22.26111111111111,25.90277777777778,82.63611111111112,0.8343055555555555,28.2,38.9,100.0,3.66,18.5,18.5,45.6,0.0
38,2024-08-07 00:00:00+00:00,19.87042253521127,22.187323943661973,88.86478873239436,0.49,27.6,35.5,100.0,2.68,16.5,16.5,52.7,0.0
39,2024-08-08 00:00:00+00:00,20.793055555555554,24.327777777777776,83.29861111111111,0.7658333333333334,29.3,35.9,100.0,2.85,15.6,15.6,50.1,0.0
40,2024-08-09 00:00:00+00:00,22.230555555555554,25.881944444444443,83.4625,0.9034722222222222,28.7,38.7,100.0,3.75,16.2,16.2,45.5,0.0
41,2024-08-10 00:00:00+00:00,23.185915492957747,27.02957746478873,82.3225352112676,0.9725352112676056,29.3,38.4,100.0,3.21,17.7,17.7,52.3,0.0
42,2024-08-11 00:00:00+00:00,24.108571428571427,26.362857142857145,88.39,0.526,30.9,34.6,100.0,1.86,18.3,18.3,64.0,0.0
43,2024-08-12 00:00:00+00:00,23.609859154929577,26.095774647887325,87.3718309859155,0.573943661971831,31.0,39.0,100.0,2.99,18.5,18.5,57.2,0.0
44,2024-08-13 00:00:00+00:00,22.572222222222223,24.884722222222223,88.26388888888889,0.5236111111111111,31.5,35.4,100.0,1.84,17.7,17.7,60.1,0.0
45,2024-08-14 00:00:00+00:00,20.334722222222222,21.020833333333332,96.20833333333333,0.12875,27.0,33.3,100.0,1.56,16.8,16.8,69.5,0.0
46,2024-08-15 00:00:00+00:00,21.133333333333333,22.529166666666665,92.52638888888889,0.28194444444444444,27.8,32.2,100.0,1.47,15.6,15.6,65.7,0.0
47,2024-08-16 00:00:00+00:00,22.44027777777778,23.623611111111114,93.6888888888889,0.25805555555555554,29.1,32.4,100.0,1.52,17.0,17.0,68.5,0.0
48,2024-08-17 00:00:00+00:00,22.044444444444444,23.44027777777778,92.44166666666666,0.2959722222222222,29.5,33.4,100.0,1.11,16.5,16.5,76.7,0.0
49,2024-08-18 00:00:00+00:00,19.851388888888888,20.922222222222224,94.30694444444445,0.20805555555555555,27.7,32.4,100.0,1.49,16.3,16.3,65.9,0.0
50,2024-08-19 00:00:00+00:00,19.180555555555557,19.884722222222223,96.0875,0.11625000000000002,22.3,26.3,100.0,0.86,16.9,16.9,74.9,0.0
51,2024-08-20 00:00:00+00:00,20.619444444444444,22.469444444444445,90.32083333333334,0.35833333333333334,25.9,32.5,100.0,1.93,17.2,17.2,60.6,0.0
52,2024-08-21 00:00:00+00:00,21.916666666666668,24.28611111111111,87.38749999999999,0.46708333333333335,29.5,32.9,100.0,1.61,17.3,17.3,63.4,0.0
53,2024-08-22 00:00:00+00:00,21.554166666666667,24.047222222222224,86.84444444444445,0.4855555555555556,28.1,33.2,100.0,1.99,18.0,18.1,59.8,0.0
54,2024-08-23 00:00:00+00:00,22.193055555555556,24.633333333333333,87.52916666666667,0.5344444444444444,28.7,35.1,100.0,2.04,16.2,16.2,61.1,0.0
55,2024-08-24 00:00:00+00:00,21.938888888888886,25.398611111111112,83.39861111111111,0.8004166666666667,28.2,37.3,100.0,3.08,17.0,17.0,50.1,0.0
56,2024-08-25 00:00:00+00:00,21.658333333333335,24.38611111111111,85.86111111111111,0.5684722222222223,29.3,35.8,100.0,2.5,16.0,16.0,57.4,0.0
57,2024-08-26 00:00:00+00:00,19.873972602739727,22.257534246575343,87.83972602739726,0.4447945205479452,26.6,33.5,100.0,2.41,16.6,16.7,53.5,0.0
58,2024-08-27 00:00:00+00:00,19.869444444444444,21.3375,92.225,0.29,27.0,35.1,100.0,2.3,14.9,14.9,59.4,0.0
59,2024-08-28 00:00:00+00:00,19.165277777777778,20.5,92.86527777777778,0.2515277777777778,27.1,30.6,100.0,1.41,15.1,15.1,65.5,0.0
60,2024-08-29 00:00:00+00:00,20.040277777777778,23.158333333333335,85.36666666666666,0.6902777777777778,28.1,36.5,100.0,3.0,13.6,13.6,48.7,0.0
61,2024-08-30 00:00:00+00:00,21.545833333333334,23.794444444444444,88.49583333333334,0.48569444444444443,29.9,34.7,100.0,2.27,14.7,14.7,56.4,0.0
62,2024-08-31 00:00:00+00:00,21.87777777777778,24.17361111111111,88.18194444444445,0.46375,29.9,33.8,100.0,2.1,18.3,18.3,60.0,0.0
63,2024-09-01 00:00:00+00:00,20.353521126760562,22.035211267605632,91.04647887323944,0.313943661971831,28.9,32.1,100.0,1.47,15.3,15.3,64.3,0.0
64,2024-09-02 00:00:00+00:00,18.96388888888889,20.869444444444444,89.84444444444445,0.35041666666666665,28.7,34.3,100.0,2.33,13.4,13.4,57.0,0.0
65,2024-09-03 00:00:00+00:00,18.5625,20.148611111111112,91.60416666666667,0.29,25.0,30.6,100.0,1.35,13.1,13.1,65.8,0.0
66,2024-09-04 00:00:00+00:00,18.398591549295773,18.604225352112678,98.83661971830985,0.03788732394366197,27.0,29.2,100.0,0.48,13.2,13.2,88.1,0.0
67,2024-09-05 00:00:00+00:00,17.370833333333334,17.6875,98.14583333333333,0.04611111111111111,20.2,23.1,100.0,0.47,15.8,15.8,83.5,0.0
68,2024-09-06 00:00:00+00:00,18.791666666666668,21.6875,85.73333333333333,0.5623611111111111,25.0,34.1,100.0,2.4,15.9,15.9,54.1,0.0
69,2024-09-07 00:00:00+00:00,18.581944444444446,22.455555555555556,82.35972222222222,0.8276388888888889,24.5,36.2,100.0,3.04,13.0,13.0,47.4,0.0
70,2024-09-08 00:00:00+00:00,17.90972222222222,18.583333333333332,96.27638888888889,0.1086111111111111,22.1,27.5,100.0,1.01,14.4,14.4,72.5,0.0
71,2024-09-09 00:00:00+00:00,16.649295774647886,20.766197183098594,81.37464788732395,0.7269014084507042,20.6,33.1,100.0,2.8,11.6,11.6,42.3,0.0
72,2024-09-10 00:00:00+00:00,15.35820895522388,20.39701492537313,77.80597014925372,0.9325373134328357,20.6,33.8,100.0,3.09,9.8,9.8,41.3,0.0
73,2024-09-11 00:00:00+00:00,17.009722222222223,19.75277777777778,86.67916666666666,0.48666666666666664,22.3,32.5,100.0,2.22,13.0,13.0,54.6,0.0
74,2024-09-12 00:00:00+00:00,11.51,11.541428571428572,99.79428571428572,0.002285714285714286,15.4,15.4,100.0,0.04,8.1,8.5,96.1,0.0
75,2024-09-13 00:00:00+00:00,6.983333333333333,14.043055555555556,65.32638888888889,0.6370833333333333,12.7,23.4,100.0,1.55,2.2,8.4,40.0,0.0
