,receivedAt,dewpoint_mean,temperature_mean,humidity_mean,vaporPressureDeficit_mean,dewpoint_max,temperature_max,humidity_max,vaporPressureDeficit_max,dewpoint_min,temperature_min,humidity_min,vaporPressureDeficit_min,t_above_threshold,temperature_daytime_mean,temperature_nighttime_mean
40,2025-05-13 00:00:00+00:00,13.402083333333332,16.839583333333334,83.24861111111112,0.5,13.820833333333333,17.666666666666668,85.35833333333333,0.6216666666666667,12.958333333333334,16.1375,80.62916666666666,0.40124999999999994,0,20.065476190476193,12.323333333333334
41,2025-05-14 00:00:00+00:00,12.530555555555557,19.018055555555556,72.00694444444444,1.0255555555555556,13.379166666666665,20.4,74.925,1.24125,11.679166666666667,17.720833333333335,69.00833333333334,0.8125,0,25.145238095238096,10.440000000000001
42,2025-05-15 00:00:00+00:00,12.599652777777777,19.853472222222223,69.50659722222223,1.208263888888889,13.35,21.070833333333333,72.26666666666667,1.4054166666666665,11.912500000000001,18.529166666666665,66.95833333333333,0.9845833333333333,0,26.46309523809524,10.6
43,2025-05-16 00:00:00+00:00,8.79861111111111,16.509722222222223,66.81527777777778,0.9526388888888889,9.745833333333334,18.0125,70.02083333333333,1.1583333333333334,7.9624999999999995,15.174999999999999,63.6,0.7679166666666667,0,21.761904761904763,9.156666666666666
44,2025-05-17 00:00:00+00:00,8.041666666666666,16.956944444444446,62.58472222222222,1.1433333333333333,8.654166666666667,18.195833333333333,65.16250000000001,1.3375000000000001,7.4125000000000005,15.825000000000001,59.833333333333336,0.9775,0,23.542857142857144,7.736666666666667
45,2025-05-18 00:00:00+00:00,10.844444444444443,18.940277777777776,65.00277777777778,1.2133333333333334,11.5,20.079166666666666,67.1875,1.3866666666666667,10.216666666666667,17.974999999999998,62.666666666666664,1.0808333333333333,0,25.773809523809526,9.373333333333333
46,2025-05-19 00:00:00+00:00,13.027777777777779,20.245833333333334,69.40972222222221,1.2018055555555556,13.825000000000001,21.1125,72.02499999999999,1.3216666666666665,12.366666666666667,19.445833333333333,66.7375,1.09,0,26.75952380952381,11.126666666666667
47,2025-05-20 00:00:00+00:00,14.172222222222222,16.020833333333332,89.63472222222224,0.23722222222222222,14.458333333333334,16.579166666666666,91.32916666666667,0.29250000000000004,13.891666666666666,15.470833333333333,87.80833333333334,0.18375,0,18.223809523809525,12.936666666666667
48,2025-05-21 00:00:00+00:00,14.446527777777776,16.693749999999998,87.94444444444444,0.3165277777777778,14.933333333333332,17.5625,90.74583333333334,0.4166666666666667,13.916666666666666,15.833333333333334,84.95,0.22708333333333333,0,19.821428571428573,12.315
49,2025-05-22 00:00:00+00:00,12.16388888888889,13.109722222222222,94.35972222222222,0.09847222222222222,12.4125,13.566666666666668,95.50416666666666,0.13,11.933333333333332,12.708333333333334,92.99166666666667,0.07333333333333333,0,14.0,11.863333333333333
50,2025-05-23 00:00:00+00:00,11.872222222222222,16.80138888888889,77.01805555555556,0.7069444444444445,12.391666666666666,17.85833333333333,79.41250000000001,0.8520833333333333,11.329166666666666,15.691666666666668,74.57083333333334,0.5625,0,21.71190476190476,9.926666666666666
51,2025-05-24 00:00:00+00:00,11.647222222222224,16.970833333333335,76.19722222222222,0.7831944444444444,12.4625,18.337500000000002,79.2625,0.9587500000000001,10.895833333333334,15.483333333333334,73.19166666666666,0.5879166666666666,0,22.197619047619046,9.653333333333332
52,2025-05-25 00:00:00+00:00,11.7125,17.01736111111111,75.6451388888889,0.7413888888888889,12.1875,17.741666666666667,77.6375,0.82875,11.275,16.316666666666666,73.55416666666666,0.6591666666666667,0,22.35833333333333,9.540000000000001
53,2025-05-26 00:00:00+00:00,14.551388888888889,21.02013888888889,71.85416666666667,1.1910416666666668,15.104166666666666,21.766666666666666,74.13333333333334,1.3070833333333334,14.033333333333333,20.254166666666666,69.40833333333333,1.0745833333333332,0,27.502380952380953,11.945
54,2025-05-27 00:00:00+00:00,13.780555555555557,16.245833333333334,87.12222222222222,0.3481944444444445,14.133333333333333,17.020833333333332,89.20833333333333,0.435,13.4,15.516666666666666,84.9,0.26916666666666667,0,19.109523809523807,12.236666666666668
55,2025-05-28 00:00:00+00:00,14.887500000000001,19.63888888888889,79.01666666666667,0.8286111111111111,15.495833333333332,20.55,81.01666666666667,0.9666666666666667,14.316666666666668,18.720833333333335,76.8,0.7104166666666667,0,25.14047619047619,11.936666666666666
56,2025-05-29 00:00:00+00:00,13.144444444444446,21.8125,66.20972222222223,1.5320833333333335,13.858333333333334,22.8,68.44166666666666,1.715,12.450000000000001,20.849999999999998,63.375,1.3666666666666665,0,29.28333333333333,11.353333333333333
57,2025-05-30 00:00:00+00:00,15.4375,22.375,70.6375,1.3709722222222223,16.066666666666666,23.287499999999998,73.2125,1.53125,14.762500000000001,21.308333333333334,68.10000000000001,1.18875,0,29.811904761904763,11.963333333333335
58,2025-05-31 00:00:00+00:00,18.193055555555556,24.704166666666666,72.06805555555556,1.486111111111111,18.833333333333332,25.55,74.10833333333333,1.6229166666666668,17.525000000000002,23.825,69.9375,1.34375,0,32.08809523809524,14.366666666666665
59,2025-06-01 00:00:00+00:00,19.15,24.08888888888889,77.00138888888888,1.0390277777777779,19.908333333333335,25.258333333333336,79.85833333333333,1.2541666666666667,18.466666666666665,22.958333333333332,74.17083333333333,0.8420833333333334,0,29.65952380952381,16.29
60,2025-06-02 00:00:00+00:00,18.433333333333334,23.48611111111111,75.35555555555555,0.9083333333333333,18.941666666666666,24.5,78.3125,1.0987500000000001,17.945833333333333,22.445833333333336,72.11666666666666,0.7241666666666666,0,27.17142857142857,18.326666666666664
61,2025-06-03 00:00:00+00:00,18.2625,24.623611111111114,71.54166666666667,1.2568055555555555,18.825,25.829166666666666,74.75833333333334,1.5045833333333334,17.775000000000002,23.400000000000002,68.37916666666666,1.0083333333333333,0,29.547619047619047,17.73
62,2025-06-04 00:00:00+00:00,18.05138888888889,21.849999999999998,80.95694444444445,0.6740277777777778,18.591666666666665,22.804166666666664,83.12083333333334,0.8204166666666667,17.575,21.004166666666666,78.50416666666666,0.5533333333333333,0,25.488095238095237,16.756666666666668
63,2025-06-05 00:00:00+00:00,17.422222222222224,20.04259259259259,86.95925925925926,0.46888888888888886,17.700000000000003,20.733333333333334,89.61111111111111,0.5677777777777777,17.08888888888889,19.144444444444446,84.86666666666666,0.3522222222222222,0,26.627777777777776,16.75
