,receivedAt,dewpoint_mean,temperature_mean,humidity_mean,vaporPressureDeficit_mean
680,2025-05-01 18:00:00+00:00,14.366666666666667,18.566666666666666,76.73333333333333,0.5
681,2025-05-01 19:00:00+00:00,13.6,17.166666666666668,79.60000000000001,0.39999999999999997
682,2025-05-01 20:00:00+00:00,13.200000000000001,16.566666666666666,80.60000000000001,0.3666666666666667
683,2025-05-01 21:00:00+00:00,12.799999999999999,15.200000000000001,85.76666666666667,0.25
684,2025-05-01 22:00:00+00:00,12.4,14.0,90.03333333333335,0.16
685,2025-05-01 23:00:00+00:00,11.933333333333332,13.033333333333333,93.2,0.10333333333333333
686,2025-05-02 00:00:00+00:00,11.266666666666666,11.9,96.0,0.05666666666666667
687,2025-05-02 01:00:00+00:00,10.700000000000001,11.033333333333333,97.89999999999999,0.02666666666666667
688,2025-05-02 02:00:00+00:00,10.133333333333333,10.333333333333334,98.66666666666667,0.016666666666666666
689,2025-05-02 03:00:00+00:00,9.966666666666667,10.066666666666668,99.2,0.01
690,2025-05-02 04:00:00+00:00,9.9,10.0,99.43333333333334,0.01
691,2025-05-02 05:00:00+00:00,11.9,12.633333333333333,95.46666666666665,0.07333333333333333
692,2025-05-02 06:00:00+00:00,14.966666666666667,19.633333333333333,75.13333333333333,0.6066666666666666
693,2025-05-02 07:00:00+00:00,17.033333333333335,26.333333333333332,56.800000000000004,1.49
694,2025-05-02 08:00:00+00:00,18.03333333333333,29.766666666666666,49.300000000000004,2.126666666666667
695,2025-05-02 09:00:00+00:00,18.133333333333336,31.233333333333334,45.666666666666664,2.473333333333333
696,2025-05-02 10:00:00+00:00,18.0,31.833333333333332,43.63333333333333,2.6566666666666667
697,2025-05-02 11:00:00+00:00,19.099999999999998,33.53333333333333,42.5,2.983333333333333
698,2025-05-02 12:00:00+00:00,19.5,35.5,38.96666666666667,3.533333333333333
699,2025-05-02 13:00:00+00:00,19.933333333333334,38.166666666666664,34.56666666666667,4.376666666666666
700,2025-05-02 14:00:00+00:00,20.400000000000002,38.333333333333336,35.26666666666667,4.37
701,2025-05-02 15:00:00+00:00,18.733333333333334,36.199999999999996,35.733333333333334,3.8633333333333333
702,2025-05-02 16:00:00+00:00,16.366666666666667,30.733333333333334,42.03333333333333,2.6033333333333335
703,2025-05-02 17:00:00+00:00,12.866666666666667,23.333333333333332,52.13333333333333,1.383333333333333
704,2025-05-02 18:00:00+00:00,12.1,20.099999999999998,60.166666666666664,0.9366666666666666
705,2025-05-02 19:00:00+00:00,11.633333333333335,17.266666666666666,69.86666666666666,0.6033333333333334
706,2025-05-02 20:00:00+00:00,11.766666666666666,15.5,78.43333333333334,0.38000000000000006
707,2025-05-02 21:00:00+00:00,12.0,14.6,84.5,0.25666666666666665
708,2025-05-02 22:00:00+00:00,11.799999999999999,13.299999999999999,90.56666666666666,0.14666666666666667
709,2025-05-02 23:00:00+00:00,11.566666666666668,13.0,91.03333333333335,0.13333333333333333
710,2025-05-03 00:00:00+00:00,11.066666666666668,11.9,94.76666666666667,0.07333333333333333
711,2025-05-03 01:00:00+00:00,10.666666666666666,11.433333333333332,95.03333333333335,0.06666666666666667
712,2025-05-03 02:00:00+00:00,10.166666666666666,10.6,97.26666666666667,0.03666666666666667
713,2025-05-03 03:00:00+00:00,9.833333333333334,10.133333333333333,98.10000000000001,0.023333333333333334
714,2025-05-03 04:00:00+00:00,10.466666666666667,10.6,99.0,0.01
715,2025-05-03 05:00:00+00:00,11.9,12.1,98.7,0.02
716,2025-05-03 06:00:00+00:00,14.666666666666666,15.366666666666667,95.66666666666667,0.07666666666666666
717,2025-05-03 07:00:00+00:00,18.1,20.633333333333333,85.53333333333335,0.35333333333333333
718,2025-05-03 08:00:00+00:00,18.8,23.03333333333333,77.43333333333334,0.6566666666666666
719,2025-05-03 09:00:00+00:00,16.533333333333335,25.833333333333332,56.63333333333333,1.4433333333333334
720,2025-05-03 10:00:00+00:00,16.466666666666665,26.266666666666666,55.166666666666664,1.5466666666666666
721,2025-05-03 11:00:00+00:00,18.03333333333333,27.400000000000002,56.699999999999996,1.5899999999999999
722,2025-05-03 12:00:00+00:00,17.866666666666667,29.933333333333334,48.4,2.1966666666666668
723,2025-05-03 13:00:00+00:00,19.533333333333335,31.099999999999998,50.166666666666664,2.2533333333333334
724,2025-05-03 14:00:00+00:00,18.666666666666668,28.53333333333333,55.333333333333336,1.7566666666666666
725,2025-05-03 15:00:00+00:00,17.099999999999998,25.0,61.633333333333326,1.22
726,2025-05-03 16:00:00+00:00,17.46666666666667,23.233333333333334,70.33333333333333,0.85
727,2025-05-03 17:00:00+00:00,15.200000000000001,20.5,71.73333333333333,0.6833333333333332
728,2025-05-03 18:00:00+00:00,13.200000000000001,18.3,72.39999999999999,0.5833333333333334
729,2025-05-03 19:00:00+00:00,12.733333333333334,16.666666666666668,77.89999999999999,0.42
730,2025-05-03 20:00:00+00:00,11.966666666666667,15.966666666666667,77.33333333333333,0.41
731,2025-05-03 21:00:00+00:00,11.1,13.9,83.39999999999999,0.26666666666666666
732,2025-05-03 22:00:00+00:00,10.466666666666667,12.0,90.56666666666666,0.13333333333333333
733,2025-05-03 23:00:00+00:00,10.133333333333333,11.133333333333333,93.83333333333333,0.08
734,2025-05-04 00:00:00+00:00,9.700000000000001,10.4,95.60000000000001,0.05333333333333334
735,2025-05-04 01:00:00+00:00,9.5,10.033333333333333,96.43333333333332,0.04666666666666667
736,2025-05-04 02:00:00+00:00,8.966666666666667,9.333333333333334,97.5,0.02666666666666667
737,2025-05-04 03:00:00+00:00,8.533333333333333,8.766666666666667,98.23333333333333,0.023333333333333334
738,2025-05-04 04:00:00+00:00,8.6,8.866666666666667,98.26666666666667,0.02
739,2025-05-04 05:00:00+00:00,10.533333333333333,11.766666666666666,92.53333333333335,0.10999999999999999
740,2025-05-04 06:00:00+00:00,13.4,18.366666666666667,73.26666666666667,0.5966666666666667
741,2025-05-04 07:00:00+00:00,14.9,24.900000000000002,53.93333333333334,1.4533333333333334
742,2025-05-04 08:00:00+00:00,15.233333333333334,27.166666666666668,48.13333333333333,1.8666666666666665
743,2025-05-04 09:00:00+00:00,15.566666666666668,26.599999999999998,50.96666666666667,1.7266666666666666
744,2025-05-04 10:00:00+00:00,16.8,30.133333333333336,44.73333333333333,2.3633333333333333
745,2025-05-04 11:00:00+00:00,19.099999999999998,32.300000000000004,45.63333333333333,2.64
746,2025-05-04 12:00:00+00:00,16.733333333333334,27.900000000000002,51.03333333333333,1.9133333333333333
747,2025-05-04 13:00:00+00:00,15.9,24.833333333333332,57.699999999999996,1.33
748,2025-05-04 14:00:00+00:00,13.866666666666667,21.5,61.96666666666667,0.9766666666666667
749,2025-05-04 15:00:00+00:00,13.633333333333333,20.7,64.06666666666666,0.8766666666666666
750,2025-05-04 16:00:00+00:00,14.666666666666666,20.166666666666668,70.93333333333332,0.69
751,2025-05-04 17:00:00+00:00,14.166666666666666,18.533333333333335,75.86666666666666,0.5166666666666667
752,2025-05-04 18:00:00+00:00,13.566666666666668,17.099999999999998,79.86666666666667,0.38999999999999996
753,2025-05-04 19:00:00+00:00,13.333333333333334,16.5,81.66666666666667,0.3466666666666667
754,2025-05-04 20:00:00+00:00,13.633333333333333,15.966666666666667,86.03333333333335,0.25666666666666665
755,2025-05-04 21:00:00+00:00,13.833333333333334,15.200000000000001,91.73333333333333,0.14333333333333334
756,2025-05-04 22:00:00+00:00,13.633333333333333,14.833333333333334,92.66666666666667,0.12333333333333334
757,2025-05-04 23:00:00+00:00,13.766666666666666,14.466666666666667,95.5,0.07333333333333335
758,2025-05-05 00:00:00+00:00,13.666666666666666,14.166666666666666,96.89999999999999,0.05333333333333334
759,2025-05-05 01:00:00+00:00,13.6,14.066666666666668,97.0,0.049999999999999996
760,2025-05-05 02:00:00+00:00,13.566666666666668,14.0,97.13333333333333,0.043333333333333335
761,2025-05-05 03:00:00+00:00,13.566666666666668,13.9,97.8,0.03333333333333333
762,2025-05-05 04:00:00+00:00,13.566666666666668,13.833333333333334,98.36666666666667,0.02666666666666667
763,2025-05-05 05:00:00+00:00,13.699999999999998,14.0,98.0,0.03333333333333333
764,2025-05-05 06:00:00+00:00,13.933333333333332,14.5,96.46666666666665,0.06
765,2025-05-05 07:00:00+00:00,15.566666666666668,19.866666666666667,77.23333333333333,0.5866666666666667
766,2025-05-05 08:00:00+00:00,16.066666666666666,23.2,64.96666666666665,1.06
767,2025-05-05 09:00:00+00:00,16.666666666666668,24.099999999999998,63.666666666666664,1.13
768,2025-05-05 10:00:00+00:00,16.8,24.066666666666666,64.23333333333333,1.1266666666666667
769,2025-05-05 11:00:00+00:00,15.333333333333334,19.8,75.7,0.5733333333333334
770,2025-05-05 12:00:00+00:00,14.633333333333333,17.8,81.93333333333334,0.36999999999999994
771,2025-05-05 13:00:00+00:00,10.833333333333334,13.866666666666667,81.96666666666667,0.2866666666666667
772,2025-05-05 14:00:00+00:00,13.166666666666666,19.666666666666668,66.36666666666667,0.7799999999999999
773,2025-05-05 15:00:00+00:00,12.0,15.4,80.46666666666667,0.3466666666666667
774,2025-05-05 16:00:00+00:00,11.966666666666667,15.233333333333334,81.0,0.33
775,2025-05-05 17:00:00+00:00,10.95,12.55,90.05000000000001,0.14500000000000002
776,2025-05-05 18:00:00+00:00,11.0,11.633333333333333,95.73333333333333,0.05666666666666667
777,2025-05-05 19:00:00+00:00,10.933333333333332,11.366666666666667,97.0,0.043333333333333335
778,2025-05-05 20:00:00+00:00,10.833333333333334,11.199999999999998,97.60000000000001,0.03333333333333333
779,2025-05-05 21:00:00+00:00,10.800000000000002,11.066666666666668,98.10000000000001,0.02666666666666667
780,2025-05-05 22:00:00+00:00,10.733333333333334,11.0,98.33333333333333,0.02
781,2025-05-05 23:00:00+00:00,10.766666666666666,10.966666666666667,98.83333333333333,0.013333333333333334
782,2025-05-06 00:00:00+00:00,10.633333333333333,10.766666666666666,99.13333333333333,0.01
783,2025-05-06 01:00:00+00:00,10.566666666666666,10.666666666666666,99.46666666666665,0.01
784,2025-05-06 02:00:00+00:00,10.533333333333333,10.566666666666666,99.66666666666667,0.0033333333333333335
785,2025-05-06 03:00:00+00:00,10.4,10.533333333333333,99.23333333333333,0.01
786,2025-05-06 04:00:00+00:00,10.766666666666666,10.866666666666667,99.39999999999999,0.01
787,2025-05-06 05:00:00+00:00,11.200000000000001,12.233333333333334,93.46666666666665,0.09333333333333334
788,2025-05-06 06:00:00+00:00,12.166666666666666,14.1,88.36666666666667,0.18666666666666668
789,2025-05-06 07:00:00+00:00,13.233333333333334,16.400000000000002,81.66666666666667,0.3433333333333333
790,2025-05-06 08:00:00+00:00,13.066666666666668,16.866666666666664,78.43333333333334,0.4166666666666667
791,2025-05-06 09:00:00+00:00,12.833333333333334,16.866666666666664,77.26666666666667,0.4366666666666667
792,2025-05-06 10:00:00+00:00,14.033333333333331,18.866666666666667,73.76666666666667,0.57
793,2025-05-06 11:00:00+00:00,14.133333333333333,18.633333333333333,75.2,0.5366666666666666
794,2025-05-06 12:00:00+00:00,14.0,18.866666666666664,73.60000000000001,0.5766666666666667
795,2025-05-06 13:00:00+00:00,14.333333333333334,20.533333333333335,67.83333333333333,0.7966666666666667
796,2025-05-06 14:00:00+00:00,13.266666666666666,18.0,74.03333333333335,0.5433333333333333
797,2025-05-06 15:00:00+00:00,13.133333333333333,16.233333333333334,82.0,0.3333333333333333
798,2025-05-06 16:00:00+00:00,12.700000000000001,14.9,86.66666666666667,0.22333333333333336
799,2025-05-06 17:00:00+00:00,12.066666666666668,13.433333333333332,91.66666666666667,0.13
800,2025-05-06 18:00:00+00:00,11.5,12.1,96.16666666666667,0.05333333333333334
801,2025-05-06 19:00:00+00:00,11.4,11.800000000000002,97.46666666666665,0.03333333333333333
802,2025-05-06 20:00:00+00:00,11.4,11.700000000000001,97.86666666666667,0.03
803,2025-05-06 21:00:00+00:00,11.333333333333334,11.566666666666668,98.60000000000001,0.02
804,2025-05-06 22:00:00+00:00,11.300000000000002,11.5,98.53333333333335,0.02
805,2025-05-06 23:00:00+00:00,11.133333333333333,11.333333333333334,98.83333333333333,0.016666666666666666
806,2025-05-07 00:00:00+00:00,10.9,11.066666666666668,99.03333333333335,0.01
807,2025-05-07 01:00:00+00:00,11.0,11.166666666666666,99.03333333333335,0.01
808,2025-05-07 02:00:00+00:00,11.0,11.1,99.2,0.01
809,2025-05-07 03:00:00+00:00,10.933333333333332,11.133333333333333,98.53333333333335,0.02
810,2025-05-07 04:00:00+00:00,10.966666666666667,11.233333333333334,98.46666666666665,0.02
811,2025-05-07 05:00:00+00:00,11.5,12.433333333333332,94.36666666666667,0.08333333333333333
812,2025-05-07 06:00:00+00:00,12.6,14.6,87.93333333333334,0.19999999999999998
813,2025-05-07 07:00:00+00:00,13.266666666666666,16.900000000000002,79.46666666666665,0.3933333333333333
814,2025-05-07 08:00:00+00:00,12.466666666666667,15.700000000000001,81.3,0.33666666666666667
815,2025-05-07 09:00:00+00:00,13.799999999999999,17.099999999999998,81.10000000000001,0.3666666666666667
816,2025-05-07 10:00:00+00:00,13.133333333333333,15.9,83.89999999999999,0.29333333333333333
817,2025-05-07 11:00:00+00:00,12.75,15.0,86.45,0.235
818,2025-05-07 12:00:00+00:00,13.0,16.133333333333333,81.89999999999999,0.33
819,2025-05-07 13:00:00+00:00,12.4,14.833333333333334,85.3,0.24666666666666667
820,2025-05-07 14:00:00+00:00,13.333333333333334,17.0,79.33333333333333,0.4033333333333333
821,2025-05-07 15:00:00+00:00,12.866666666666667,16.099999999999998,81.23333333333333,0.3433333333333333
822,2025-05-07 16:00:00+00:00,11.766666666666666,14.0,86.66666666666667,0.21666666666666667
823,2025-05-07 17:00:00+00:00,11.266666666666666,13.066666666666668,89.03333333333335,0.16666666666666666
824,2025-05-07 18:00:00+00:00,10.866666666666667,11.533333333333333,95.63333333333333,0.06333333333333334
825,2025-05-07 19:00:00+00:00,10.9,11.266666666666666,97.66666666666667,0.03
826,2025-05-07 20:00:00+00:00,10.700000000000001,11.133333333333333,97.39999999999999,0.03333333333333333
827,2025-05-07 21:00:00+00:00,10.633333333333333,11.0,97.5,0.03333333333333333
828,2025-05-07 22:00:00+00:00,10.066666666666666,10.366666666666667,97.96666666666665,0.023333333333333334
829,2025-05-07 23:00:00+00:00,9.333333333333334,9.766666666666667,97.39999999999999,0.03
830,2025-05-08 00:00:00+00:00,9.333333333333334,9.533333333333333,98.73333333333333,0.016666666666666666
831,2025-05-08 01:00:00+00:00,8.866666666666667,9.1,98.33333333333333,0.02
832,2025-05-08 02:00:00+00:00,8.666666666666666,8.799999999999999,99.23333333333333,0.01
833,2025-05-08 03:00:00+00:00,8.6,8.6,99.86666666666667,0.0
834,2025-05-08 04:00:00+00:00,8.933333333333334,8.933333333333334,100.0,0.0
835,2025-05-08 05:00:00+00:00,9.866666666666667,10.5,95.93333333333332,0.05333333333333334
836,2025-05-08 06:00:00+00:00,10.799999999999999,13.4,84.56666666666666,0.24333333333333332
837,2025-05-08 07:00:00+00:00,11.566666666666668,17.133333333333333,70.0,0.6
838,2025-05-08 08:00:00+00:00,14.633333333333333,26.233333333333334,49.06666666666666,1.76
839,2025-05-08 09:00:00+00:00,14.6,26.933333333333334,46.9,1.8866666666666667
840,2025-05-08 10:00:00+00:00,16.366666666666667,30.366666666666664,42.833333333333336,2.48
841,2025-05-08 11:00:00+00:00,14.9,26.900000000000002,48.0,1.8733333333333333
842,2025-05-08 12:00:00+00:00,13.433333333333332,21.433333333333334,60.46666666666667,1.01
843,2025-05-08 13:00:00+00:00,12.366666666666665,18.96666666666667,65.93333333333334,0.7633333333333333
844,2025-05-08 14:00:00+00:00,11.9,15.533333333333333,79.06666666666666,0.36999999999999994
845,2025-05-08 15:00:00+00:00,11.533333333333333,15.033333333333333,79.93333333333334,0.3466666666666667
846,2025-05-08 16:00:00+00:00,11.533333333333333,13.766666666666666,86.53333333333335,0.21333333333333335
847,2025-05-08 17:00:00+00:00,10.9,13.0,87.13333333333333,0.19333333333333336
848,2025-05-08 18:00:00+00:00,10.633333333333333,12.033333333333333,91.2,0.12333333333333334
849,2025-05-08 19:00:00+00:00,10.233333333333333,11.133333333333333,94.33333333333333,0.07333333333333335
850,2025-05-08 20:00:00+00:00,10.233333333333334,11.0,94.96666666666665,0.06333333333333334
851,2025-05-08 21:00:00+00:00,10.0,10.833333333333334,94.83333333333333,0.06666666666666667
852,2025-05-08 22:00:00+00:00,10.033333333333333,10.633333333333333,96.16666666666667,0.049999999999999996
853,2025-05-08 23:00:00+00:00,9.975,10.45,96.775,0.04
854,2025-05-09 00:00:00+00:00,10.0,10.4,97.16666666666667,0.03666666666666667
855,2025-05-09 01:00:00+00:00,9.666666666666666,9.9,98.66666666666667,0.016666666666666666
856,2025-05-09 02:00:00+00:00,9.799999999999999,10.0,98.76666666666667,0.016666666666666666
857,2025-05-09 03:00:00+00:00,9.700000000000001,9.933333333333334,98.46666666666665,0.02
858,2025-05-09 04:00:00+00:00,10.266666666666667,11.299999999999999,93.43333333333334,0.09000000000000001
859,2025-05-09 05:00:00+00:00,10.566666666666666,12.4,88.83333333333333,0.16333333333333333
860,2025-05-09 06:00:00+00:00,10.700000000000001,12.299999999999999,89.89999999999999,0.1466666666666667
861,2025-05-09 07:00:00+00:00,11.6,14.566666666666668,82.63333333333333,0.29333333333333333
862,2025-05-09 08:00:00+00:00,12.9,18.96666666666667,68.3,0.7000000000000001
863,2025-05-09 09:00:00+00:00,12.6,19.633333333333336,64.0,0.8266666666666667
864,2025-05-09 10:00:00+00:00,13.633333333333333,21.866666666666664,59.699999999999996,1.0866666666666667
865,2025-05-09 11:00:00+00:00,12.233333333333334,20.599999999999998,59.0,0.9966666666666666
866,2025-05-09 12:00:00+00:00,12.866666666666667,19.5,65.63333333333333,0.7799999999999999
867,2025-05-09 13:00:00+00:00,15.75,27.15,51.3,1.9249999999999998
868,2025-05-09 14:00:00+00:00,13.133333333333333,22.833333333333332,55.300000000000004,1.3033333333333332
