,receivedAt,dewpoint_mean,temperature_mean,humidity_mean,vaporPressureDeficit_mean
466,2025-04-22 20:00:00+00:00,10.766666666666666,13.233333333333334,85.16666666666667,0.22666666666666666
467,2025-04-22 21:00:00+00:00,10.299999999999999,12.066666666666668,88.93333333333334,0.15666666666666665
468,2025-04-22 22:00:00+00:00,10.233333333333333,11.333333333333334,93.06666666666666,0.09333333333333334
469,2025-04-22 23:00:00+00:00,10.3,11.100000000000001,94.75,0.07
470,2025-04-23 00:00:00+00:00,9.833333333333334,10.366666666666667,96.46666666666665,0.043333333333333335
471,2025-04-23 01:00:00+00:00,9.333333333333334,9.633333333333333,97.89999999999999,0.023333333333333334
472,2025-04-23 02:00:00+00:00,9.433333333333332,9.633333333333333,98.53333333333335,0.02
473,2025-04-23 03:00:00+00:00,9.166666666666666,9.366666666666667,98.93333333333334,0.01
474,2025-04-23 04:00:00+00:00,9.666666666666666,9.8,99.13333333333333,0.01
475,2025-04-23 05:00:00+00:00,11.1,12.1,93.63333333333333,0.09333333333333334
476,2025-04-23 06:00:00+00:00,12.233333333333334,15.666666666666666,80.39999999999999,0.35333333333333333
477,2025-04-23 07:00:00+00:00,12.4,20.3,60.666666666666664,0.9366666666666666
478,2025-04-23 08:00:00+00:00,11.533333333333333,16.533333333333335,72.63333333333334,0.52
479,2025-04-23 09:00:00+00:00,12.200000000000001,13.866666666666667,89.8,0.16333333333333333
480,2025-04-23 10:00:00+00:00,12.133333333333333,14.5,85.86666666666667,0.23666666666666666
481,2025-04-23 11:00:00+00:00,12.366666666666667,15.200000000000001,83.60000000000001,0.2866666666666667
482,2025-04-23 12:00:00+00:00,13.566666666666668,19.333333333333332,69.43333333333334,0.6866666666666666
483,2025-04-23 13:00:00+00:00,13.333333333333334,18.96666666666667,69.96666666666667,0.66
484,2025-04-23 14:00:00+00:00,13.666666666666666,21.866666666666664,60.43333333333334,1.0799999999999998
485,2025-04-23 15:00:00+00:00,13.666666666666666,21.866666666666664,60.06666666666666,1.0766666666666667
486,2025-04-23 16:00:00+00:00,12.833333333333334,18.866666666666664,68.60000000000001,0.71
487,2025-04-23 17:00:00+00:00,11.766666666666666,14.766666666666666,82.43333333333334,0.3
488,2025-04-23 18:00:00+00:00,11.533333333333333,13.666666666666666,87.03333333333335,0.20333333333333334
489,2025-04-23 19:00:00+00:00,11.166666666666666,12.733333333333334,90.33333333333333,0.14333333333333334
490,2025-04-23 20:00:00+00:00,10.866666666666667,12.233333333333334,91.43333333333334,0.12333333333333334
491,2025-04-23 21:00:00+00:00,10.766666666666666,12.066666666666668,91.83333333333333,0.11666666666666665
492,2025-04-23 22:00:00+00:00,10.799999999999999,11.799999999999999,93.56666666666666,0.09000000000000001
493,2025-04-23 23:00:00+00:00,10.733333333333334,11.4,95.56666666666666,0.06
494,2025-04-24 00:00:00+00:00,10.566666666666666,11.333333333333334,95.16666666666667,0.06333333333333334
495,2025-04-24 01:00:00+00:00,10.4,11.066666666666668,95.66666666666667,0.05666666666666667
496,2025-04-24 02:00:00+00:00,10.4,10.833333333333334,97.16666666666667,0.03666666666666667
497,2025-04-24 03:00:00+00:00,10.466666666666667,10.799999999999999,97.60000000000001,0.03333333333333333
498,2025-04-24 04:00:00+00:00,10.833333333333334,11.333333333333334,96.86666666666667,0.04
499,2025-04-24 05:00:00+00:00,11.6,12.7,93.0,0.105
500,2025-04-24 06:00:00+00:00,11.299999999999999,12.299999999999999,93.60000000000001,0.09000000000000001
501,2025-04-24 07:00:00+00:00,11.733333333333334,14.066666666666668,86.06666666666666,0.22999999999999998
502,2025-04-24 08:00:00+00:00,12.466666666666667,18.0,70.5,0.6266666666666666
503,2025-04-24 09:00:00+00:00,15.9,17.0,93.3,0.13
504,2025-04-24 10:00:00+00:00,14.033333333333333,18.633333333333333,74.83333333333333,0.5433333333333333
505,2025-04-24 11:00:00+00:00,12.566666666666668,16.0,80.2,0.36000000000000004
506,2025-04-24 12:00:00+00:00,13.466666666666667,19.3,69.2,0.6966666666666667
507,2025-04-24 13:00:00+00:00,12.700000000000001,15.933333333333332,81.26666666666667,0.3433333333333333
508,2025-04-24 14:00:00+00:00,13.633333333333333,20.666666666666668,64.56666666666666,0.8866666666666667
509,2025-04-24 15:00:00+00:00,12.200000000000001,22.0,53.93333333333334,1.2333333333333334
510,2025-04-24 16:00:00+00:00,11.666666666666666,19.7,60.06666666666666,0.9233333333333333
511,2025-04-24 17:00:00+00:00,12.266666666666666,15.5,81.5,0.32666666666666666
512,2025-04-24 18:00:00+00:00,11.966666666666667,13.466666666666667,90.89999999999999,0.13999999999999999
513,2025-04-24 19:00:00+00:00,11.966666666666667,12.666666666666666,95.53333333333335,0.06666666666666667
514,2025-04-24 20:00:00+00:00,11.833333333333334,12.333333333333334,96.89999999999999,0.043333333333333335
515,2025-04-24 21:00:00+00:00,11.466666666666667,11.866666666666667,97.26666666666667,0.04
516,2025-04-24 22:00:00+00:00,11.266666666666666,11.566666666666668,98.26666666666667,0.02
517,2025-04-24 23:00:00+00:00,11.033333333333333,11.266666666666666,98.36666666666667,0.02
518,2025-04-25 00:00:00+00:00,8.299999999999999,10.066666666666666,88.89999999999999,0.1366666666666667
519,2025-04-25 01:00:00+00:00,8.5,9.333333333333334,94.5,0.06666666666666667
520,2025-04-25 02:00:00+00:00,8.366666666666667,9.0,96.0,0.04666666666666667
521,2025-04-25 03:00:00+00:00,8.333333333333334,9.033333333333333,95.33333333333333,0.05666666666666667
522,2025-04-25 04:00:00+00:00,8.066666666666666,9.066666666666666,93.5,0.07333333333333333
523,2025-04-25 05:00:00+00:00,8.533333333333333,9.1,96.26666666666667,0.043333333333333335
524,2025-04-25 06:00:00+00:00,9.833333333333334,10.9,93.26666666666667,0.08666666666666667
525,2025-04-25 07:00:00+00:00,11.233333333333334,14.566666666666668,80.86666666666666,0.32666666666666666
526,2025-04-25 08:00:00+00:00,11.799999999999999,17.7,68.7,0.64
527,2025-04-25 09:00:00+00:00,11.866666666666667,18.666666666666668,64.93333333333334,0.7600000000000001
528,2025-04-25 10:00:00+00:00,10.9,16.900000000000002,68.03333333333333,0.6166666666666667
529,2025-04-25 11:00:00+00:00,10.833333333333334,16.733333333333334,68.33333333333333,0.6033333333333334
530,2025-04-25 12:00:00+00:00,10.766666666666666,15.566666666666668,73.3,0.47333333333333333
531,2025-04-25 13:00:00+00:00,10.0,13.766666666666666,78.26666666666667,0.34
532,2025-04-25 14:00:00+00:00,9.799999999999999,12.9,81.5,0.27666666666666667
533,2025-04-25 15:00:00+00:00,10.1,12.666666666666666,84.73333333333333,0.22333333333333336
534,2025-04-25 16:00:00+00:00,10.366666666666667,13.233333333333334,82.8,0.26
535,2025-04-25 17:00:00+00:00,10.433333333333332,12.533333333333333,87.06666666666666,0.19000000000000003
536,2025-04-25 18:00:00+00:00,9.5,11.233333333333334,89.13333333333333,0.1466666666666667
537,2025-04-25 19:00:00+00:00,9.266666666666666,10.5,92.16666666666667,0.09666666666666666
538,2025-04-25 20:00:00+00:00,8.933333333333334,9.733333333333334,94.7,0.06666666666666667
539,2025-04-25 21:00:00+00:00,9.066666666666666,9.666666666666666,96.0,0.05000000000000001
540,2025-04-25 22:00:00+00:00,9.033333333333333,9.633333333333333,96.13333333333333,0.04666666666666667
541,2025-04-25 23:00:00+00:00,8.4,8.833333333333334,97.16666666666667,0.03333333333333333
542,2025-04-26 00:00:00+00:00,7.3999999999999995,7.666666666666667,98.26666666666667,0.02
543,2025-04-26 01:00:00+00:00,6.6000000000000005,6.8,98.73333333333333,0.01
544,2025-04-26 02:00:00+00:00,5.533333333333334,5.666666666666667,99.03333333333335,0.01
545,2025-04-26 03:00:00+00:00,6.433333333333334,6.466666666666666,99.66666666666667,0.0033333333333333335
546,2025-04-26 04:00:00+00:00,7.0,7.066666666666666,99.5,0.006666666666666667
547,2025-04-26 05:00:00+00:00,8.566666666666666,9.566666666666666,93.56666666666666,0.08
548,2025-04-26 06:00:00+00:00,9.233333333333333,11.733333333333334,84.8,0.21
549,2025-04-26 07:00:00+00:00,10.066666666666666,13.1,82.10000000000001,0.27
550,2025-04-26 08:00:00+00:00,10.266666666666667,14.9,74.2,0.4466666666666667
551,2025-04-26 09:00:00+00:00,10.633333333333333,17.333333333333332,65.26666666666667,0.7000000000000001
552,2025-04-26 10:00:00+00:00,9.266666666666667,20.666666666666668,48.300000000000004,1.27
553,2025-04-26 11:00:00+00:00,9.533333333333333,20.866666666666667,48.43333333333334,1.28
554,2025-04-26 12:00:00+00:00,11.333333333333334,20.933333333333334,54.699999999999996,1.1300000000000001
555,2025-04-26 13:00:00+00:00,11.366666666666667,21.566666666666666,52.666666666666664,1.23
556,2025-04-26 14:00:00+00:00,10.700000000000001,18.733333333333334,59.86666666666667,0.8666666666666667
557,2025-04-26 15:00:00+00:00,11.533333333333333,17.833333333333332,66.83333333333333,0.6766666666666667
558,2025-04-26 16:00:00+00:00,10.799999999999999,15.700000000000001,73.06666666666666,0.48333333333333334
559,2025-04-26 17:00:00+00:00,10.866666666666667,14.266666666666666,80.03333333333335,0.32666666666666666
560,2025-04-26 18:00:00+00:00,10.933333333333332,13.1,86.8,0.19999999999999998
561,2025-04-26 19:00:00+00:00,10.966666666666667,12.866666666666667,88.26666666666667,0.17333333333333334
562,2025-04-26 20:00:00+00:00,11.066666666666668,12.633333333333333,90.10000000000001,0.14666666666666667
563,2025-04-26 21:00:00+00:00,11.0,12.1,92.96666666666665,0.10000000000000002
564,2025-04-26 22:00:00+00:00,10.933333333333332,11.866666666666667,94.10000000000001,0.08333333333333333
565,2025-04-26 23:00:00+00:00,10.733333333333334,11.866666666666667,92.8,0.09999999999999999
566,2025-04-27 00:00:00+00:00,10.633333333333333,11.833333333333334,92.36666666666667,0.10666666666666667
567,2025-04-27 01:00:00+00:00,10.699999999999998,11.566666666666668,94.5,0.07333333333333333
568,2025-04-27 02:00:00+00:00,10.699999999999998,11.466666666666667,94.96666666666665,0.06666666666666667
569,2025-04-27 03:00:00+00:00,10.533333333333333,10.933333333333332,97.33333333333333,0.03333333333333333
570,2025-04-27 04:00:00+00:00,11.0,11.366666666666667,97.60000000000001,0.03
571,2025-04-27 05:00:00+00:00,11.466666666666667,12.933333333333332,91.0,0.1366666666666667
572,2025-04-27 06:00:00+00:00,12.666666666666666,16.533333333333335,78.43333333333334,0.4266666666666667
573,2025-04-27 07:00:00+00:00,14.200000000000001,22.733333333333334,58.76666666666667,1.1500000000000001
574,2025-04-27 08:00:00+00:00,15.200000000000001,24.666666666666668,55.699999999999996,1.3800000000000001
575,2025-04-27 09:00:00+00:00,13.566666666666668,25.066666666666666,49.03333333333333,1.6466666666666665
576,2025-04-27 10:00:00+00:00,12.799999999999999,20.266666666666666,62.53333333333333,0.89
577,2025-04-27 11:00:00+00:00,12.733333333333334,20.5,61.199999999999996,0.9366666666666666
578,2025-04-27 12:00:00+00:00,13.1,21.333333333333332,59.43333333333334,1.03
579,2025-04-27 13:00:00+00:00,13.299999999999999,21.166666666666668,61.06666666666666,0.9766666666666667
580,2025-04-27 14:00:00+00:00,11.633333333333333,17.466666666666665,68.86666666666666,0.6233333333333334
581,2025-04-27 15:00:00+00:00,12.299999999999999,14.966666666666667,84.10000000000001,0.27
582,2025-04-27 16:00:00+00:00,12.666666666666666,14.966666666666667,86.36666666666667,0.22999999999999998
583,2025-04-27 17:00:00+00:00,12.233333333333334,13.799999999999999,90.33333333333333,0.15333333333333335
584,2025-04-27 18:00:00+00:00,11.033333333333333,11.799999999999999,95.23333333333333,0.06666666666666667
585,2025-04-27 19:00:00+00:00,9.966666666666667,10.4,97.2,0.03666666666666667
586,2025-04-27 20:00:00+00:00,9.733333333333333,9.966666666666667,98.33333333333333,0.023333333333333334
587,2025-04-27 21:00:00+00:00,8.799999999999999,9.0,98.93333333333334,0.01
588,2025-04-27 22:00:00+00:00,8.5,8.6,99.30000000000001,0.01
589,2025-04-27 23:00:00+00:00,8.366666666666665,8.366666666666665,99.73333333333333,0.0
590,2025-04-28 00:00:00+00:00,8.233333333333333,8.233333333333333,99.96666666666665,0.0
591,2025-04-28 01:00:00+00:00,7.733333333333333,7.733333333333333,100.0,0.0
592,2025-04-28 02:00:00+00:00,8.366666666666667,8.366666666666667,100.0,0.0
593,2025-04-28 03:00:00+00:00,8.133333333333333,8.133333333333333,100.0,0.0
594,2025-04-28 04:00:00+00:00,8.299999999999999,8.299999999999999,100.0,0.0
595,2025-04-28 05:00:00+00:00,9.166666666666666,9.233333333333334,99.5,0.0033333333333333335
596,2025-04-28 06:00:00+00:00,11.566666666666668,12.5,94.06666666666666,0.09000000000000001
597,2025-04-28 07:00:00+00:00,15.666666666666666,17.266666666666666,90.5,0.19000000000000003
598,2025-04-28 08:00:00+00:00,18.566666666666666,21.366666666666664,84.23333333333333,0.4033333333333333
599,2025-04-28 09:00:00+00:00,14.466666666666667,23.933333333333334,55.73333333333333,1.3133333333333332
600,2025-04-28 10:00:00+00:00,13.233333333333334,22.066666666666666,58.03333333333333,1.18
601,2025-04-28 11:00:00+00:00,14.433333333333332,23.7,56.53333333333333,1.3233333333333335
602,2025-04-28 12:00:00+00:00,16.133333333333336,23.733333333333334,62.5,1.1199999999999999
603,2025-04-28 13:00:00+00:00,13.266666666666666,20.5,64.0,0.9
604,2025-04-28 14:00:00+00:00,14.666666666666666,23.7,57.666666666666664,1.3133333333333332
605,2025-04-28 15:00:00+00:00,14.5,23.066666666666666,58.666666666666664,1.1733333333333333
606,2025-04-28 16:00:00+00:00,12.9,20.866666666666664,60.76666666666667,0.9966666666666667
607,2025-04-28 17:00:00+00:00,11.6,16.599999999999998,72.53333333333333,0.5233333333333333
608,2025-04-28 18:00:00+00:00,10.9,13.4,85.03333333333333,0.22999999999999998
609,2025-04-28 19:00:00+00:00,10.433333333333334,11.566666666666668,92.73333333333333,0.09999999999999999
610,2025-04-28 20:00:00+00:00,9.866666666666667,10.766666666666666,94.3,0.07333333333333333
611,2025-04-28 21:00:00+00:00,9.299999999999999,9.866666666666667,96.43333333333334,0.04666666666666667
612,2025-04-28 22:00:00+00:00,9.266666666666667,9.533333333333333,98.10000000000001,0.023333333333333334
613,2025-04-28 23:00:00+00:00,9.0,9.200000000000001,98.8,0.013333333333333334
614,2025-04-29 00:00:00+00:00,8.533333333333333,8.633333333333333,99.2,0.01
615,2025-04-29 01:00:00+00:00,7.866666666666667,7.933333333333334,99.5,0.006666666666666667
616,2025-04-29 02:00:00+00:00,7.3,7.333333333333333,99.76666666666667,0.0
617,2025-04-29 03:00:00+00:00,6.966666666666666,6.966666666666666,99.96666666666665,0.0
618,2025-04-29 04:00:00+00:00,6.8999999999999995,6.8999999999999995,100.0,0.0
619,2025-04-29 05:00:00+00:00,9.833333333333334,9.966666666666667,99.13333333333333,0.013333333333333334
620,2025-04-29 06:00:00+00:00,12.4,17.033333333333335,75.0,0.5233333333333333
621,2025-04-29 07:00:00+00:00,13.200000000000001,22.099999999999998,57.333333333333336,1.14
622,2025-04-29 08:00:00+00:00,13.233333333333334,24.666666666666668,49.1,1.58
623,2025-04-29 09:00:00+00:00,14.933333333333332,27.366666666666664,46.6,1.9466666666666665
624,2025-04-29 10:00:00+00:00,15.166666666666666,29.400000000000002,42.166666666666664,2.3666666666666667
625,2025-04-29 11:00:00+00:00,12.866666666666667,27.866666666666664,39.6,2.283333333333333
626,2025-04-29 12:00:00+00:00,16.133333333333333,29.166666666666668,45.23333333333333,2.23
627,2025-04-29 13:00:00+00:00,16.066666666666666,29.8,43.5,2.38
628,2025-04-29 14:00:00+00:00,15.033333333333331,29.8,40.86666666666667,2.4899999999999998
629,2025-04-29 15:00:00+00:00,14.666666666666666,30.066666666666666,39.300000000000004,2.5933333333333333
630,2025-04-29 16:00:00+00:00,12.6,25.933333333333334,43.73333333333333,1.9033333333333333
631,2025-04-29 17:00:00+00:00,11.466666666666667,20.433333333333334,56.6,1.05
632,2025-04-29 18:00:00+00:00,11.333333333333334,16.266666666666666,72.8,0.51
633,2025-04-29 19:00:00+00:00,11.6,13.966666666666667,85.76666666666667,0.23
634,2025-04-29 20:00:00+00:00,11.1,12.466666666666667,91.43333333333334,0.12333333333333334
635,2025-04-29 21:00:00+00:00,11.466666666666667,12.166666666666666,95.46666666666665,0.06333333333333334
636,2025-04-29 22:00:00+00:00,10.866666666666667,11.299999999999999,97.13333333333333,0.04
637,2025-04-29 23:00:00+00:00,10.666666666666666,10.933333333333332,98.16666666666667,0.023333333333333334
638,2025-04-30 00:00:00+00:00,10.433333333333334,10.633333333333333,98.60000000000001,0.02
639,2025-04-30 01:00:00+00:00,9.6,9.700000000000001,99.26666666666667,0.01
640,2025-04-30 02:00:00+00:00,9.333333333333334,9.366666666666667,99.7,0.0
641,2025-04-30 03:00:00+00:00,9.033333333333333,9.033333333333333,99.96666666666665,0.0
642,2025-04-30 04:00:00+00:00,9.0,9.0,100.0,0.0
643,2025-04-30 05:00:00+00:00,11.4,12.1,95.56666666666666,0.06999999999999999
644,2025-04-30 06:00:00+00:00,14.566666666666668,19.866666666666667,72.26666666666667,0.6866666666666666
645,2025-04-30 07:00:00+00:00,15.5,25.0,55.699999999999996,1.4166666666666667
646,2025-04-30 08:00:00+00:00,15.533333333333333,27.26666666666667,48.93333333333334,1.8566666666666667
647,2025-04-30 09:00:00+00:00,15.233333333333334,29.599999999999998,41.666666666666664,2.4233333333333333
648,2025-04-30 10:00:00+00:00,16.566666666666666,28.599999999999998,48.199999999999996,2.0366666666666666
649,2025-04-30 11:00:00+00:00,15.933333333333332,31.0,40.199999999999996,2.686666666666667
650,2025-04-30 12:00:00+00:00,15.733333333333334,31.933333333333334,37.56666666666667,2.9566666666666666
651,2025-04-30 13:00:00+00:00,15.1,26.766666666666666,49.93333333333334,1.8800000000000001
652,2025-04-30 14:00:00+00:00,15.700000000000001,30.233333333333334,41.56666666666666,2.5500000000000003
653,2025-04-30 15:00:00+00:00,15.033333333333333,21.900000000000002,65.33333333333333,0.9233333333333333
654,2025-04-30 16:00:00+00:00,14.866666666666667,22.266666666666666,63.23333333333334,1.0066666666666666
655,2025-04-30 17:00:00+00:00,13.200000000000001,19.400000000000002,67.8,0.7366666666666667
656,2025-04-30 18:00:00+00:00,11.566666666666668,16.5,72.86666666666666,0.51
657,2025-04-30 19:00:00+00:00,12.066666666666668,14.233333333333334,87.03333333333335,0.21
658,2025-04-30 20:00:00+00:00,11.466666666666667,12.933333333333332,91.06666666666666,0.1366666666666667
659,2025-04-30 21:00:00+00:00,11.200000000000001,12.066666666666668,94.46666666666665,0.07666666666666667
660,2025-04-30 22:00:00+00:00,10.799999999999999,11.266666666666666,96.73333333333333,0.04666666666666667
661,2025-04-30 23:00:00+00:00,10.299999999999999,10.6,98.10000000000001,0.023333333333333334
662,2025-05-01 00:00:00+00:00,9.866666666666667,10.033333333333333,98.86666666666667,0.016666666666666666
663,2025-05-01 01:00:00+00:00,9.266666666666666,9.366666666666667,99.33333333333333,0.01
664,2025-05-01 02:00:00+00:00,8.866666666666667,8.9,99.7,0.0
665,2025-05-01 03:00:00+00:00,8.533333333333333,8.533333333333333,99.96666666666665,0.0
666,2025-05-01 04:00:00+00:00,8.533333333333333,8.533333333333333,100.0,0.0
667,2025-05-01 05:00:00+00:00,11.299999999999999,11.5,98.66666666666667,0.02
668,2025-05-01 06:00:00+00:00,13.733333333333334,18.566666666666666,74.16666666666667,0.59
669,2025-05-01 07:00:00+00:00,15.966666666666669,24.766666666666666,58.13333333333333,1.3133333333333332
670,2025-05-01 08:00:00+00:00,15.5,27.2,48.86666666666667,1.843333333333333
671,2025-05-01 09:00:00+00:00,16.099999999999998,29.666666666666668,44.0,2.3266666666666667
672,2025-05-01 10:00:00+00:00,17.400000000000002,31.5,42.833333333333336,2.64
673,2025-05-01 11:00:00+00:00,17.099999999999998,31.366666666666664,42.53333333333333,2.6466666666666665
674,2025-05-01 12:00:00+00:00,17.5,30.46666666666667,46.13333333333333,2.41
675,2025-05-01 13:00:00+00:00,16.3,32.5,37.766666666666666,3.046666666666667
676,2025-05-01 14:00:00+00:00,17.966666666666665,28.833333333333332,52.4,1.9766666666666666
677,2025-05-01 15:00:00+00:00,17.866666666666667,25.733333333333334,62.333333333333336,1.2966666666666666
678,2025-05-01 16:00:00+00:00,16.633333333333333,25.8,57.4,1.4466666666666665
679,2025-05-01 17:00:00+00:00,15.333333333333334,20.3,73.36666666666666,0.6433333333333333
680,2025-05-01 18:00:00+00:00,14.4,17.96666666666667,79.63333333333334,0.42333333333333334
681,2025-05-01 19:00:00+00:00,13.866666666666667,16.733333333333334,83.36666666666667,0.3166666666666667
682,2025-05-01 20:00:00+00:00,13.5,16.066666666666666,85.06666666666666,0.2733333333333334
683,2025-05-01 21:00:00+00:00,13.1,14.666666666666666,90.43333333333334,0.16
684,2025-05-01 22:00:00+00:00,12.6,13.5,94.36666666666667,0.08666666666666667
685,2025-05-01 23:00:00+00:00,12.0,12.566666666666668,96.43333333333334,0.049999999999999996
686,2025-05-02 00:00:00+00:00,11.433333333333332,11.733333333333334,98.13333333333333,0.023333333333333334
687,2025-05-02 01:00:00+00:00,10.799999999999999,10.966666666666667,98.93333333333334,0.013333333333333334
688,2025-05-02 02:00:00+00:00,10.266666666666667,10.366666666666667,99.43333333333334,0.01
689,2025-05-02 03:00:00+00:00,9.866666666666667,9.866666666666667,99.8,0.0
690,2025-05-02 04:00:00+00:00,10.200000000000001,10.200000000000001,99.89999999999999,0.0
691,2025-05-02 05:00:00+00:00,12.5,13.0,96.93333333333334,0.049999999999999996
692,2025-05-02 06:00:00+00:00,15.1,19.366666666666664,76.73333333333333,0.5499999999999999
693,2025-05-02 07:00:00+00:00,17.233333333333334,25.53333333333333,60.300000000000004,1.3166666666666667
694,2025-05-02 08:00:00+00:00,17.933333333333334,28.333333333333332,53.26666666666667,1.8066666666666666
695,2025-05-02 09:00:00+00:00,18.3,30.933333333333334,46.96666666666667,2.3766666666666665
696,2025-05-02 10:00:00+00:00,17.666666666666668,31.53333333333333,43.63333333333333,2.61
697,2025-05-02 11:00:00+00:00,18.933333333333334,32.166666666666664,45.53333333333334,2.6166666666666667
698,2025-05-02 12:00:00+00:00,17.866666666666664,33.333333333333336,39.733333333333334,3.0866666666666664
699,2025-05-02 13:00:00+00:00,17.3,32.800000000000004,39.666666666666664,3.0033333333333334
700,2025-05-02 14:00:00+00:00,17.733333333333334,32.800000000000004,40.63333333333333,2.953333333333333
701,2025-05-02 15:00:00+00:00,15.866666666666665,31.53333333333333,39.0,2.8333333333333335
702,2025-05-02 16:00:00+00:00,14.933333333333332,27.0,47.699999999999996,1.8833333333333335
703,2025-05-02 17:00:00+00:00,13.166666666666666,21.900000000000002,57.86666666666667,1.11
704,2025-05-02 18:00:00+00:00,12.033333333333333,19.166666666666668,63.6,0.8133333333333334
705,2025-05-02 19:00:00+00:00,12.700000000000001,16.2,79.83333333333333,0.37333333333333335
706,2025-05-02 20:00:00+00:00,12.466666666666667,15.4,82.83333333333333,0.3
707,2025-05-02 21:00:00+00:00,12.366666666666667,14.0,90.06666666666666,0.16
708,2025-05-02 22:00:00+00:00,12.033333333333333,13.033333333333333,93.83333333333333,0.09333333333333334
709,2025-05-02 23:00:00+00:00,11.6,12.299999999999999,95.73333333333333,0.06
710,2025-05-03 00:00:00+00:00,11.299999999999999,11.700000000000001,97.33333333333333,0.04
711,2025-05-03 01:00:00+00:00,10.833333333333334,11.133333333333333,97.86666666666667,0.03
712,2025-05-03 02:00:00+00:00,10.366666666666667,10.566666666666666,98.73333333333333,0.016666666666666666
713,2025-05-03 03:00:00+00:00,9.966666666666667,10.066666666666666,99.33333333333333,0.006666666666666667
714,2025-05-03 04:00:00+00:00,10.733333333333334,10.766666666666666,99.7,0.0033333333333333335
715,2025-05-03 05:00:00+00:00,12.5,12.566666666666668,99.53333333333335,0.006666666666666667
716,2025-05-03 06:00:00+00:00,15.299999999999999,15.933333333333332,96.13333333333333,0.08
717,2025-05-03 07:00:00+00:00,18.5,21.033333333333335,85.63333333333333,0.3666666666666667
718,2025-05-03 08:00:00+00:00,17.833333333333332,22.2,76.43333333333334,0.6433333333333333
719,2025-05-03 09:00:00+00:00,16.233333333333334,23.766666666666666,62.73333333333333,1.0999999999999999
720,2025-05-03 10:00:00+00:00,16.433333333333334,25.5,57.4,1.3933333333333333
721,2025-05-03 11:00:00+00:00,18.933333333333334,26.53333333333333,63.166666666666664,1.2933333333333332
722,2025-05-03 12:00:00+00:00,17.8,28.3,53.0,1.8166666666666664
723,2025-05-03 13:00:00+00:00,18.8,28.833333333333332,54.76666666666667,1.8099999999999998
724,2025-05-03 14:00:00+00:00,17.566666666666666,25.96666666666667,60.166666666666664,1.3533333333333335
725,2025-05-03 15:00:00+00:00,17.099999999999998,23.433333333333334,67.63333333333333,0.9333333333333332
726,2025-05-03 16:00:00+00:00,16.733333333333334,21.900000000000002,72.73333333333333,0.7200000000000001
727,2025-05-03 17:00:00+00:00,15.433333333333332,19.533333333333335,77.3,0.5133333333333333
728,2025-05-03 18:00:00+00:00,13.700000000000001,17.433333333333334,78.8,0.42333333333333334
729,2025-05-03 19:00:00+00:00,13.066666666666668,16.099999999999998,82.3,0.3233333333333333
730,2025-05-03 20:00:00+00:00,12.133333333333333,15.233333333333334,82.0,0.3133333333333333
731,2025-05-03 21:00:00+00:00,11.5,13.133333333333333,89.66666666666667,0.15333333333333335
732,2025-05-03 22:00:00+00:00,10.733333333333334,11.633333333333333,94.3,0.08
733,2025-05-03 23:00:00+00:00,10.466666666666667,11.066666666666668,96.0,0.05666666666666667
734,2025-05-04 00:00:00+00:00,9.866666666666667,10.233333333333333,97.5,0.03333333333333333
735,2025-05-04 01:00:00+00:00,9.4,9.666666666666666,98.10000000000001,0.023333333333333334
736,2025-05-04 02:00:00+00:00,8.9,9.1,98.76666666666667,0.013333333333333334
737,2025-05-04 03:00:00+00:00,8.433333333333334,8.533333333333333,99.23333333333333,0.01
738,2025-05-04 04:00:00+00:00,8.966666666666667,9.066666666666668,99.33333333333333,0.01
739,2025-05-04 05:00:00+00:00,11.233333333333334,12.166666666666666,94.26666666666667,0.08666666666666667
740,2025-05-04 06:00:00+00:00,13.166666666666666,19.066666666666666,69.39999999999999,0.7200000000000001
741,2025-05-04 07:00:00+00:00,14.6,24.53333333333333,54.1,1.42
742,2025-05-04 08:00:00+00:00,16.3,27.333333333333332,51.13333333333333,1.7700000000000002
743,2025-05-04 09:00:00+00:00,15.166666666666666,26.53333333333333,49.86666666666667,1.7666666666666668
744,2025-05-04 10:00:00+00:00,18.233333333333334,30.7,47.43333333333334,2.3233333333333337
745,2025-05-04 11:00:00+00:00,18.266666666666666,31.233333333333334,46.06666666666666,2.4533333333333336
746,2025-05-04 12:00:00+00:00,14.799999999999999,25.2,52.800000000000004,1.5333333333333332
747,2025-05-04 13:00:00+00:00,15.5,23.433333333333334,61.199999999999996,1.1166666666666665
748,2025-05-04 14:00:00+00:00,15.200000000000001,20.400000000000002,72.16666666666667,0.6666666666666666
749,2025-05-04 15:00:00+00:00,14.6,20.599999999999998,68.60000000000001,0.7666666666666666
750,2025-05-04 16:00:00+00:00,14.366666666666667,19.166666666666668,73.89999999999999,0.58
751,2025-05-04 17:00:00+00:00,14.366666666666667,18.0,79.46666666666667,0.42333333333333334
752,2025-05-04 18:00:00+00:00,13.933333333333332,16.766666666666666,83.56666666666666,0.31666666666666665
753,2025-05-04 19:00:00+00:00,13.633333333333333,16.433333333333334,83.7,0.3066666666666667
754,2025-05-04 20:00:00+00:00,14.033333333333333,15.733333333333334,89.73333333333333,0.18333333333333335
755,2025-05-04 21:00:00+00:00,13.966666666666667,15.033333333333333,93.26666666666667,0.11666666666666665
