ph;temperature;batteryLevel;batteryValue;receivedAt;device;providerDeviceId
5.81;22.7;100;3367;2024-08-31T23:37:40.816033479Z;980;santorsola-phd-4
5.81;22.5;100;3377;2024-08-31T23:57:40.475499271Z;980;santorsola-phd-4
5.81;22.3;100;3370;2024-09-01T00:17:40.491697769Z;980;santorsola-phd-4
5.81;22.1;100;3372;2024-09-01T00:37:40.452286176Z;980;santorsola-phd-4
5.81;22;100;3374;2024-09-01T00:57:40.757490086Z;980;santorsola-phd-4
5.81;21.8;100;3372;2024-09-01T01:17:40.725379415Z;980;santorsola-phd-4
5.81;21.7;100;3370;2024-09-01T01:37:40.726331657Z;980;santorsola-phd-4
5.81;21.6;100;3374;2024-09-01T01:57:40.716618291Z;980;santorsola-phd-4
5.82;21.4;100;3377;2024-09-01T02:17:40.702441048Z;980;santorsola-phd-4
5.82;21.3;100;3372;2024-09-01T02:37:40.446152866Z;980;santorsola-phd-4
5.82;21.2;100;3367;2024-09-01T02:57:40.685763878Z;980;santorsola-phd-4
5.82;21;100;3370;2024-09-01T03:17:40.356209127Z;980;santorsola-phd-4
5.82;20.9;100;3372;2024-09-01T03:37:40.651717320Z;980;santorsola-phd-4
5.82;20.7;100;3374;2024-09-01T03:57:40.641562185Z;980;santorsola-phd-4
5.82;20.6;100;3372;2024-09-01T04:17:40.629704751Z;980;santorsola-phd-4
5.82;20.4;100;3370;2024-09-01T04:37:40.619031273Z;980;santorsola-phd-4
5.82;20.2;100;3367;2024-09-01T04:57:40.608846243Z;980;santorsola-phd-4
5.82;20.1;100;3381;2024-09-01T05:17:40.601145260Z;980;santorsola-phd-4
5.82;20;100;3374;2024-09-01T05:37:40.515240505Z;980;santorsola-phd-4
5.82;20;100;3372;2024-09-01T05:57:40.294670023Z;980;santorsola-phd-4
5.82;20;100;3379;2024-09-01T06:17:40.548272558Z;980;santorsola-phd-4
5.82;20.1;100;3393;2024-09-01T06:37:40.540433115Z;980;santorsola-phd-4
5.81;20.2;100;3400;2024-09-01T06:57:40.528513424Z;980;santorsola-phd-4
5.8;20.6;100;3400;2024-09-01T07:17:40.507084083Z;980;santorsola-phd-4
5.79;21.1;100;3402;2024-09-01T07:37:40.496345787Z;980;santorsola-phd-4
5.79;21.4;100;3402;2024-09-01T07:57:40.477163832Z;980;santorsola-phd-4
6.07;21.6;100;3397;2024-09-01T08:17:40.407949100Z;980;santorsola-phd-4
6.06;20.8;100;3395;2024-09-01T08:37:40.383506475Z;980;santorsola-phd-4
6.04;21;100;3397;2024-09-01T08:57:40.522148301Z;980;santorsola-phd-4
6.03;21.4;100;3400;2024-09-01T09:17:40.435611203Z;980;santorsola-phd-4
6.01;21.8;100;3400;2024-09-01T09:37:40.432379725Z;980;santorsola-phd-4
6;21.9;100;3393;2024-09-01T09:57:40.410421909Z;980;santorsola-phd-4
6;22;100;3395;2024-09-01T10:17:40.410929082Z;980;santorsola-phd-4
5.98;22.4;100;3395;2024-09-01T10:37:40.400890591Z;980;santorsola-phd-4
5.97;22.6;100;3397;2024-09-01T10:57:40.379224486Z;980;santorsola-phd-4
5.97;22.7;100;3400;2024-09-01T11:17:40.369777059Z;980;santorsola-phd-4
5.96;22.9;100;3395;2024-09-01T11:37:40.359368600Z;980;santorsola-phd-4
5.95;23.1;100;3393;2024-09-01T11:57:40.356201925Z;980;santorsola-phd-4
5.95;23.3;100;3395;2024-09-01T12:17:40.362977514Z;980;santorsola-phd-4
5.94;23.5;100;3393;2024-09-01T12:37:40.324039098Z;980;santorsola-phd-4
5.93;23.7;100;3400;2024-09-01T12:57:40.313489169Z;980;santorsola-phd-4
5.92;24;100;3409;2024-09-01T13:17:39.976627753Z;980;santorsola-phd-4
5.92;24;100;3390;2024-09-01T13:37:39.968350538Z;980;santorsola-phd-4
5.92;23.9;100;3386;2024-09-01T13:57:40.210127765Z;980;santorsola-phd-4
5.92;23.8;100;3386;2024-09-01T14:17:40.280350206Z;980;santorsola-phd-4
5.92;23.7;100;3383;2024-09-01T14:37:40.282137308Z;980;santorsola-phd-4
5.92;23.7;100;3381;2024-09-01T14:57:39.912804849Z;980;santorsola-phd-4
5.91;23.8;100;3381;2024-09-01T15:17:40.209072245Z;980;santorsola-phd-4
5.91;24;100;3383;2024-09-01T15:37:40.283416179Z;980;santorsola-phd-4
5.9;24.2;100;3393;2024-09-01T15:57:40.202899415Z;980;santorsola-phd-4
5.9;24.3;100;3388;2024-09-01T16:17:40.121904229Z;980;santorsola-phd-4
5.9;24.3;100;3393;2024-09-01T16:37:40.201812841Z;980;santorsola-phd-4
5.9;24.2;100;3393;2024-09-01T16:57:39.835524579Z;980;santorsola-phd-4
5.9;24.1;100;3383;2024-09-01T17:17:40.132739026Z;980;santorsola-phd-4
5.9;24;100;3379;2024-09-01T17:37:40.126065813Z;980;santorsola-phd-4
5.9;23.8;100;3372;2024-09-01T17:57:40.115929292Z;980;santorsola-phd-4
5.91;23.6;100;3374;2024-09-01T18:17:40.118182583Z;980;santorsola-phd-4
5.91;23.4;100;3370;2024-09-01T18:37:40.078113208Z;980;santorsola-phd-4
5.91;23.2;100;3370;2024-09-01T18:57:40.058873585Z;980;santorsola-phd-4
5.92;23;100;3367;2024-09-01T19:17:40.047581584Z;980;santorsola-phd-4
5.92;22.8;100;3372;2024-09-01T19:37:40.044592225Z;980;santorsola-phd-4
5.92;22.5;100;3367;2024-09-01T19:57:39.687636743Z;980;santorsola-phd-4
5.93;22.3;100;3374;2024-09-01T20:17:40.015069701Z;980;santorsola-phd-4
5.93;22.1;100;3372;2024-09-01T20:37:39.676227396Z;980;santorsola-phd-4
5.93;21.9;100;3370;2024-09-01T20:57:39.985847012Z;980;santorsola-phd-4
5.93;21.7;100;3365;2024-09-01T21:17:39.916112402Z;980;santorsola-phd-4
5.93;21.5;100;3367;2024-09-01T21:37:39.956635146Z;980;santorsola-phd-4
5.94;21.2;100;3370;2024-09-01T21:57:39.956549308Z;980;santorsola-phd-4
5.94;21;100;3367;2024-09-01T22:17:39.941204077Z;980;santorsola-phd-4
5.94;20.5;100;3365;2024-09-01T22:57:39.907686010Z;980;santorsola-phd-4
5.94;20.3;100;3370;2024-09-01T23:17:39.897586392Z;980;santorsola-phd-4
5.95;20.1;100;3370;2024-09-01T23:37:39.888907730Z;980;santorsola-phd-4
5.95;19.9;100;3365;2024-09-01T23:57:39.557189659Z;980;santorsola-phd-4
5.95;19.6;100;3367;2024-09-02T00:17:39.864302956Z;980;santorsola-phd-4
5.95;19.4;100;3365;2024-09-02T00:37:39.856995795Z;980;santorsola-phd-4
5.95;19.2;100;3367;2024-09-02T00:57:39.841106498Z;980;santorsola-phd-4
5.95;19;100;3367;2024-09-02T01:17:39.834494542Z;980;santorsola-phd-4
5.95;18.8;100;3367;2024-09-02T01:37:39.823287925Z;980;santorsola-phd-4
5.95;18.6;100;3363;2024-09-02T01:57:39.809380617Z;980;santorsola-phd-4
5.95;18.4;100;3367;2024-09-02T02:17:39.802396776Z;980;santorsola-phd-4
5.95;18.3;100;3363;2024-09-02T02:37:39.794142019Z;980;santorsola-phd-4
5.95;18.1;100;3365;2024-09-02T02:57:39.723558370Z;980;santorsola-phd-4
5.96;17.9;100;3363;2024-09-02T03:17:39.456672553Z;980;santorsola-phd-4
5.96;17.7;100;3365;2024-09-02T03:37:39.696842430Z;980;santorsola-phd-4
5.96;17.5;100;3365;2024-09-02T03:57:39.747753528Z;980;santorsola-phd-4
5.96;17.3;100;3367;2024-09-02T04:17:39.422833366Z;980;santorsola-phd-4
5.96;17.2;100;3365;2024-09-02T04:37:39.416999158Z;980;santorsola-phd-4
5.96;17;100;3365;2024-09-02T04:57:39.732021556Z;980;santorsola-phd-4
5.96;16.9;100;3365;2024-09-02T05:17:39.728463569Z;980;santorsola-phd-4
5.96;16.8;100;3365;2024-09-02T05:37:39.707843137Z;980;santorsola-phd-4
5.96;16.7;100;3365;2024-09-02T05:57:39.708629083Z;980;santorsola-phd-4
5.96;16.7;100;3377;2024-09-02T06:17:39.691968641Z;980;santorsola-phd-4
5.95;16.8;100;3383;2024-09-02T06:37:39.345157127Z;980;santorsola-phd-4
5.95;17;100;3393;2024-09-02T06:57:39.338929866Z;980;santorsola-phd-4
5.94;17.6;100;3397;2024-09-02T07:17:39.642788330Z;980;santorsola-phd-4
5.93;18.3;100;3400;2024-09-02T07:37:39.651673853Z;980;santorsola-phd-4
5.92;18.9;100;3402;2024-09-02T07:57:39.314413769Z;980;santorsola-phd-4
5.92;19.3;100;3402;2024-09-02T08:17:39.605060747Z;980;santorsola-phd-4
5.92;19.6;100;3402;2024-09-02T08:37:39.263165465Z;980;santorsola-phd-4
5.91;19.9;100;3402;2024-09-02T08:57:39.582832133Z;980;santorsola-phd-4
5.91;20;100;3390;2024-09-02T09:17:39.323863941Z;980;santorsola-phd-4
5.91;20.2;100;3395;2024-09-02T09:37:39.551967202Z;980;santorsola-phd-4
5.91;20.3;100;3397;2024-09-02T09:57:39.554796049Z;980;santorsola-phd-4
5.92;20.6;100;3397;2024-09-02T10:17:39.482193897Z;980;santorsola-phd-4
5.88;20.4;100;3397;2024-09-02T10:37:39.208106401Z;980;santorsola-phd-4
5.86;20.8;100;3397;2024-09-02T10:57:39.517495854Z;980;santorsola-phd-4
5.84;21.4;100;3402;2024-09-02T11:17:39.595734520Z;980;santorsola-phd-4
5.83;21.4;100;3388;2024-09-02T11:37:39.489439920Z;980;santorsola-phd-4
5.83;21.5;100;3383;2024-09-02T11:57:39.489885657Z;980;santorsola-phd-4
5.82;21.6;100;3386;2024-09-02T12:17:39.477070971Z;980;santorsola-phd-4
5.82;21.6;100;3383;2024-09-02T12:37:39.160317136Z;980;santorsola-phd-4
5.82;21.6;100;3386;2024-09-02T12:57:39.445149802Z;980;santorsola-phd-4
5.81;22;100;3395;2024-09-02T13:17:39.485553064Z;980;santorsola-phd-4
5.79;22.6;100;3404;2024-09-02T13:37:39.341200330Z;980;santorsola-phd-4
5.78;23;100;3402;2024-09-02T13:57:39.403332999Z;980;santorsola-phd-4
5.77;23.3;100;3397;2024-09-02T14:17:39.397398462Z;980;santorsola-phd-4
5.77;23.3;100;3393;2024-09-02T14:37:39.378046211Z;980;santorsola-phd-4
5.77;23.3;100;3386;2024-09-02T14:57:39.076276744Z;980;santorsola-phd-4
5.75;23.7;100;3393;2024-09-02T15:17:39.406056429Z;980;santorsola-phd-4
6.87;25.6;100;3393;2024-09-02T15:37:39.405594742Z;980;santorsola-phd-4
6.97;25.1;100;3383;2024-09-02T15:57:39.330316161Z;980;santorsola-phd-4
7.11;24.8;100;3379;2024-09-02T16:17:39.262571605Z;980;santorsola-phd-4
7.13;24.6;100;3386;2024-09-02T16:37:39.313624997Z;980;santorsola-phd-4
7.13;24.3;100;3379;2024-09-02T16:57:39.314389812Z;980;santorsola-phd-4
7.15;24;100;3379;2024-09-02T17:17:38.960578059Z;980;santorsola-phd-4
7.18;23.7;100;3374;2024-09-02T17:37:39.269444628Z;980;santorsola-phd-4
7.18;23.3;100;3377;2024-09-02T17:57:39.247505394Z;980;santorsola-phd-4
7.17;22.9;100;3370;2024-09-02T18:17:38.916485417Z;980;santorsola-phd-4
7.18;22.5;100;3372;2024-09-02T18:37:39.226987180Z;980;santorsola-phd-4
7.19;22.2;100;3374;2024-09-02T18:57:39.237781717Z;980;santorsola-phd-4
7.2;21.9;100;3365;2024-09-02T19:17:39.160692945Z;980;santorsola-phd-4
7.21;21.6;100;3370;2024-09-02T19:37:39.179339646Z;980;santorsola-phd-4
7.21;21.3;100;3367;2024-09-02T19:57:39.177015555Z;980;santorsola-phd-4
7.22;21.1;100;3370;2024-09-02T20:17:39.159576157Z;980;santorsola-phd-4
7.21;20.9;100;3377;2024-09-02T20:37:39.157531458Z;980;santorsola-phd-4
7.22;20.7;100;3367;2024-09-02T20:57:38.799160954Z;980;santorsola-phd-4
7.22;20.4;100;3367;2024-09-02T21:17:39.160615513Z;980;santorsola-phd-4
7.23;20.2;100;3370;2024-09-02T21:37:39.036854930Z;980;santorsola-phd-4
7.24;20;100;3370;2024-09-02T21:57:39.087088634Z;980;santorsola-phd-4
7.25;19.8;100;3370;2024-09-02T22:17:39.087969436Z;980;santorsola-phd-4
7.26;19.5;100;3374;2024-09-02T22:37:39.078030070Z;980;santorsola-phd-4
7.26;19.2;100;3372;2024-09-02T22:57:39.081646713Z;980;santorsola-phd-4
7.27;18.9;100;3365;2024-09-02T23:17:39.079060099Z;980;santorsola-phd-4
7.26;18.7;100;3365;2024-09-02T23:37:38.715202560Z;980;santorsola-phd-4
7.26;18.4;100;3365;2024-09-02T23:57:38.963677118Z;980;santorsola-phd-4
7.27;18.2;100;3365;2024-09-03T00:17:38.691304612Z;980;santorsola-phd-4
7.27;17.9;100;3365;2024-09-03T00:37:39.024629014Z;980;santorsola-phd-4
7.27;17.7;100;3365;2024-09-03T00:57:38.991763764Z;980;santorsola-phd-4
7.27;17.5;100;3365;2024-09-03T01:17:38.982314044Z;980;santorsola-phd-4
7.27;17.4;100;3365;2024-09-03T01:37:38.971192350Z;980;santorsola-phd-4
7.27;17.2;100;3365;2024-09-03T01:57:38.960482822Z;980;santorsola-phd-4
7.27;17.1;100;3365;2024-09-03T02:17:38.626623553Z;980;santorsola-phd-4
7.27;16.9;100;3361;2024-09-03T02:37:38.945958165Z;980;santorsola-phd-4
7.28;16.7;100;3363;2024-09-03T02:57:38.948811248Z;980;santorsola-phd-4
7.28;16.5;100;3365;2024-09-03T03:17:38.605732547Z;980;santorsola-phd-4
7.28;16.3;100;3365;2024-09-03T03:37:38.594205635Z;980;santorsola-phd-4
7.28;16.2;100;3365;2024-09-03T03:57:38.910008402Z;980;santorsola-phd-4
7.28;16;100;3370;2024-09-03T04:17:38.898474068Z;980;santorsola-phd-4
7.28;15.8;100;3363;2024-09-03T04:37:38.895648352Z;980;santorsola-phd-4
7.28;15.7;100;3361;2024-09-03T04:57:38.823294755Z;980;santorsola-phd-4
7.27;15.6;100;3365;2024-09-03T05:17:38.869133872Z;980;santorsola-phd-4
7.27;15.6;100;3370;2024-09-03T05:37:38.869957060Z;980;santorsola-phd-4
7.27;15.6;100;3370;2024-09-03T05:57:38.855082096Z;980;santorsola-phd-4
7.27;15.7;100;3374;2024-09-03T06:17:38.834286959Z;980;santorsola-phd-4
7.28;15.9;100;3386;2024-09-03T06:37:38.835977642Z;980;santorsola-phd-4
7.28;16.4;100;3388;2024-09-03T06:57:38.805335966Z;980;santorsola-phd-4
7.28;17.3;100;3395;2024-09-03T07:17:38.806363599Z;980;santorsola-phd-4
7.28;18.2;100;3397;2024-09-03T07:37:38.719245770Z;980;santorsola-phd-4
7.28;19.2;100;3400;2024-09-03T07:57:38.771648480Z;980;santorsola-phd-4
7.27;20.1;100;3400;2024-09-03T08:17:38.442659295Z;980;santorsola-phd-4
7.27;20.7;100;3402;2024-09-03T08:37:38.764274719Z;980;santorsola-phd-4
7.28;20.9;100;3390;2024-09-03T08:57:38.446135953Z;980;santorsola-phd-4
7.31;20.7;100;3383;2024-09-03T09:17:38.775104677Z;980;santorsola-phd-4
7.31;20.8;100;3386;2024-09-03T09:37:38.449750022Z;980;santorsola-phd-4
7.29;21.1;100;3388;2024-09-03T09:57:38.632236867Z;980;santorsola-phd-4
7.3;21.2;100;3386;2024-09-03T10:17:39.654468492Z;980;santorsola-phd-4
7.31;21.4;100;3395;2024-09-03T10:37:38.673366363Z;980;santorsola-phd-4
7.31;21.9;100;3393;2024-09-03T10:57:38.651110098Z;980;santorsola-phd-4
7.31;22.4;100;3395;2024-09-03T11:17:38.310388461Z;980;santorsola-phd-4
7.31;22.6;100;3393;2024-09-03T11:37:38.310043375Z;980;santorsola-phd-4
7.32;22.8;100;3390;2024-09-03T11:57:38.609370506Z;980;santorsola-phd-4
7.33;22.9;100;3388;2024-09-03T12:17:38.606491837Z;980;santorsola-phd-4
7.34;22.9;100;3388;2024-09-03T12:37:38.602644506Z;980;santorsola-phd-4
7.35;22.8;100;3388;2024-09-03T12:57:38.602254884Z;980;santorsola-phd-4
7.36;22.6;100;3377;2024-09-03T13:17:38.541666358Z;980;santorsola-phd-4
7.37;22.6;100;3379;2024-09-03T13:37:38.530937070Z;980;santorsola-phd-4
7.36;22.7;100;3381;2024-09-03T13:57:38.202919488Z;980;santorsola-phd-4
7.35;22.8;100;3393;2024-09-03T14:17:38.209865806Z;980;santorsola-phd-4
7.36;23;100;3386;2024-09-03T14:37:38.491449696Z;980;santorsola-phd-4
7.36;23.3;100;3393;2024-09-03T14:57:38.519902382Z;980;santorsola-phd-4
7.36;23.6;100;3386;2024-09-03T15:17:38.203222990Z;980;santorsola-phd-4
7.36;23.9;100;3390;2024-09-03T15:37:38.526334988Z;980;santorsola-phd-4
7.36;24.1;100;3395;2024-09-03T15:57:38.119524302Z;980;santorsola-phd-4
7.35;24.3;100;3402;2024-09-03T16:17:38.358040345Z;980;santorsola-phd-4
7.36;24.3;100;3388;2024-09-03T16:37:38.436067261Z;980;santorsola-phd-4
7.36;24.2;100;3381;2024-09-03T16:57:38.403139182Z;980;santorsola-phd-4
7.39;24;100;3377;2024-09-03T17:17:38.443217959Z;980;santorsola-phd-4
7.39;23.7;100;3374;2024-09-03T17:37:38.369539811Z;980;santorsola-phd-4
7.41;23.3;100;3372;2024-09-03T17:57:38.367356951Z;980;santorsola-phd-4
7.42;22.9;100;3372;2024-09-03T18:17:38.017955391Z;980;santorsola-phd-4
7.42;22.5;100;3370;2024-09-03T18:37:38.329625166Z;980;santorsola-phd-4
7.43;22.1;100;3367;2024-09-03T18:57:37.983306494Z;980;santorsola-phd-4
7.42;21.8;100;3370;2024-09-03T19:17:38.235252027Z;980;santorsola-phd-4
7.42;21.5;100;3370;2024-09-03T19:37:37.967138180Z;980;santorsola-phd-4
7.42;21.2;100;3365;2024-09-03T19:57:37.958802178Z;980;santorsola-phd-4
7.43;20.8;100;3370;2024-09-03T20:17:38.294738417Z;980;santorsola-phd-4
7.41;20.6;100;3365;2024-09-03T20:37:38.255440614Z;980;santorsola-phd-4
7.42;20.3;100;3365;2024-09-03T20:57:38.237111983Z;980;santorsola-phd-4
7.41;20;100;3370;2024-09-03T21:17:38.157548750Z;980;santorsola-phd-4
7.41;19.8;100;3363;2024-09-03T21:37:37.885856727Z;980;santorsola-phd-4
7.41;19.5;100;3372;2024-09-03T21:57:38.198583846Z;980;santorsola-phd-4
7.41;19.3;100;3367;2024-09-03T22:17:38.199821444Z;980;santorsola-phd-4
7.4;19.1;100;3367;2024-09-03T22:37:38.200113391Z;980;santorsola-phd-4
7.4;18.9;100;3370;2024-09-03T22:57:38.124343144Z;980;santorsola-phd-4
7.39;18.7;100;3365;2024-09-03T23:17:38.205316774Z;980;santorsola-phd-4
7.39;18.4;100;3365;2024-09-03T23:37:38.139131720Z;980;santorsola-phd-4
7.39;18.2;100;3361;2024-09-03T23:57:38.131905052Z;980;santorsola-phd-4
7.39;18;100;3367;2024-09-04T00:17:38.123192332Z;980;santorsola-phd-4
7.38;17.8;100;3365;2024-09-04T00:37:37.778138752Z;980;santorsola-phd-4
7.38;17.7;100;3367;2024-09-04T00:57:38.118937266Z;980;santorsola-phd-4
7.38;17.5;100;3363;2024-09-04T01:17:38.124453895Z;980;santorsola-phd-4
7.37;17.3;100;3365;2024-09-04T01:37:38.118881312Z;980;santorsola-phd-4
7.37;17.1;100;3361;2024-09-04T01:57:38.060143067Z;980;santorsola-phd-4
7.36;16.9;100;3365;2024-09-04T02:17:38.061488659Z;980;santorsola-phd-4
7.36;16.7;100;3363;2024-09-04T02:37:38.050324660Z;980;santorsola-phd-4
7.36;16.6;100;3365;2024-09-04T02:57:37.725132347Z;980;santorsola-phd-4
7.35;16.4;100;3363;2024-09-04T03:17:38.038630169Z;980;santorsola-phd-4
7.35;16.2;100;3365;2024-09-04T03:37:38.026210993Z;980;santorsola-phd-4
7.35;16.1;100;3361;2024-09-04T03:57:37.692785002Z;980;santorsola-phd-4
7.34;16;100;3363;2024-09-04T04:17:38.001133779Z;980;santorsola-phd-4
7.34;15.8;100;3363;2024-09-04T04:37:37.978743796Z;980;santorsola-phd-4
7.33;15.7;100;3363;2024-09-04T04:57:37.895646583Z;980;santorsola-phd-4
7.33;15.6;100;3365;2024-09-04T05:17:37.975729206Z;980;santorsola-phd-4
7.33;15.6;100;3363;2024-09-04T05:37:37.893749262Z;980;santorsola-phd-4
7.33;15.7;100;3367;2024-09-04T05:57:37.630021271Z;980;santorsola-phd-4
7.33;16;100;3372;2024-09-04T06:17:37.929329304Z;980;santorsola-phd-4
7.33;16.2;100;3372;2024-09-04T06:37:37.927075100Z;980;santorsola-phd-4
7.33;16.6;100;3379;2024-09-04T06:57:37.915701980Z;980;santorsola-phd-4
7.33;16.8;100;3379;2024-09-04T07:17:37.903291181Z;980;santorsola-phd-4
7.33;17;100;3374;2024-09-04T07:37:37.885326848Z;980;santorsola-phd-4
7.33;17.2;100;3379;2024-09-04T07:57:37.803951687Z;980;santorsola-phd-4
7.33;17.5;100;3381;2024-09-04T08:17:37.887720287Z;980;santorsola-phd-4
7.33;17.8;100;3379;2024-09-04T08:37:37.523005192Z;980;santorsola-phd-4
7.33;18;100;3379;2024-09-04T08:57:37.885012780Z;980;santorsola-phd-4
7.33;18.2;100;3379;2024-09-04T09:17:37.811701194Z;980;santorsola-phd-4
7.33;18.4;100;3377;2024-09-04T09:37:37.804872828Z;980;santorsola-phd-4
7.33;18.6;100;3381;2024-09-04T09:57:37.782417861Z;980;santorsola-phd-4
7.33;18.8;100;3379;2024-09-04T10:17:37.805330172Z;980;santorsola-phd-4
7.33;18.9;100;3381;2024-09-04T10:37:37.744779962Z;980;santorsola-phd-4
7.33;19.1;100;3379;2024-09-04T10:57:37.745650116Z;980;santorsola-phd-4
7.33;19.4;100;3390;2024-09-04T11:17:37.727291613Z;980;santorsola-phd-4
7.34;20.1;100;3390;2024-09-04T11:37:37.715642567Z;980;santorsola-phd-4
7.33;20.8;100;3395;2024-09-04T11:57:37.397368136Z;980;santorsola-phd-4
7.33;21.2;100;3393;2024-09-04T12:17:37.686854675Z;980;santorsola-phd-4
7.32;21.4;100;3388;2024-09-04T12:37:37.722192264Z;980;santorsola-phd-4
7.32;21.6;100;3388;2024-09-04T12:57:37.651394335Z;980;santorsola-phd-4
7.32;22;100;3390;2024-09-04T13:17:37.643294704Z;980;santorsola-phd-4
7.32;22.1;100;3388;2024-09-04T13:37:37.632977317Z;980;santorsola-phd-4
7.34;22.6;100;3393;2024-09-04T13:57:37.615917304Z;980;santorsola-phd-4
7.34;22.8;100;3390;2024-09-04T14:17:37.604811117Z;980;santorsola-phd-4
7.34;22.8;100;3388;2024-09-04T14:37:37.593850277Z;980;santorsola-phd-4
7.36;22.7;100;3381;2024-09-04T14:57:37.565548386Z;980;santorsola-phd-4
5.82;20.8;100;3372;2024-09-04T15:17:37.563942152Z;980;santorsola-phd-4
5.76;20.8;100;3374;2024-09-04T15:37:37.551374779Z;980;santorsola-phd-4
5.73;20.8;100;3372;2024-09-04T15:57:37.213234294Z;980;santorsola-phd-4
5.71;20.8;100;3372;2024-09-04T16:17:37.527134893Z;980;santorsola-phd-4
5.7;20.8;100;3370;2024-09-04T16:37:37.497956562Z;980;santorsola-phd-4
5.7;20.8;100;3377;2024-09-04T16:57:37.167392061Z;980;santorsola-phd-4
5.7;20.8;100;3372;2024-09-04T17:17:37.158364209Z;980;santorsola-phd-4
5.7;20.7;100;3370;2024-09-04T17:37:37.158929890Z;980;santorsola-phd-4
5.7;20.6;100;3370;2024-09-04T17:57:37.155679288Z;980;santorsola-phd-4
5.7;20.5;100;3367;2024-09-04T18:17:37.112504235Z;980;santorsola-phd-4
5.71;20.3;100;3370;2024-09-04T18:37:37.360351831Z;980;santorsola-phd-4
5.71;20.2;100;3367;2024-09-04T18:57:37.413562078Z;980;santorsola-phd-4
5.71;20.1;100;3367;2024-09-04T19:17:37.397706750Z;980;santorsola-phd-4
5.72;20;100;3365;2024-09-04T19:37:37.404682995Z;980;santorsola-phd-4
5.72;19.9;100;3370;2024-09-04T19:57:37.364635546Z;980;santorsola-phd-4
5.73;19.7;100;3365;2024-09-04T20:17:37.048911761Z;980;santorsola-phd-4
5.73;19.6;100;3365;2024-09-04T20:37:37.397731116Z;980;santorsola-phd-4
5.73;19.5;100;3365;2024-09-04T20:57:37.341900963Z;980;santorsola-phd-4
5.73;19.4;100;3367;2024-09-04T21:17:37.010416981Z;980;santorsola-phd-4
5.74;19.3;100;3367;2024-09-04T21:37:37.313678025Z;980;santorsola-phd-4
5.74;19.2;100;3372;2024-09-04T21:57:37.315088812Z;980;santorsola-phd-4
5.74;19.1;100;3370;2024-09-04T22:17:37.296330500Z;980;santorsola-phd-4
5.74;19;100;3367;2024-09-04T22:37:36.948914126Z;980;santorsola-phd-4
5.74;18.9;100;3372;2024-09-04T22:57:37.275360878Z;980;santorsola-phd-4
5.74;18.8;100;3367;2024-09-04T23:17:37.328902906Z;980;santorsola-phd-4
5.74;18.7;100;3370;2024-09-04T23:37:37.253212419Z;980;santorsola-phd-4
5.74;18.6;100;3370;2024-09-04T23:57:37.242951271Z;980;santorsola-phd-4
5.74;18.5;100;3370;2024-09-05T00:17:37.241905594Z;980;santorsola-phd-4
5.74;18.4;100;3377;2024-09-05T00:37:37.236443745Z;980;santorsola-phd-4
5.74;18.4;100;3365;2024-09-05T00:57:37.202975858Z;980;santorsola-phd-4
5.74;18.3;100;3370;2024-09-05T01:17:37.189047809Z;980;santorsola-phd-4
5.74;18.2;100;3363;2024-09-05T01:37:37.183328811Z;980;santorsola-phd-4
5.74;18.1;100;3365;2024-09-05T01:57:37.166017950Z;980;santorsola-phd-4
5.73;18;100;3370;2024-09-05T02:17:37.165464016Z;980;santorsola-phd-4
5.73;17.9;100;3367;2024-09-05T02:37:36.827965594Z;980;santorsola-phd-4
5.73;17.9;100;3367;2024-09-05T02:57:36.795351683Z;980;santorsola-phd-4
5.73;17.8;100;3367;2024-09-05T03:17:37.160745021Z;980;santorsola-phd-4
5.73;17.7;100;3367;2024-09-05T03:37:37.163541538Z;980;santorsola-phd-4
5.73;17.7;100;3365;2024-09-05T03:57:37.164771733Z;980;santorsola-phd-4
5.73;17.6;100;3367;2024-09-05T04:17:37.081798428Z;980;santorsola-phd-4
5.73;17.6;100;3367;2024-09-05T04:37:37.079108804Z;980;santorsola-phd-4
5.72;17.5;100;3370;2024-09-05T04:57:36.994499975Z;980;santorsola-phd-4
5.72;17.5;100;3370;2024-09-05T05:17:37.047264342Z;980;santorsola-phd-4
5.72;17.5;100;3370;2024-09-05T05:37:37.032841064Z;980;santorsola-phd-4
5.71;17.5;100;3370;2024-09-05T05:57:37.038264615Z;980;santorsola-phd-4
5.71;17.6;100;3374;2024-09-05T06:17:37.032765674Z;980;santorsola-phd-4
5.7;17.7;100;3377;2024-09-05T06:37:36.999927627Z;980;santorsola-phd-4
5.7;17.7;100;3370;2024-09-05T06:57:36.995009035Z;980;santorsola-phd-4
5.69;17.8;100;3374;2024-09-05T07:17:36.686603271Z;980;santorsola-phd-4
5.69;17.8;100;3370;2024-09-05T07:37:36.684165474Z;980;santorsola-phd-4
5.68;17.8;100;3370;2024-09-05T07:57:36.877925538Z;980;santorsola-phd-4
5.68;17.7;100;3377;2024-09-05T08:17:37.417414662Z;980;santorsola-phd-4
5.68;17.7;100;3367;2024-09-05T08:37:36.917015071Z;980;santorsola-phd-4
5.68;17.7;100;3372;2024-09-05T08:57:36.598447321Z;980;santorsola-phd-4
5.68;17.8;100;3374;2024-09-05T09:17:36.897944036Z;980;santorsola-phd-4
5.67;17.9;100;3370;2024-09-05T09:37:36.942503402Z;980;santorsola-phd-4
5.67;17.9;100;3374;2024-09-05T09:57:36.679727884Z;980;santorsola-phd-4
