dewpoint;batteryValue;temperature;humidity;vaporPressureDeficit;batteryLevel;receivedAt;device;providerDeviceId
11.8;3624;20.3;58.3;0.99;100;2025-04-03T10:19:45.113360399Z;1632;santorsola-thrd-21
10.9;3624;17.7;64.4;0.72;100;2025-04-17T13:46:03.916149933Z;1632;santorsola-thrd-21
10.4;3624;17.2;64.5;0.7;100;2025-04-17T13:47:32.694237787Z;1632;santorsola-thrd-21
8.8;3624;15.3;65.6;0.6;100;2025-04-17T14:07:31.056644245Z;1632;santorsola-thrd-21
10;3624;14.5;74.7;0.42;100;2025-04-17T14:27:30.797629912Z;1632;santorsola-thrd-21
9.5;3624;13.4;77.3;0.35;100;2025-04-17T14:47:30.568710971Z;1632;santorsola-thrd-21
10;3624;13.2;81.1;0.29;100;2025-04-17T15:07:30.329551501Z;1632;santorsola-thrd-21
9.5;3624;13.4;77.5;0.35;100;2025-04-17T15:27:30.106703105Z;1632;santorsola-thrd-21
9.8;3624;13.1;80.3;0.3;100;2025-04-17T15:47:29.876676683Z;1632;santorsola-thrd-21
9.3;3624;12;83.6;0.23;100;2025-04-17T16:07:29.644236342Z;1632;santorsola-thrd-21
9.4;3618;11.1;89.1;0.14;100;2025-04-17T16:27:29.437521026Z;1632;santorsola-thrd-21
9.1;3624;10.7;90.1;0.13;100;2025-04-17T16:47:29.197657435Z;1632;santorsola-thrd-21
8.7;3624;10.2;90.7;0.12;100;2025-04-17T17:07:28.973754763Z;1632;santorsola-thrd-21
8.6;3624;10;91.1;0.11;100;2025-04-17T17:27:28.748632847Z;1632;santorsola-thrd-21
8.6;3624;9.9;91.5;0.1;100;2025-04-17T17:47:28.528751350Z;1632;santorsola-thrd-21
8.7;3618;9.8;93.1;0.08;100;2025-04-17T18:07:28.298134358Z;1632;santorsola-thrd-21
8.5;3618;9.6;93;0.08;100;2025-04-17T18:27:28.091909976Z;1632;santorsola-thrd-21
8.2;3624;9.5;91.7;0.1;100;2025-04-17T18:47:27.849976466Z;1632;santorsola-thrd-21
8.4;3624;9.5;93.1;0.08;100;2025-04-17T19:07:27.648639532Z;1632;santorsola-thrd-21
8.4;3618;9.4;93.3;0.08;100;2025-04-17T19:27:27.411725578Z;1632;santorsola-thrd-21
8.5;3618;9.4;94.1;0.07;100;2025-04-17T19:47:27.197413484Z;1632;santorsola-thrd-21
8.4;3624;9.2;94.9;0.06;100;2025-04-17T20:07:26.959947697Z;1632;santorsola-thrd-21
8.4;3624;9.2;94.7;0.06;100;2025-04-17T20:27:26.745827256Z;1632;santorsola-thrd-21
8.4;3618;9.2;94.7;0.06;100;2025-04-17T20:47:26.518702496Z;1632;santorsola-thrd-21
8.5;3624;9.2;95.6;0.05;100;2025-04-17T21:07:26.301334756Z;1632;santorsola-thrd-21
8.5;3618;9.2;95.5;0.05;100;2025-04-17T21:27:26.078713618Z;1632;santorsola-thrd-21
8.4;3618;9.1;95.6;0.05;100;2025-04-17T21:47:25.858703213Z;1632;santorsola-thrd-21
8.4;3618;9;96.1;0.04;100;2025-04-17T22:07:25.634031720Z;1632;santorsola-thrd-21
8.4;3624;9;96.2;0.04;100;2025-04-17T22:27:25.414100611Z;1632;santorsola-thrd-21
8.4;3618;9;96.3;0.04;100;2025-04-17T22:47:25.193556542Z;1632;santorsola-thrd-21
8.5;3624;9;96.6;0.04;100;2025-04-17T23:07:25.009711314Z;1632;santorsola-thrd-21
8.5;3624;9;96.7;0.04;100;2025-04-17T23:27:24.755671573Z;1632;santorsola-thrd-21
8.2;3618;8.9;95.6;0.05;100;2025-04-17T23:47:24.530832397Z;1632;santorsola-thrd-21
8.2;3624;8.9;95.6;0.05;100;2025-04-18T00:07:24.313109504Z;1632;santorsola-thrd-21
8.2;3618;8.7;96.6;0.04;100;2025-04-18T00:27:24.086299252Z;1632;santorsola-thrd-21
8.3;3618;8.7;97.1;0.03;100;2025-04-18T00:47:23.867874094Z;1632;santorsola-thrd-21
8.3;3618;8.7;97.3;0.03;100;2025-04-18T01:07:23.655142039Z;1632;santorsola-thrd-21
8.3;3618;8.6;97.7;0.03;100;2025-04-18T01:27:23.418443484Z;1632;santorsola-thrd-21
8;3618;8.3;98;0.02;100;2025-04-18T01:47:23.204327766Z;1632;santorsola-thrd-21
8.2;3624;8.5;98.3;0.02;100;2025-04-18T02:07:22.973918492Z;1632;santorsola-thrd-21
8.3;3618;8.5;98.4;0.02;100;2025-04-18T02:27:22.750228060Z;1632;santorsola-thrd-21
8.2;3618;8.4;98.4;0.02;100;2025-04-18T02:47:22.532814018Z;1632;santorsola-thrd-21
8.1;3618;8.3;98.5;0.02;100;2025-04-18T03:07:22.308889372Z;1632;santorsola-thrd-21
7.8;3618;8;98.6;0.02;100;2025-04-18T03:27:22.085695818Z;1632;santorsola-thrd-21
7.9;3624;8.1;98.7;0.01;100;2025-04-18T03:47:21.866673821Z;1632;santorsola-thrd-21
7.5;3618;7.7;98.6;0.01;100;2025-04-18T04:07:21.647890112Z;1632;santorsola-thrd-21
7.8;3618;8;98.7;0.01;100;2025-04-18T04:27:21.421993838Z;1632;santorsola-thrd-21
8.2;3618;8.4;98.8;0.01;100;2025-04-18T04:47:21.199271265Z;1632;santorsola-thrd-21
8.3;3624;8.6;97.7;0.03;100;2025-04-18T05:07:20.984554255Z;1632;santorsola-thrd-21
8.3;3618;8.7;97.3;0.03;100;2025-04-18T05:27:20.760543928Z;1632;santorsola-thrd-21
8.8;3618;9.7;94.3;0.07;100;2025-04-18T05:47:20.551088654Z;1632;santorsola-thrd-21
9;3624;10.4;91.4;0.11;100;2025-04-18T06:07:20.316014887Z;1632;santorsola-thrd-21
9.1;3624;10.9;88.5;0.15;100;2025-04-18T06:27:20.088626488Z;1632;santorsola-thrd-21
11.1;3624;15.1;77;0.39;100;2025-04-18T06:47:19.872074549Z;1632;santorsola-thrd-21
9.5;3624;13.3;77.8;0.34;100;2025-04-18T07:07:19.648996851Z;1632;santorsola-thrd-21
10.2;3624;18.4;58.9;0.87;100;2025-04-18T07:27:19.417375803Z;1632;santorsola-thrd-21
10.8;3630;19.6;57;0.98;100;2025-04-18T07:47:19.190300989Z;1632;santorsola-thrd-21
11.8;3630;22.4;51.1;1.32;100;2025-04-18T08:07:18.950656774Z;1632;santorsola-thrd-21
9.2;3630;15.8;65.1;0.63;100;2025-04-18T08:27:18.720820351Z;1632;santorsola-thrd-21
8.6;3624;14.7;67;0.55;100;2025-04-18T08:47:18.477871651Z;1632;santorsola-thrd-21
12.3;3630;21.7;55.4;1.16;100;2025-04-18T09:07:18.253187995Z;1632;santorsola-thrd-21
9;3630;16.2;62.6;0.69;100;2025-04-18T09:27:18.032649675Z;1632;santorsola-thrd-21
9.8;3624;16.3;65.6;0.64;100;2025-04-18T09:47:17.804703112Z;1632;santorsola-thrd-21
9.5;3624;17.1;61.2;0.76;100;2025-04-18T10:07:17.574350653Z;1632;santorsola-thrd-21
9.9;3624;17.2;62.3;0.74;100;2025-04-18T10:27:17.347934100Z;1632;santorsola-thrd-21
10.8;3630;19.9;56.1;1.02;100;2025-04-18T10:47:17.117239901Z;1632;santorsola-thrd-21
8.3;3624;18.9;50.3;1.09;100;2025-04-18T11:07:16.880028981Z;1632;santorsola-thrd-21
12.3;3630;21.5;55.9;1.13;100;2025-04-18T11:27:16.655930476Z;1632;santorsola-thrd-21
10.7;3630;26.6;36.9;2.2;100;2025-04-18T11:47:16.412504441Z;1632;santorsola-thrd-21
10.3;3630;26.7;35.9;2.25;100;2025-04-18T12:07:16.179778538Z;1632;santorsola-thrd-21
12.4;3630;27.6;38.9;2.26;100;2025-04-18T12:27:15.947201750Z;1632;santorsola-thrd-21
9.3;3630;19.2;53;1.05;100;2025-04-18T12:47:15.730923836Z;1632;santorsola-thrd-21
10.1;3630;18.1;59.7;0.84;100;2025-04-18T13:07:15.494810313Z;1632;santorsola-thrd-21
11.8;3630;23.9;46.7;1.58;100;2025-04-18T13:27:15.262293123Z;1632;santorsola-thrd-21
11.3;3630;21.6;51.9;1.24;100;2025-04-18T13:47:15.038077583Z;1632;santorsola-thrd-21
10;3624;17.9;60.1;0.82;100;2025-04-18T14:07:14.785991566Z;1632;santorsola-thrd-21
10.3;3630;18.3;59.7;0.85;100;2025-04-18T14:27:14.567414027Z;1632;santorsola-thrd-21
8.9;3624;17.7;56.4;0.88;100;2025-04-18T14:47:14.338310597Z;1632;santorsola-thrd-21
9.8;3630;17.1;62.2;0.74;100;2025-04-18T15:07:14.114865566Z;1632;santorsola-thrd-21
9.4;3624;16.2;64.2;0.66;100;2025-04-18T15:27:13.896331719Z;1632;santorsola-thrd-21
11.6;3624;12.6;94;0.09;100;2025-04-18T15:47:13.639983549Z;1632;santorsola-thrd-21
12.1;3624;13.1;93.9;0.09;100;2025-04-18T16:07:13.429598660Z;1632;santorsola-thrd-21
11.8;3624;12.7;94.3;0.08;100;2025-04-18T16:27:13.196159238Z;1632;santorsola-thrd-21
11.6;3624;12.4;94.7;0.08;100;2025-04-18T16:47:12.968945670Z;1632;santorsola-thrd-21
11.4;3624;12.2;95.2;0.07;100;2025-04-18T17:07:12.730549416Z;1632;santorsola-thrd-21
11.3;3624;12;95.6;0.06;100;2025-04-18T17:27:12.529144582Z;1632;santorsola-thrd-21
11.1;3624;11.7;96.2;0.05;100;2025-04-18T17:47:12.282090415Z;1632;santorsola-thrd-21
10.9;3624;11.5;95.9;0.06;100;2025-04-18T18:07:12.058717821Z;1632;santorsola-thrd-21
10.8;3618;11.4;96.3;0.05;100;2025-04-18T18:27:11.844949210Z;1632;santorsola-thrd-21
10.9;3624;11.4;96.9;0.04;100;2025-04-18T18:47:11.618545643Z;1632;santorsola-thrd-21
10.9;3624;11.4;96.8;0.04;100;2025-04-18T19:07:11.398859333Z;1632;santorsola-thrd-21
10.7;3624;11.2;96.9;0.04;100;2025-04-18T19:27:11.168468854Z;1632;santorsola-thrd-21
10.6;3624;11.1;96.9;0.04;100;2025-04-18T19:47:10.948935642Z;1632;santorsola-thrd-21
10.7;3618;11.1;97.2;0.04;100;2025-04-18T20:07:10.705426936Z;1632;santorsola-thrd-21
10.7;3624;11.1;97.2;0.04;100;2025-04-18T20:27:10.506124871Z;1632;santorsola-thrd-21
10.6;3618;11;97.4;0.03;100;2025-04-18T20:47:10.258624034Z;1632;santorsola-thrd-21
10.5;3624;10.9;97.2;0.04;100;2025-04-18T21:07:10.052741777Z;1632;santorsola-thrd-21
10.4;3624;10.8;97.6;0.03;100;2025-04-18T21:27:09.838147573Z;1632;santorsola-thrd-21
10.4;3624;10.9;96.6;0.04;100;2025-04-18T21:47:09.597787786Z;1632;santorsola-thrd-21
9.7;3624;11;92;0.11;100;2025-04-18T22:07:09.367314423Z;1632;santorsola-thrd-21
9.4;3624;10.9;90.7;0.12;100;2025-04-18T22:27:09.149741692Z;1632;santorsola-thrd-21
9.4;3618;10.8;91.3;0.11;100;2025-04-18T22:47:08.917934039Z;1632;santorsola-thrd-21
9.1;3624;10.9;88.7;0.15;100;2025-04-18T23:07:08.691543695Z;1632;santorsola-thrd-21
9.2;3624;10.8;90;0.13;100;2025-04-18T23:27:08.469598372Z;1632;santorsola-thrd-21
9;3624;10.8;88.9;0.14;100;2025-04-18T23:47:08.262875930Z;1632;santorsola-thrd-21
9.2;3624;10.5;91.8;0.1;100;2025-04-19T00:07:08.036608432Z;1632;santorsola-thrd-21
8.9;3618;10.7;88.5;0.15;100;2025-04-19T00:27:07.815059566Z;1632;santorsola-thrd-21
9.1;3624;10.5;91.1;0.11;100;2025-04-19T00:47:07.584391746Z;1632;santorsola-thrd-21
9;3624;10.4;91.4;0.11;100;2025-04-19T01:07:07.356975798Z;1632;santorsola-thrd-21
9.1;3624;10.4;91.9;0.1;100;2025-04-19T01:27:07.136422966Z;1632;santorsola-thrd-21
9.1;3618;10.3;92.3;0.1;100;2025-04-19T01:47:06.913236290Z;1632;santorsola-thrd-21
9;3618;10.4;91.3;0.11;100;2025-04-19T02:07:06.687853662Z;1632;santorsola-thrd-21
8.9;3624;10.3;91.4;0.11;100;2025-04-19T02:27:06.467618712Z;1632;santorsola-thrd-21
9;3618;10.3;91.9;0.1;100;2025-04-19T02:47:06.247654295Z;1632;santorsola-thrd-21
9;3618;10.2;92.4;0.09;100;2025-04-19T03:07:06.017268950Z;1632;santorsola-thrd-21
