dewpoint;vaporPressureDeficit;batteryValue;temperature;humidity;batteryLevel;receivedAt;device;providerDeviceId
18.9;0.69;3681;23.4;76.1;100;2025-06-13T19:15:39.156444600Z;551;santorsola-thrd-5
18.9;0.65;3681;23.1;77.1;100;2025-06-13T19:35:39.049685977Z;551;santorsola-thrd-5
18.7;0.65;3681;23;77;100;2025-06-13T19:55:39.094073434Z;551;santorsola-thrd-5
18.6;0.63;3681;22.8;77.2;100;2025-06-13T20:15:38.758546908Z;551;santorsola-thrd-5
18.5;0.63;3681;22.7;77.1;100;2025-06-13T20:35:39.063419144Z;551;santorsola-thrd-5
18.4;0.54;3683;22.1;79.7;100;2025-06-13T20:55:38.985229244Z;551;santorsola-thrd-5
18.4;0.48;3683;21.7;81.4;100;2025-06-13T21:15:39.016099149Z;551;santorsola-thrd-5
18.3;0.47;3683;21.6;81.8;100;2025-06-13T21:35:39.006248099Z;551;santorsola-thrd-5
18.2;0.43;3681;21.2;82.9;100;2025-06-13T21:55:38.991901874Z;551;santorsola-thrd-5
18;0.45;3683;21.2;82.2;100;2025-06-13T22:15:38.978839815Z;551;santorsola-thrd-5
18;0.43;3683;21.1;82.8;100;2025-06-13T22:35:38.956371948Z;551;santorsola-thrd-5
18;0.42;3683;21;83;100;2025-06-13T22:55:38.935796281Z;551;santorsola-thrd-5
17.9;0.4;3683;20.8;83.7;100;2025-06-13T23:15:38.915468313Z;551;santorsola-thrd-5
17.8;0.33;3683;20.2;86.2;100;2025-06-13T23:35:38.901973369Z;551;santorsola-thrd-5
17.6;0.29;3683;19.8;87.4;100;2025-06-13T23:55:38.875266485Z;551;santorsola-thrd-5
17.4;0.23;3683;19.2;89.6;100;2025-06-14T00:15:38.858900515Z;551;santorsola-thrd-5
17.5;0.2;3683;19;90.9;100;2025-06-14T00:35:38.835113875Z;551;santorsola-thrd-5
17.4;0.22;3683;19.1;90.2;100;2025-06-14T00:55:38.837691686Z;551;santorsola-thrd-5
17.3;0.19;3683;18.8;91.2;100;2025-06-14T01:15:38.795470876Z;551;santorsola-thrd-5
17.1;0.14;3683;18.2;93.3;100;2025-06-14T01:35:38.790069209Z;551;santorsola-thrd-5
16.7;0.11;3683;17.6;94.4;100;2025-06-14T01:55:38.760308042Z;551;santorsola-thrd-5
17;0.11;3683;17.9;94.5;100;2025-06-14T02:15:38.690551342Z;551;santorsola-thrd-5
16.8;0.09;3683;17.5;95.7;100;2025-06-14T02:35:38.728988457Z;551;santorsola-thrd-5
16.3;0.08;3686;17;95.7;100;2025-06-14T02:55:38.710967484Z;551;santorsola-thrd-5
16.4;0.07;3683;17;96.3;100;2025-06-14T03:15:38.628646662Z;551;santorsola-thrd-5
16.4;0.07;3686;17;96.3;100;2025-06-14T03:35:38.674068937Z;551;santorsola-thrd-5
16.5;0.08;3683;17.1;96.1;100;2025-06-14T03:55:38.678303271Z;551;santorsola-thrd-5
16.8;0.11;3683;17.7;94.8;100;2025-06-14T04:15:38.641070515Z;551;santorsola-thrd-5
17.3;0.15;3683;18.4;93.1;100;2025-06-14T04:35:38.639247915Z;551;santorsola-thrd-5
18;0.22;3686;19.6;90.5;100;2025-06-14T04:55:38.546089752Z;551;santorsola-thrd-5
19;0.36;3683;21.5;85.9;100;2025-06-14T05:15:38.578421573Z;551;santorsola-thrd-5
19.3;0.58;3683;23.1;79.5;100;2025-06-14T05:35:38.570599819Z;551;santorsola-thrd-5
19.9;0.68;3683;24.1;77.3;100;2025-06-14T05:55:38.228913743Z;551;santorsola-thrd-5
20.2;0.77;3675;24.9;75.4;100;2025-06-14T06:15:38.541752609Z;551;santorsola-thrd-5
20.3;0.94;3683;25.8;71.8;100;2025-06-14T06:35:38.535682045Z;551;santorsola-thrd-5
21;1.19;3683;27.5;67.6;100;2025-06-14T06:55:38.206351784Z;551;santorsola-thrd-5
21.7;1.34;3683;28.7;65.9;100;2025-06-14T07:15:38.517731046Z;551;santorsola-thrd-5
21.9;1.48;3683;29.4;64;100;2025-06-14T07:35:38.453067674Z;551;santorsola-thrd-5
21.8;1.63;3683;30;61.6;100;2025-06-14T07:55:38.520684591Z;551;santorsola-thrd-5
22.3;1.98;3681;31.7;57.6;100;2025-06-14T08:15:38.522958942Z;551;santorsola-thrd-5
23.4;2.16;3683;33;57;100;2025-06-14T08:35:38.556141054Z;551;santorsola-thrd-5
23;2.18;3681;32.8;56.2;100;2025-06-14T08:55:38.232077519Z;551;santorsola-thrd-5
22.6;2.52;3683;33.8;52;100;2025-06-14T09:15:38.555105584Z;551;santorsola-thrd-5
22.9;2.72;3681;34.6;50.5;100;2025-06-14T09:35:38.546913874Z;551;santorsola-thrd-5
23.7;2.7;3681;35;51.9;100;2025-06-14T09:55:38.547399419Z;551;santorsola-thrd-5
22.9;2.9;3681;35.2;49;100;2025-06-14T10:15:38.543349925Z;551;santorsola-thrd-5
23.8;3.05;3681;36.1;49;100;2025-06-14T10:35:38.496609440Z;551;santorsola-thrd-5
23.9;3.1;3683;36.3;48.7;100;2025-06-14T10:55:38.559464099Z;551;santorsola-thrd-5
24.2;3.17;3681;36.7;48.7;100;2025-06-14T11:15:38.574204729Z;551;santorsola-thrd-5
23.9;3.19;3681;36.6;48.1;100;2025-06-14T11:35:38.573778310Z;551;santorsola-thrd-5
24.7;3.12;3681;36.8;49.7;100;2025-06-14T11:55:38.738349346Z;551;santorsola-thrd-5
24.9;3.36;3681;37.6;48.2;100;2025-06-14T12:15:38.267765362Z;551;santorsola-thrd-5
25.1;3.68;3681;38.6;46.2;100;2025-06-14T12:35:38.614331050Z;551;santorsola-thrd-5
23.4;3.38;3681;36.9;45.9;100;2025-06-14T12:55:38.620567717Z;551;santorsola-thrd-5
23.6;2.36;3678;33.8;55.1;100;2025-06-14T13:15:38.635195609Z;551;santorsola-thrd-5
24.3;2.45;3678;34.5;55.2;100;2025-06-14T13:35:38.648762275Z;551;santorsola-thrd-5
24.1;2.29;3678;33.9;56.7;100;2025-06-14T13:55:38.648855792Z;551;santorsola-thrd-5
22.2;1.98;3678;31.6;57.5;100;2025-06-14T14:15:38.656760945Z;551;santorsola-thrd-5
20.8;1.58;3678;29.1;60.8;100;2025-06-14T14:35:38.329535600Z;551;santorsola-thrd-5
18;1.52;3678;27.1;57.5;100;2025-06-14T14:55:38.302605625Z;551;santorsola-thrd-5
16.1;1.25;3681;24.5;59.5;100;2025-06-14T15:15:38.649989311Z;551;santorsola-thrd-5
15.4;1.09;3681;23.2;61.6;100;2025-06-14T15:35:38.606231006Z;551;santorsola-thrd-5
15.9;1;3681;23;64.5;100;2025-06-14T15:55:38.578065478Z;551;santorsola-thrd-5
16.3;0.78;3681;22;70.4;100;2025-06-14T16:15:38.572038958Z;551;santorsola-thrd-5
15.9;0.78;3683;21.7;69.9;100;2025-06-14T16:35:38.476552342Z;551;santorsola-thrd-5
16.2;0.72;3683;21.5;72.1;100;2025-06-14T16:55:38.518889690Z;551;santorsola-thrd-5
17.8;0.4;3683;20.7;83.6;100;2025-06-14T17:15:38.509356767Z;551;santorsola-thrd-5
18.3;0.35;3683;20.8;85.8;100;2025-06-14T17:35:38.495597682Z;551;santorsola-thrd-5
18.7;0.3;3683;20.8;87.9;100;2025-06-14T17:55:38.485434074Z;551;santorsola-thrd-5
19.1;0.23;3683;20.7;90.4;100;2025-06-14T18:15:38.391588234Z;551;santorsola-thrd-5
18.7;0.24;3683;20.4;90.1;100;2025-06-14T18:35:38.368930891Z;551;santorsola-thrd-5
18.5;0.17;3683;19.7;92.7;100;2025-06-14T18:55:38.427712691Z;551;santorsola-thrd-5
18.3;0.13;3683;19.3;94.1;100;2025-06-14T19:15:38.411715632Z;551;santorsola-thrd-5
18.3;0.15;3683;19.4;93.3;100;2025-06-14T19:35:38.383733340Z;551;santorsola-thrd-5
18.1;0.15;3683;19.3;93.1;100;2025-06-14T19:55:38.049280746Z;551;santorsola-thrd-5
17.8;0.16;3683;19;92.8;100;2025-06-14T20:15:38.281366750Z;551;santorsola-thrd-5
17.6;0.13;3683;18.6;94;100;2025-06-14T20:35:38.327645303Z;551;santorsola-thrd-5
17.5;0.12;3686;18.4;94.5;100;2025-06-14T20:55:38.329692554Z;551;santorsola-thrd-5
17.5;0.12;3681;18.4;94.4;100;2025-06-14T21:15:38.287122967Z;551;santorsola-thrd-5
16.2;0.39;3683;19.3;82.5;100;2025-06-14T21:35:38.271714598Z;551;santorsola-thrd-5
15.9;0.41;3681;19.1;81.6;100;2025-06-14T21:55:38.260759660Z;551;santorsola-thrd-5
15.3;0.45;3683;19;79.4;100;2025-06-14T22:15:38.238074889Z;551;santorsola-thrd-5
15.1;0.43;3686;18.6;80;100;2025-06-14T22:35:38.223275754Z;551;santorsola-thrd-5
14.7;0.35;3683;17.7;82.7;100;2025-06-14T22:55:37.870235234Z;551;santorsola-thrd-5
14.3;0.35;3683;17.3;82.4;100;2025-06-14T23:15:38.111707159Z;551;santorsola-thrd-5
14.1;0.29;3683;16.7;85;100;2025-06-14T23:35:37.845761761Z;551;santorsola-thrd-5
14;0.22;3686;16;88;100;2025-06-14T23:55:38.145743863Z;551;santorsola-thrd-5
14.6;0.2;3683;16.4;89.1;100;2025-06-15T00:15:38.119244917Z;551;santorsola-thrd-5
14.8;0.12;3683;15.9;93.5;100;2025-06-15T00:35:38.038655014Z;551;santorsola-thrd-5
14.9;0.14;3686;16.1;92.5;100;2025-06-15T00:55:38.084189488Z;551;santorsola-thrd-5
14.6;0.08;3686;15.4;95.2;100;2025-06-15T01:15:38.075319674Z;551;santorsola-thrd-5
14.4;0.1;3686;15.3;94.3;100;2025-06-15T01:35:38.061286367Z;551;santorsola-thrd-5
14.4;0.07;3686;15;96.1;100;2025-06-15T01:55:37.724295957Z;551;santorsola-thrd-5
14.4;0.09;3686;15.2;94.8;100;2025-06-15T02:15:38.013508771Z;551;santorsola-thrd-5
13.7;0.08;3686;14.5;95.1;100;2025-06-15T02:35:38.003595691Z;551;santorsola-thrd-5
13.5;0.07;3683;14.2;95.4;100;2025-06-15T02:55:37.975854484Z;551;santorsola-thrd-5
13.9;0.06;3686;14.5;96.3;100;2025-06-15T03:15:37.968928378Z;551;santorsola-thrd-5
13.4;0.08;3683;14.2;95.1;100;2025-06-15T03:35:37.948797985Z;551;santorsola-thrd-5
14.1;0.05;3683;14.6;96.7;100;2025-06-15T03:55:37.887159968Z;551;santorsola-thrd-5
14.6;0.1;3686;15.6;94.1;100;2025-06-15T04:15:37.916501482Z;551;santorsola-thrd-5
15.3;0.11;3686;16.3;93.9;100;2025-06-15T04:35:37.572630195Z;551;santorsola-thrd-5
15.8;0.19;3686;17.4;90.5;100;2025-06-15T04:55:37.873098573Z;551;santorsola-thrd-5
16.8;0.34;3686;19.4;84.9;100;2025-06-15T05:15:37.862628579Z;551;santorsola-thrd-5
17.6;0.63;3686;22;76.2;100;2025-06-15T05:35:37.848407968Z;551;santorsola-thrd-5
17.5;0.92;3683;23.7;68.5;100;2025-06-15T05:55:37.830325997Z;551;santorsola-thrd-5
17.8;1.02;3683;24.4;66.7;100;2025-06-15T06:15:37.509968368Z;551;santorsola-thrd-5
17.4;1.18;3675;25;62.6;100;2025-06-15T06:35:37.823849606Z;551;santorsola-thrd-5
17.7;1.34;3683;26;60.1;100;2025-06-15T06:55:37.501630092Z;551;santorsola-thrd-5
17.4;1.58;3683;27;55.8;100;2025-06-15T07:15:37.770039542Z;551;santorsola-thrd-5
18.4;1.61;3683;27.8;56.8;100;2025-06-15T07:35:37.807067741Z;551;santorsola-thrd-5
18.4;1.92;3683;29.1;52.4;100;2025-06-15T07:55:37.800566459Z;551;santorsola-thrd-5
18.8;2.07;3683;30;51.2;100;2025-06-15T08:15:37.820744095Z;551;santorsola-thrd-5
19.3;2.18;3683;30.7;50.7;100;2025-06-15T08:35:37.805059424Z;551;santorsola-thrd-5
19.8;2.37;3683;31.7;49.2;100;2025-06-15T08:55:37.739527490Z;551;santorsola-thrd-5
19.4;2.64;3683;32.5;46;100;2025-06-15T09:15:37.814803647Z;551;santorsola-thrd-5
20.5;2.66;3683;33.1;47.5;100;2025-06-15T09:35:37.903610003Z;551;santorsola-thrd-5
21.4;2.69;3683;33.7;48.5;100;2025-06-15T09:55:37.825772521Z;551;santorsola-thrd-5
20.5;3.01;3681;34.3;44.4;100;2025-06-15T10:15:37.770283495Z;551;santorsola-thrd-5
21.8;3.15;3683;35.4;45.2;100;2025-06-15T10:35:37.831037127Z;551;santorsola-thrd-5
21.4;3.28;3683;35.6;43.6;100;2025-06-15T10:55:37.837115195Z;551;santorsola-thrd-5
21.7;3.2;3683;35.5;44.6;100;2025-06-15T11:15:37.837145148Z;551;santorsola-thrd-5
21.2;3.45;3683;36;42;100;2025-06-15T11:35:37.917421909Z;551;santorsola-thrd-5
21.5;3.4;3681;36;42.8;100;2025-06-15T11:55:37.866448348Z;551;santorsola-thrd-5
23.1;3.23;3681;36.3;46.5;100;2025-06-15T12:15:37.854917773Z;551;santorsola-thrd-5
22;3.61;3681;36.9;42.1;100;2025-06-15T12:35:37.872851995Z;551;santorsola-thrd-5
20.6;3.57;3681;36.1;40.3;100;2025-06-15T12:55:37.878403642Z;551;santorsola-thrd-5
21.8;3.34;3681;36;43.7;100;2025-06-15T13:15:37.904773634Z;551;santorsola-thrd-5
21;3.4;3681;35.8;42.1;100;2025-06-15T13:35:37.912321604Z;551;santorsola-thrd-5
21.8;3.21;3681;35.6;44.7;100;2025-06-15T13:55:37.974131007Z;551;santorsola-thrd-5
22.5;3.33;3681;36.3;44.8;100;2025-06-15T14:15:37.947166291Z;551;santorsola-thrd-5
19.9;2.17;3678;31;51.7;100;2025-06-15T14:35:37.943966804Z;551;santorsola-thrd-5
20.9;1.7;3678;29.7;59.2;100;2025-06-15T14:55:37.933002592Z;551;santorsola-thrd-5
23;1.95;3681;32;59;100;2025-06-15T15:15:37.924569785Z;551;santorsola-thrd-5
22.7;3.17;3681;35.9;46.3;100;2025-06-15T15:35:37.917679042Z;551;santorsola-thrd-5
21.8;2.54;3681;33.4;50.7;100;2025-06-15T15:55:37.942078840Z;551;santorsola-thrd-5
23;1.79;3678;31.4;61.1;100;2025-06-15T16:15:37.922318626Z;551;santorsola-thrd-5
21.3;2.62;3681;33.4;49.1;100;2025-06-15T16:35:37.933000026Z;551;santorsola-thrd-5
22;2.29;3681;32.6;53.5;100;2025-06-15T16:55:37.928442124Z;551;santorsola-thrd-5
21.4;1.69;3681;30;60.1;100;2025-06-15T17:15:37.923866148Z;551;santorsola-thrd-5
20.4;1.43;3678;28.2;62.5;100;2025-06-15T17:35:37.915475458Z;551;santorsola-thrd-5
19.7;1.21;3681;26.7;65.4;100;2025-06-15T17:55:37.896260370Z;551;santorsola-thrd-5
20.4;0.96;3681;26;71.5;100;2025-06-15T18:15:37.874807125Z;551;santorsola-thrd-5
19.8;0.95;3683;25.5;70.9;100;2025-06-15T18:35:37.549845481Z;551;santorsola-thrd-5
19.5;0.81;3681;24.5;73.7;100;2025-06-15T18:55:37.852015103Z;551;santorsola-thrd-5
19;0.82;3683;24.2;72.8;100;2025-06-15T19:15:37.840826015Z;551;santorsola-thrd-5
18.8;0.67;3683;23.2;76.6;100;2025-06-15T19:35:37.819364719Z;551;santorsola-thrd-5
18.8;0.75;3683;23.6;74.4;100;2025-06-15T19:55:37.804645466Z;551;santorsola-thrd-5
18.7;0.65;3683;23;76.8;100;2025-06-15T20:15:37.773125812Z;551;santorsola-thrd-5
18.7;0.74;3683;23.5;74.6;100;2025-06-15T20:35:37.761645317Z;551;santorsola-thrd-5
18.8;0.76;3683;23.7;74.2;100;2025-06-15T20:55:37.437567Z;551;santorsola-thrd-5
18.8;0.57;3683;22.6;79.3;100;2025-06-15T21:15:37.725871050Z;551;santorsola-thrd-5
18.9;0.61;3683;22.9;78.2;100;2025-06-15T21:35:37.714622527Z;551;santorsola-thrd-5
19;0.68;3683;23.4;76.3;100;2025-06-15T21:55:37.693671675Z;551;santorsola-thrd-5
17.8;0.77;3683;23;72.6;100;2025-06-15T22:15:37.611628817Z;551;santorsola-thrd-5
17.3;0.77;3683;22.6;72.1;100;2025-06-15T22:35:37.659060230Z;551;santorsola-thrd-5
16.6;0.79;3683;22.2;70.6;100;2025-06-15T22:55:37.672104825Z;551;santorsola-thrd-5
16.7;0.73;3683;21.9;72.4;100;2025-06-15T23:15:37.312109911Z;551;santorsola-thrd-5
16.6;0.62;3683;21.2;75.3;100;2025-06-15T23:35:37.599152061Z;551;santorsola-thrd-5
16.8;0.56;3686;20.9;77.3;100;2025-06-15T23:55:37.515284689Z;551;santorsola-thrd-5
18.3;0.26;3686;20.2;89;100;2025-06-16T00:15:37.503909417Z;551;santorsola-thrd-5
18.1;0.16;3683;19.3;92.7;100;2025-06-16T00:35:37.557492699Z;551;santorsola-thrd-5
17.8;0.13;3686;18.8;93.8;100;2025-06-16T00:55:37.481884043Z;551;santorsola-thrd-5
17.3;0.11;3683;18.2;94.6;100;2025-06-16T01:15:37.512893359Z;551;santorsola-thrd-5
17.4;0.11;3683;18.2;94.9;100;2025-06-16T01:35:37.493592209Z;551;santorsola-thrd-5
17.3;0.1;3683;18.1;95.3;100;2025-06-16T01:55:37.476311174Z;551;santorsola-thrd-5
17.1;0.1;3686;17.9;95.3;100;2025-06-16T02:15:37.453345304Z;551;santorsola-thrd-5
16.8;0.08;3683;17.4;96;100;2025-06-16T02:35:37.445421664Z;551;santorsola-thrd-5
16.5;0.07;3686;17.1;96.5;100;2025-06-16T02:55:37.420869365Z;551;santorsola-thrd-5
16.5;0.07;3686;17.1;96.4;100;2025-06-16T03:15:37.400258797Z;551;santorsola-thrd-5
16.3;0.07;3683;16.9;96.5;100;2025-06-16T03:35:37.412773644Z;551;santorsola-thrd-5
16.3;0.07;3686;16.9;96.5;100;2025-06-16T03:55:37.362442657Z;551;santorsola-thrd-5
16.3;0.09;3686;17;95.4;100;2025-06-16T04:15:37.346482369Z;551;santorsola-thrd-5
16.4;0.1;3686;17.2;94.9;100;2025-06-16T04:35:37.331838047Z;551;santorsola-thrd-5
17.6;0.14;3686;18.7;93.3;100;2025-06-16T04:55:37.314345196Z;551;santorsola-thrd-5
17.1;0.2;3686;18.7;90.7;100;2025-06-16T05:15:37.288904613Z;551;santorsola-thrd-5
17.5;0.28;3683;19.6;87.8;100;2025-06-16T05:35:37.272339200Z;551;santorsola-thrd-5
18;0.36;3686;20.6;85.1;100;2025-06-16T05:55:36.937160492Z;551;santorsola-thrd-5
18;0.48;3686;21.4;81.3;100;2025-06-16T06:15:37.239492518Z;551;santorsola-thrd-5
18.5;0.59;3686;22.5;78.4;100;2025-06-16T06:35:37.222116288Z;551;santorsola-thrd-5
18.9;0.69;3678;23.4;76;100;2025-06-16T06:55:37.207206527Z;551;santorsola-thrd-5
19.1;1.09;3683;25.7;66.9;100;2025-06-16T07:15:37.194091652Z;551;santorsola-thrd-5
19.1;1.12;3686;25.8;66.4;100;2025-06-16T07:35:36.863868285Z;551;santorsola-thrd-5
18.6;1.18;3683;25.8;64.6;100;2025-06-16T07:55:37.177238242Z;551;santorsola-thrd-5
18.7;1.54;3683;27.6;58.4;100;2025-06-16T08:15:37.154239754Z;551;santorsola-thrd-5
18.5;1.18;3683;25.7;64.4;100;2025-06-16T08:35:37.149180841Z;551;santorsola-thrd-5
20.8;2.5;3683;32.7;49.4;100;2025-06-16T08:55:37.142766245Z;551;santorsola-thrd-5
18.9;1.73;3683;28.6;55.7;100;2025-06-16T09:15:36.819058933Z;551;santorsola-thrd-5
17.3;1.19;3683;25;62.5;100;2025-06-16T09:35:37.125671426Z;551;santorsola-thrd-5
17;0.79;3683;22.5;71.1;100;2025-06-16T09:55:36.787131472Z;551;santorsola-thrd-5
17.2;0.76;3683;22.5;72.2;100;2025-06-16T10:15:37.100769629Z;551;santorsola-thrd-5
18.5;0.86;3683;24;71.3;100;2025-06-16T10:35:36.776383455Z;551;santorsola-thrd-5
16.6;0.56;3686;20.8;77.1;100;2025-06-16T10:55:37.087999220Z;551;santorsola-thrd-5
17.3;0.43;3683;20.5;82.1;100;2025-06-16T11:15:37.054622155Z;551;santorsola-thrd-5
18.1;0.59;3686;22.2;77.8;100;2025-06-16T11:35:37.038292183Z;551;santorsola-thrd-5
19.1;0.97;3686;25.1;69.6;100;2025-06-16T11:55:37.087288374Z;551;santorsola-thrd-5
18.6;0.99;3683;24.8;68.5;100;2025-06-16T12:15:36.999036298Z;551;santorsola-thrd-5
18.1;0.59;3686;22.2;77.9;100;2025-06-16T12:35:37.005139930Z;551;santorsola-thrd-5
18.2;0.64;3686;22.5;76.6;100;2025-06-16T12:55:36.904484145Z;551;santorsola-thrd-5
18.2;0.45;3686;21.3;82.4;100;2025-06-16T13:15:36.955093906Z;551;santorsola-thrd-5
17.2;0.41;3686;20.3;82.7;100;2025-06-16T13:35:36.941354913Z;551;santorsola-thrd-5
17;0.34;3686;19.6;85.2;100;2025-06-16T13:55:36.911374836Z;551;santorsola-thrd-5
16.9;0.37;3686;19.7;83.9;100;2025-06-16T14:15:36.901908955Z;551;santorsola-thrd-5
17.6;0.28;3686;19.7;87.8;100;2025-06-16T14:35:36.886377487Z;551;santorsola-thrd-5
17.8;0.23;3686;19.5;89.9;100;2025-06-16T14:55:36.857239743Z;551;santorsola-thrd-5
17.5;0.21;3686;19.1;90.4;100;2025-06-16T15:15:36.833147857Z;551;santorsola-thrd-5
17.5;0.16;3683;18.8;92.4;100;2025-06-16T15:35:36.826254722Z;551;santorsola-thrd-5
17.5;0.15;3683;18.7;92.9;100;2025-06-16T15:55:36.800829988Z;551;santorsola-thrd-5
17.4;0.14;3686;18.5;93.6;100;2025-06-16T16:15:36.779943518Z;551;santorsola-thrd-5
17.5;0.14;3686;18.6;93.6;100;2025-06-16T16:35:36.760573689Z;551;santorsola-thrd-5
17.5;0.19;3689;19;91.3;100;2025-06-16T16:55:36.745347336Z;551;santorsola-thrd-5
17.5;0.2;3686;19;90.8;100;2025-06-16T17:15:36.731765356Z;551;santorsola-thrd-5
17.2;0.18;3686;18.6;91.8;100;2025-06-16T17:35:36.722002463Z;551;santorsola-thrd-5
17.1;0.16;3686;18.3;92.5;100;2025-06-16T17:55:36.704984148Z;551;santorsola-thrd-5
17;0.16;3686;18.3;92.3;100;2025-06-16T18:15:36.670876719Z;551;santorsola-thrd-5
16.7;0.05;3686;17.1;97.6;100;2025-06-16T18:35:36.659427793Z;551;santorsola-thrd-5
16.5;0.03;3686;16.7;98.5;100;2025-06-16T18:55:36.573627976Z;551;santorsola-thrd-5
16.4;0.02;3689;16.6;98.8;100;2025-06-16T19:15:36.622795575Z;551;santorsola-thrd-5
16.4;0.02;3686;16.6;99;100;2025-06-16T19:35:36.285838547Z;551;santorsola-thrd-5
16.4;0.02;3689;16.5;99.2;100;2025-06-16T19:55:36.584621803Z;551;santorsola-thrd-5
16.3;0.01;3689;16.4;99.3;100;2025-06-16T20:15:36.563574773Z;551;santorsola-thrd-5
16.1;0.01;3686;16.2;99.4;100;2025-06-16T20:35:36.547017136Z;551;santorsola-thrd-5
16.2;0.01;3686;16.3;99.4;100;2025-06-16T20:55:36.550399678Z;551;santorsola-thrd-5
16;0.01;3686;16.1;99.5;100;2025-06-16T21:15:36.515035664Z;551;santorsola-thrd-5
15.6;0.01;3686;15.7;99.6;100;2025-06-16T21:35:36.192762523Z;551;santorsola-thrd-5
15.8;0.01;3686;15.9;99.6;100;2025-06-16T21:55:36.469938509Z;551;santorsola-thrd-5
15.7;0.01;3686;15.8;99.6;100;2025-06-16T22:15:36.460440473Z;551;santorsola-thrd-5
15.8;0.01;3686;15.8;99.7;100;2025-06-16T22:35:36.439599866Z;551;santorsola-thrd-5
15.7;0.01;3689;15.7;99.7;100;2025-06-16T22:55:36.349400905Z;551;santorsola-thrd-5
15.7;0.01;3689;15.7;99.7;100;2025-06-16T23:15:36.401498637Z;551;santorsola-thrd-5
15.7;0.01;3686;15.7;99.7;100;2025-06-16T23:35:36.394832507Z;551;santorsola-thrd-5
15.7;0.01;3689;15.7;99.7;100;2025-06-16T23:55:36.371342414Z;551;santorsola-thrd-5
15.8;0;3689;15.8;99.8;100;2025-06-17T00:15:36.029845459Z;551;santorsola-thrd-5
15.9;0;3689;15.9;99.8;100;2025-06-17T00:35:36.356175912Z;551;santorsola-thrd-5
15.9;0.01;3689;15.9;99.7;100;2025-06-17T00:55:36.318726174Z;551;santorsola-thrd-5
15.9;0.01;3689;15.9;99.7;100;2025-06-17T01:15:36.303318495Z;551;santorsola-thrd-5
15.6;0.01;3689;15.6;99.7;100;2025-06-17T01:35:35.970549465Z;551;santorsola-thrd-5
15.7;0.01;3689;15.7;99.7;100;2025-06-17T01:55:35.934789835Z;551;santorsola-thrd-5
15.5;0.01;3686;15.5;99.7;100;2025-06-17T02:15:36.247816179Z;551;santorsola-thrd-5
15.3;0;3689;15.3;99.8;100;2025-06-17T02:35:36.229413869Z;551;santorsola-thrd-5
15.3;0;3689;15.3;99.8;100;2025-06-17T02:55:36.210407257Z;551;santorsola-thrd-5
15.3;0;3689;15.3;99.8;100;2025-06-17T03:15:36.191064726Z;551;santorsola-thrd-5
15.2;0;3689;15.2;99.9;100;2025-06-17T03:35:36.207945835Z;551;santorsola-thrd-5
15.1;0;3689;15.1;99.8;100;2025-06-17T03:55:36.153405539Z;551;santorsola-thrd-5
15.2;0;3689;15.2;99.8;100;2025-06-17T04:15:36.154583758Z;551;santorsola-thrd-5
15.2;0.01;3689;15.2;99.7;100;2025-06-17T04:35:36.114984072Z;551;santorsola-thrd-5
15.5;0.01;3689;15.6;99.6;100;2025-06-17T04:55:36.119689462Z;551;santorsola-thrd-5
15.9;0.01;3689;16;99.2;100;2025-06-17T05:15:36.085103274Z;551;santorsola-thrd-5
17.3;0.05;3689;17.7;97.3;100;2025-06-17T05:35:36.067048695Z;551;santorsola-thrd-5
18.4;0.13;3686;19.4;94.1;100;2025-06-17T05:55:36.049856187Z;551;santorsola-thrd-5
17.9;0.13;3686;18.9;94.2;100;2025-06-17T06:15:36.021814601Z;551;santorsola-thrd-5
18.9;0.16;3689;20.1;93;100;2025-06-17T06:35:36.013559420Z;551;santorsola-thrd-5
20.6;0.29;3689;22.5;89.3;100;2025-06-17T06:55:35.993292633Z;551;santorsola-thrd-5
21.3;0.4;3678;23.7;86.5;100;2025-06-17T07:15:35.990606872Z;551;santorsola-thrd-5
21.7;0.5;3686;24.6;83.8;100;2025-06-17T07:35:35.983602684Z;551;santorsola-thrd-5
21.7;0.51;3686;24.7;83.5;100;2025-06-17T07:55:35.986594310Z;551;santorsola-thrd-5
22.8;0.58;3683;26;82.7;100;2025-06-17T08:15:35.667872706Z;551;santorsola-thrd-5
22.3;0.56;3678;25.5;82.7;100;2025-06-17T08:35:35.975903736Z;551;santorsola-thrd-5
21.2;0.85;3686;26;74.7;100;2025-06-17T08:55:35.968082401Z;551;santorsola-thrd-5
20.3;1.51;3683;28.5;61.2;100;2025-06-17T09:15:35.902916827Z;551;santorsola-thrd-5
20.6;1.74;3683;29.7;58.2;100;2025-06-17T09:35:35.972671123Z;551;santorsola-thrd-5
18.4;2.11;3683;29.9;50;100;2025-06-17T09:55:35.963234624Z;551;santorsola-thrd-5
16.5;2.89;3683;32;39.3;100;2025-06-17T10:15:35.955209393Z;551;santorsola-thrd-5
17.7;2.68;3683;31.8;42.9;100;2025-06-17T10:35:35.955138711Z;551;santorsola-thrd-5
19.6;3.09;3683;34.1;42.3;100;2025-06-17T10:55:35.958222775Z;551;santorsola-thrd-5
17.8;2.84;3683;32.4;41.7;100;2025-06-17T11:15:35.956562755Z;551;santorsola-thrd-5
18;2.95;3683;32.9;41;100;2025-06-17T11:35:35.956244170Z;551;santorsola-thrd-5
