dewpoint;vaporPressureDeficit;batteryValue;temperature;humidity;batteryLevel;receivedAt;device;providerDeviceId
8.5;0;3678;8.5;100;100;2025-05-14T03:36:07.551913431Z;551;santorsola-thrd-5
8.9;0;3681;8.9;100;100;2025-05-14T03:56:07.530491503Z;551;santorsola-thrd-5
9.4;0;3678;9.4;100;100;2025-05-14T04:16:07.523436053Z;551;santorsola-thrd-5
9.6;0;3681;9.6;99.8;100;2025-05-14T04:36:07.504742534Z;551;santorsola-thrd-5
10.4;0.01;3678;10.5;99.4;100;2025-05-14T04:56:07.503412451Z;551;santorsola-thrd-5
11.1;0.02;3681;11.3;98.7;100;2025-05-14T05:16:07.415090398Z;551;santorsola-thrd-5
11.7;0.04;3681;12.1;97.2;100;2025-05-14T05:36:07.140714685Z;551;santorsola-thrd-5
12.1;0.05;3683;12.6;96.9;100;2025-05-14T05:56:07.445386701Z;551;santorsola-thrd-5
12.5;0.06;3681;13.1;96.3;100;2025-05-14T06:16:07.413867968Z;551;santorsola-thrd-5
13.7;0.1;3681;14.7;93.9;100;2025-05-14T06:36:07.411452602Z;551;santorsola-thrd-5
15.4;0.39;3681;18.6;82;100;2025-05-14T06:56:07.392251418Z;551;santorsola-thrd-5
14.7;0.78;3681;20.8;68.4;100;2025-05-14T07:16:07.381104451Z;551;santorsola-thrd-5
13.9;1.2;3681;22.9;56.9;100;2025-05-14T07:36:07.359398310Z;551;santorsola-thrd-5
12.2;1.47;3681;23.5;49.2;100;2025-05-14T07:56:07.354097513Z;551;santorsola-thrd-5
13;1.65;3681;24.9;47.6;100;2025-05-14T08:16:07.346958064Z;551;santorsola-thrd-5
10.3;1.5;3681;22.7;45.5;100;2025-05-14T08:36:07.343102117Z;551;santorsola-thrd-5
12.5;1.87;3681;25.8;43.7;100;2025-05-14T08:56:07.333447030Z;551;santorsola-thrd-5
10.6;1.16;3681;20.7;52.4;100;2025-05-14T09:16:07.322070267Z;551;santorsola-thrd-5
13;1.74;3681;25.4;46.3;100;2025-05-14T09:36:07.292487795Z;551;santorsola-thrd-5
11;1.62;3681;23.7;44.8;100;2025-05-14T09:56:07.283212552Z;551;santorsola-thrd-5
12.1;1.43;3681;23.2;49.7;100;2025-05-14T10:16:06.962578594Z;551;santorsola-thrd-5
11.5;1.59;3681;23.8;46.2;100;2025-05-14T10:36:07.264376878Z;551;santorsola-thrd-5
10.5;1.76;3681;24.3;42;100;2025-05-14T10:56:06.932387974Z;551;santorsola-thrd-5
12.1;1.7;3681;24.7;45.4;100;2025-05-14T11:16:07.173651057Z;551;santorsola-thrd-5
12;1.41;3681;23;49.9;100;2025-05-14T11:36:06.913143135Z;551;santorsola-thrd-5
11.5;1.4;3681;22.7;49.2;100;2025-05-14T11:56:07.148105884Z;551;santorsola-thrd-5
14.5;1.61;3681;25.5;50.8;100;2025-05-14T12:16:07.198648822Z;551;santorsola-thrd-5
13.1;1.74;3681;25.4;46.5;100;2025-05-14T12:36:07.186657652Z;551;santorsola-thrd-5
13.8;2.34;3678;28.6;40.2;100;2025-05-14T12:56:07.181357625Z;551;santorsola-thrd-5
12.2;2.83;3681;30;33.4;100;2025-05-14T13:16:06.861910964Z;551;santorsola-thrd-5
12.5;2.54;3681;28.9;36.3;100;2025-05-14T13:36:06.856181631Z;551;santorsola-thrd-5
11.6;2.67;3678;29.1;33.8;100;2025-05-14T13:56:07.165169327Z;551;santorsola-thrd-5
12.9;2.47;3678;28.8;37.6;100;2025-05-14T14:16:07.167846463Z;551;santorsola-thrd-5
12.8;2.46;3678;28.7;37.6;100;2025-05-14T14:36:07.167047924Z;551;santorsola-thrd-5
12.9;2.32;3678;28.1;39;100;2025-05-14T14:56:07.158371937Z;551;santorsola-thrd-5
10.8;2;3678;25.7;39.4;100;2025-05-14T15:16:07.154449250Z;551;santorsola-thrd-5
11.3;1.42;3678;22.7;48.7;100;2025-05-14T15:36:07.145984467Z;551;santorsola-thrd-5
11.4;1.76;3678;24.7;43.3;100;2025-05-14T15:56:07.137224688Z;551;santorsola-thrd-5
11.3;1.77;3678;24.7;43;100;2025-05-14T16:16:07.052646264Z;551;santorsola-thrd-5
12.4;1.58;3678;24.2;47.8;100;2025-05-14T16:36:07.107571562Z;551;santorsola-thrd-5
11.1;1.35;3678;22.2;49.4;100;2025-05-14T16:56:07.092291393Z;551;santorsola-thrd-5
11.6;1.13;3678;21.1;54.7;100;2025-05-14T17:16:07.083652167Z;551;santorsola-thrd-5
11.7;0.89;3678;19.5;60.7;100;2025-05-14T17:36:07.077421949Z;551;santorsola-thrd-5
11.2;0.83;3678;18.8;61.6;100;2025-05-14T17:56:07.047186074Z;551;santorsola-thrd-5
11.3;0.75;3678;18.2;64.1;100;2025-05-14T18:16:07.048039667Z;551;santorsola-thrd-5
10.9;0.62;3678;16.9;68;100;2025-05-14T18:36:07.014515477Z;551;santorsola-thrd-5
10.9;0.51;3678;16;72;100;2025-05-14T18:56:07.011780532Z;551;santorsola-thrd-5
10.7;0.44;3675;15.2;74.7;100;2025-05-14T19:16:06.660782589Z;551;santorsola-thrd-5
10.5;0.44;3670;15.1;74.1;100;2025-05-14T19:36:06.965548970Z;551;santorsola-thrd-5
10.2;0.42;3678;14.6;74.9;100;2025-05-14T19:56:06.945079687Z;551;santorsola-thrd-5
10.2;0.29;3678;13.4;80.9;100;2025-05-14T20:16:06.921849030Z;551;santorsola-thrd-5
9.9;0.36;3678;13.8;77.4;100;2025-05-14T20:36:06.902506370Z;551;santorsola-thrd-5
10.1;0.2;3678;12.3;86.3;100;2025-05-14T20:56:06.892891809Z;551;santorsola-thrd-5
9.8;0.25;3678;12.6;83.1;100;2025-05-14T21:16:06.878773124Z;551;santorsola-thrd-5
9.7;0.29;3681;13;80.7;100;2025-05-14T21:36:06.858481009Z;551;santorsola-thrd-5
9.8;0.23;3678;12.4;84.2;100;2025-05-14T21:56:06.531187740Z;551;santorsola-thrd-5
9.5;0.16;3678;11.4;88.2;100;2025-05-14T22:16:06.826415393Z;551;santorsola-thrd-5
9.7;0.16;3678;11.6;88.3;100;2025-05-14T22:36:06.812296713Z;551;santorsola-thrd-5
9.7;0.12;3681;11.1;91.1;100;2025-05-14T22:56:06.797243237Z;551;santorsola-thrd-5
9.8;0.1;3678;11;92.1;100;2025-05-14T23:16:06.777958329Z;551;santorsola-thrd-5
9.6;0.1;3678;10.8;92.5;100;2025-05-14T23:36:06.764179011Z;551;santorsola-thrd-5
9.3;0.08;3681;10.3;93.7;100;2025-05-14T23:56:06.440862780Z;551;santorsola-thrd-5
9.3;0.07;3678;10.2;94.4;100;2025-05-15T00:16:06.741213214Z;551;santorsola-thrd-5
9.3;0.07;3675;10.2;94.3;100;2025-05-15T00:36:06.720810344Z;551;santorsola-thrd-5
9.1;0.07;3678;10;94.2;100;2025-05-15T00:56:06.707087313Z;551;santorsola-thrd-5
8.8;0.06;3681;9.5;95.3;100;2025-05-15T01:16:06.693509406Z;551;santorsola-thrd-5
8.7;0.06;3681;9.4;95.2;100;2025-05-15T01:36:06.678920824Z;551;santorsola-thrd-5
8.8;0.04;3678;9.4;96.2;100;2025-05-15T01:56:06.670095152Z;551;santorsola-thrd-5
8.2;0.04;3681;8.7;96.7;100;2025-05-15T02:16:06.657176406Z;551;santorsola-thrd-5
8.9;0.03;3678;9.3;97.1;100;2025-05-15T02:36:06.630005223Z;551;santorsola-thrd-5
8.1;0.03;3681;8.5;97.1;100;2025-05-15T02:56:06.619694495Z;551;santorsola-thrd-5
8;0.03;3678;8.4;97.1;100;2025-05-15T03:16:06.611991203Z;551;santorsola-thrd-5
8.3;0.02;3678;8.6;97.9;100;2025-05-15T03:36:06.603289743Z;551;santorsola-thrd-5
9;0.03;3678;9.4;97.6;100;2025-05-15T03:56:06.571141985Z;551;santorsola-thrd-5
8.2;0.04;3678;8.7;96.5;100;2025-05-15T04:16:06.523041762Z;551;santorsola-thrd-5
8.9;0.04;3678;9.4;96.8;100;2025-05-15T04:36:06.226658888Z;551;santorsola-thrd-5
9.5;0.06;3681;10.3;95;100;2025-05-15T04:56:06.537981521Z;551;santorsola-thrd-5
10.6;0.11;3681;11.8;92.2;100;2025-05-15T05:16:06.509166056Z;551;santorsola-thrd-5
11.5;0.21;3681;13.8;86.4;100;2025-05-15T05:36:06.498260431Z;551;santorsola-thrd-5
12.3;0.31;3678;15.3;82.4;100;2025-05-15T05:56:06.157846873Z;551;santorsola-thrd-5
12.9;0.47;3681;17.2;76.1;100;2025-05-15T06:16:06.457357911Z;551;santorsola-thrd-5
12.7;0.77;3681;19.3;65.7;100;2025-05-15T06:36:06.446207921Z;551;santorsola-thrd-5
13.7;0.93;3681;21.1;63;100;2025-05-15T06:56:06.124696809Z;551;santorsola-thrd-5
13.1;1.22;3678;22.5;55.4;100;2025-05-15T07:16:06.423887998Z;551;santorsola-thrd-5
14.5;1.22;3681;23.4;57.5;100;2025-05-15T07:36:06.413818190Z;551;santorsola-thrd-5
13.3;1.62;3678;24.9;48.6;100;2025-05-15T07:56:06.414550272Z;551;santorsola-thrd-5
12.5;1.84;3681;25.6;44.1;100;2025-05-15T08:16:06.325506264Z;551;santorsola-thrd-5
12.8;1.99;3678;26.5;42.6;100;2025-05-15T08:36:06.387561809Z;551;santorsola-thrd-5
14;1.93;3678;26.8;45.3;100;2025-05-15T08:56:06.325428271Z;551;santorsola-thrd-5
13.1;2.3;3678;28.1;39.5;100;2025-05-15T09:16:06.374358392Z;551;santorsola-thrd-5
12.8;2.22;3678;27.6;40;100;2025-05-15T09:36:06.048893700Z;551;santorsola-thrd-5
11.5;2.51;3678;28.4;35.1;100;2025-05-15T09:56:06.355462084Z;551;santorsola-thrd-5
12.7;2.78;3678;30;34.5;100;2025-05-15T10:16:06.342235948Z;551;santorsola-thrd-5
11.9;2.19;3678;27.1;38.9;100;2025-05-15T10:36:06.341336062Z;551;santorsola-thrd-5
11.2;2.03;3678;26;39.6;100;2025-05-15T10:56:06.344732165Z;551;santorsola-thrd-5
11.6;2.44;3678;28.1;35.8;100;2025-05-15T11:16:06.326687352Z;551;santorsola-thrd-5
13.8;3.15;3678;31.9;33.3;100;2025-05-15T11:36:06.007269347Z;551;santorsola-thrd-5
9.4;2.78;3678;28.8;29.7;100;2025-05-15T11:56:06.322026441Z;551;santorsola-thrd-5
10.5;3.08;3678;30.4;29.1;100;2025-05-15T12:16:06.303770810Z;551;santorsola-thrd-5
10.1;3.21;3678;30.8;27.8;100;2025-05-15T12:36:06.306619403Z;551;santorsola-thrd-5
8.7;2.65;3678;28;29.8;100;2025-05-15T12:56:06.319225201Z;551;santorsola-thrd-5
7.7;2.58;3678;27.3;28.9;100;2025-05-15T13:16:06.285852377Z;551;santorsola-thrd-5
10;3.19;3678;30.7;27.7;100;2025-05-15T13:36:06.276351655Z;551;santorsola-thrd-5
11.2;3.22;3678;31.2;29.1;100;2025-05-15T13:56:06.275678382Z;551;santorsola-thrd-5
14;2.3;3678;28.5;41;100;2025-05-15T14:16:06.299016278Z;551;santorsola-thrd-5
12.3;2.18;3678;27.2;39.6;100;2025-05-15T14:36:06.270567584Z;551;santorsola-thrd-5
12.5;1.97;3678;26.3;42.4;100;2025-05-15T14:56:06.213929858Z;551;santorsola-thrd-5
13.6;2.03;3678;27.1;43.5;100;2025-05-15T15:16:06.253131946Z;551;santorsola-thrd-5
13.7;1.96;3675;26.8;44.4;100;2025-05-15T15:36:06.245018699Z;551;santorsola-thrd-5
12.3;1.29;3678;22.5;52.5;100;2025-05-15T15:56:06.238924695Z;551;santorsola-thrd-5
11.6;1.13;3678;21.1;54.8;100;2025-05-15T16:16:06.158125032Z;551;santorsola-thrd-5
12.6;0.85;3678;19.8;63.2;100;2025-05-15T16:36:06.198525936Z;551;santorsola-thrd-5
11.8;0.91;3678;19.7;60.5;100;2025-05-15T16:56:06.182108360Z;551;santorsola-thrd-5
11.6;0.84;3678;19.1;62.1;100;2025-05-15T17:16:06.165825866Z;551;santorsola-thrd-5
12.4;0.62;3678;18;69.8;100;2025-05-15T17:36:06.156809074Z;551;santorsola-thrd-5
12.1;0.57;3678;17.4;71.1;100;2025-05-15T17:56:06.132857229Z;551;santorsola-thrd-5
11.8;0.55;3678;17;71.7;100;2025-05-15T18:16:06.112912755Z;551;santorsola-thrd-5
11.6;0.52;3678;16.6;72.5;100;2025-05-15T18:36:05.771223603Z;551;santorsola-thrd-5
11.1;0.47;3678;15.8;74;100;2025-05-15T18:56:05.762965178Z;551;santorsola-thrd-5
10.9;0.31;3678;14.1;81;100;2025-05-15T19:16:06.070386966Z;551;santorsola-thrd-5
10.8;0.35;3681;14.5;78.6;100;2025-05-15T19:36:05.973464268Z;551;santorsola-thrd-5
10.9;0.36;3667;14.6;78.4;100;2025-05-15T19:56:06.021346549Z;551;santorsola-thrd-5
11;0.34;3681;14.5;79.5;100;2025-05-15T20:16:05.939924225Z;551;santorsola-thrd-5
10.8;0.27;3678;13.7;82.9;100;2025-05-15T20:36:05.991768393Z;551;santorsola-thrd-5
10.6;0.32;3681;14;80;100;2025-05-15T20:56:05.909902589Z;551;santorsola-thrd-5
10.3;0.25;3678;13.1;83.1;100;2025-05-15T21:16:05.957468380Z;551;santorsola-thrd-5
9.8;0.28;3678;12.9;81.5;100;2025-05-15T21:36:05.940033300Z;551;santorsola-thrd-5
8.8;0.33;3678;12.7;77.6;100;2025-05-15T21:56:05.927606410Z;551;santorsola-thrd-5
9.3;0.21;3681;11.8;84.6;100;2025-05-15T22:16:05.906066929Z;551;santorsola-thrd-5
9.7;0.22;3678;12.2;84.7;100;2025-05-15T22:36:05.886227852Z;551;santorsola-thrd-5
9.4;0.18;3683;11.6;86.5;100;2025-05-15T22:56:05.808150749Z;551;santorsola-thrd-5
9.1;0.18;3678;11.3;86.4;100;2025-05-15T23:16:05.859732469Z;551;santorsola-thrd-5
8.6;0.17;3681;10.8;86.7;100;2025-05-15T23:36:05.853486595Z;551;santorsola-thrd-5
8.7;0.17;3678;10.9;86.6;100;2025-05-15T23:56:05.772307693Z;551;santorsola-thrd-5
8.7;0.22;3681;11.4;83.8;100;2025-05-16T00:16:05.811203290Z;551;santorsola-thrd-5
8.5;0.12;3681;10.1;90.2;100;2025-05-16T00:36:05.801159628Z;551;santorsola-thrd-5
8.4;0.16;3678;10.4;87.7;100;2025-05-16T00:56:05.779675420Z;551;santorsola-thrd-5
8.1;0.12;3678;9.7;89.9;100;2025-05-16T01:16:05.767813018Z;551;santorsola-thrd-5
7.4;0.12;3678;9;89.8;100;2025-05-16T01:36:05.747136963Z;551;santorsola-thrd-5
7.7;0.15;3678;9.7;87.3;100;2025-05-16T01:56:05.683013782Z;551;santorsola-thrd-5
7.2;0.13;3681;9;88.8;100;2025-05-16T02:16:05.732276070Z;551;santorsola-thrd-5
6.9;0.12;3681;8.6;89.4;100;2025-05-16T02:36:05.713821819Z;551;santorsola-thrd-5
6.7;0.11;3678;8.2;90.3;100;2025-05-16T02:56:05.700761085Z;551;santorsola-thrd-5
6.3;0.13;3678;8.2;88.1;100;2025-05-16T03:16:05.689763024Z;551;santorsola-thrd-5
6.3;0.12;3681;8.1;88.6;100;2025-05-16T03:36:05.689891728Z;551;santorsola-thrd-5
6.1;0.1;3678;7.5;90.8;100;2025-05-16T03:56:05.657006684Z;551;santorsola-thrd-5
6.2;0.09;3678;7.6;91.1;100;2025-05-16T04:16:05.647370788Z;551;santorsola-thrd-5
6.6;0.11;3678;8.2;89.9;100;2025-05-16T04:36:05.616522520Z;551;santorsola-thrd-5
7.6;0.14;3681;9.4;88.5;100;2025-05-16T04:56:05.620522560Z;551;santorsola-thrd-5
8.1;0.23;3681;11;82.6;100;2025-05-16T05:16:05.595139398Z;551;santorsola-thrd-5
8.9;0.31;3681;12.6;78.6;100;2025-05-16T05:36:05.256292918Z;551;santorsola-thrd-5
10.2;0.45;3681;14.9;73.6;100;2025-05-16T05:56:05.485638916Z;551;santorsola-thrd-5
10.1;0.57;3681;15.9;68.5;100;2025-05-16T06:16:05.534985696Z;551;santorsola-thrd-5
9.8;0.81;3681;17.7;60;100;2025-05-16T06:36:05.515004103Z;551;santorsola-thrd-5
7.5;1.3;3681;20;44.6;100;2025-05-16T06:56:05.519637190Z;551;santorsola-thrd-5
7.1;1.55;3681;21.5;39.6;100;2025-05-16T07:16:05.499677790Z;551;santorsola-thrd-5
5.7;1.84;3681;22.7;33.4;100;2025-05-16T07:36:05.484535367Z;551;santorsola-thrd-5
4.9;2.23;3681;24.6;28;100;2025-05-16T07:56:05.482683148Z;551;santorsola-thrd-5
5.1;2.32;3681;25.2;27.5;100;2025-05-16T08:16:05.475261529Z;551;santorsola-thrd-5
5.2;2.15;3678;24.3;29.2;100;2025-05-16T08:36:05.154502798Z;551;santorsola-thrd-5
3.4;2.33;3681;24.7;25.1;100;2025-05-16T08:56:05.392428292Z;551;santorsola-thrd-5
3.1;2.18;3678;23.8;25.9;100;2025-05-16T09:16:05.447668528Z;551;santorsola-thrd-5
4.1;2.27;3681;24.6;26.6;100;2025-05-16T09:36:05.107143285Z;551;santorsola-thrd-5
3.1;2.38;3678;24.9;24.3;100;2025-05-16T09:56:05.408354046Z;551;santorsola-thrd-5
2.3;2.74;3678;26.5;20.8;100;2025-05-16T10:16:05.417196734Z;551;santorsola-thrd-5
3.6;2.65;3681;26.4;22.9;100;2025-05-16T10:36:05.394079835Z;551;santorsola-thrd-5
2.6;2.28;3678;24.2;24.5;100;2025-05-16T10:56:05.381750890Z;551;santorsola-thrd-5
1.4;2.2;3681;23.4;23.6;100;2025-05-16T11:16:05.295474452Z;551;santorsola-thrd-5
1.7;1.78;3678;20.9;28;100;2025-05-16T11:36:05.347919373Z;551;santorsola-thrd-5
0.3;1.63;3681;19.4;27.8;100;2025-05-16T11:56:05.283401386Z;551;santorsola-thrd-5
1.1;1.66;3681;19.9;28.6;100;2025-05-16T12:16:05.319935833Z;551;santorsola-thrd-5
5.5;1.39;3681;19.7;39.5;100;2025-05-16T12:36:05.303057814Z;551;santorsola-thrd-5
6.4;1.88;3681;23.2;33.9;100;2025-05-16T12:56:05.291791096Z;551;santorsola-thrd-5
8.7;2.1;3681;25.3;34.9;100;2025-05-16T13:16:05.276479591Z;551;santorsola-thrd-5
8.5;1.95;3681;24.4;36.3;100;2025-05-16T13:36:05.263709891Z;551;santorsola-thrd-5
6.6;1.29;3681;19.5;43.2;100;2025-05-16T13:56:05.250072605Z;551;santorsola-thrd-5
8;1.89;3681;23.9;36.3;100;2025-05-16T14:16:05.221994594Z;551;santorsola-thrd-5
7.9;1.34;3681;20.5;44.4;100;2025-05-16T14:36:05.210352896Z;551;santorsola-thrd-5
6.5;1.14;3681;18.4;46.1;100;2025-05-16T14:56:05.191325072Z;551;santorsola-thrd-5
7.3;1.1;3678;18.5;48.2;100;2025-05-16T15:16:05.181981304Z;551;santorsola-thrd-5
8.3;1.26;3681;20.1;46.6;100;2025-05-16T15:36:05.152935823Z;551;santorsola-thrd-5
7;1.07;3681;18.1;48.5;100;2025-05-16T15:56:05.154393740Z;551;santorsola-thrd-5
7.3;0.93;3681;17.2;52.5;100;2025-05-16T16:16:05.119577646Z;551;santorsola-thrd-5
6.6;0.96;3681;17;50.6;100;2025-05-16T16:36:05.267231990Z;551;santorsola-thrd-5
6.9;0.82;3681;16;55;100;2025-05-16T16:56:05.089732542Z;551;santorsola-thrd-5
7;0.76;3681;15.5;57;100;2025-05-16T17:16:05.077504534Z;551;santorsola-thrd-5
7;0.69;3681;14.9;59.4;100;2025-05-16T17:36:05.058289169Z;551;santorsola-thrd-5
7.6;0.57;3681;14.2;64.9;100;2025-05-16T17:56:05.035209753Z;551;santorsola-thrd-5
7.3;0.52;3681;13.5;66.6;100;2025-05-16T18:16:05.012273828Z;551;santorsola-thrd-5
7.1;0.52;3681;13.3;66.2;100;2025-05-16T18:36:04.680093106Z;551;santorsola-thrd-5
7.2;0.5;3678;13.2;67.3;100;2025-05-16T18:56:04.983506321Z;551;santorsola-thrd-5
7.4;0.32;3681;11.5;76.3;100;2025-05-16T19:16:04.962382076Z;551;santorsola-thrd-5
7.2;0.34;3681;11.5;75.1;100;2025-05-16T19:36:04.956708061Z;551;santorsola-thrd-5
7.2;0.33;3681;11.4;75.8;100;2025-05-16T19:56:04.942772398Z;551;santorsola-thrd-5
7.1;0.34;3667;11.5;74.6;100;2025-05-16T20:16:04.921239786Z;551;santorsola-thrd-5
7.1;0.29;3681;10.8;77.9;100;2025-05-16T20:36:04.855501665Z;551;santorsola-thrd-5
7.2;0.23;3681;10.2;81.8;100;2025-05-16T20:56:04.884836078Z;551;santorsola-thrd-5
7.5;0.2;3681;10.1;84;100;2025-05-16T21:16:04.869560171Z;551;santorsola-thrd-5
7.5;0.2;3681;10.1;84.2;100;2025-05-16T21:36:04.852990989Z;551;santorsola-thrd-5
7.8;0.14;3681;9.7;88.1;100;2025-05-16T21:56:04.841038857Z;551;santorsola-thrd-5
7.2;0.14;3681;9.2;87.7;100;2025-05-16T22:16:04.759250007Z;551;santorsola-thrd-5
6.7;0.18;3681;9.2;84.5;100;2025-05-16T22:36:04.810085740Z;551;santorsola-thrd-5
6.9;0.13;3678;8.7;88.5;100;2025-05-16T22:56:04.724779308Z;551;santorsola-thrd-5
6.5;0.12;3681;8.2;89.3;100;2025-05-16T23:16:04.470532208Z;551;santorsola-thrd-5
5.1;0.2;3678;8.1;81.7;100;2025-05-16T23:36:04.785220664Z;551;santorsola-thrd-5
5.6;0.13;3678;7.6;87.4;100;2025-05-16T23:56:04.437455693Z;551;santorsola-thrd-5
5.3;0.17;3681;7.9;83.8;100;2025-05-17T00:16:04.736416550Z;551;santorsola-thrd-5
5.1;0.11;3681;6.9;88.7;100;2025-05-17T00:36:04.726080141Z;551;santorsola-thrd-5
4.7;0.09;3678;6.2;90.4;100;2025-05-17T00:56:04.711353899Z;551;santorsola-thrd-5
4.4;0.09;3681;6;89.9;100;2025-05-17T01:16:04.707486022Z;551;santorsola-thrd-5
4.4;0.09;3681;5.9;90.5;100;2025-05-17T01:36:04.698620365Z;551;santorsola-thrd-5
3.8;0.08;3678;5.2;90.6;100;2025-05-17T01:56:04.697880296Z;551;santorsola-thrd-5
4;0.07;3678;5.2;92.1;100;2025-05-17T02:16:04.613913225Z;551;santorsola-thrd-5
4.1;0.07;3678;5.4;91.7;100;2025-05-17T02:36:04.674115511Z;551;santorsola-thrd-5
3.6;0.05;3678;4.5;94.2;100;2025-05-17T02:56:04.662950830Z;551;santorsola-thrd-5
3.7;0.08;3678;5.1;91;100;2025-05-17T03:16:04.633309559Z;551;santorsola-thrd-5
3.7;0.09;3678;5.3;89.7;100;2025-05-17T03:36:04.635691244Z;551;santorsola-thrd-5
3.3;0.06;3678;4.3;93.1;100;2025-05-17T03:56:04.629198507Z;551;santorsola-thrd-5
3.7;0.08;3678;5.1;90.9;100;2025-05-17T04:16:04.609981458Z;551;santorsola-thrd-5
4.7;0.1;3678;6.3;89.6;100;2025-05-17T04:36:04.275880790Z;551;santorsola-thrd-5
5.6;0.11;3681;7.2;89.4;100;2025-05-17T04:56:04.577867503Z;551;santorsola-thrd-5
6.4;0.17;3681;8.8;85.2;100;2025-05-17T05:16:04.572189945Z;551;santorsola-thrd-5
7.5;0.26;3681;10.8;80.2;100;2025-05-17T05:36:04.554375095Z;551;santorsola-thrd-5
7.1;0.46;3681;12.7;68.8;100;2025-05-17T05:56:04.533912744Z;551;santorsola-thrd-5
6.9;0.7;3683;15;58.7;100;2025-05-17T06:16:04.513311414Z;551;santorsola-thrd-5
7.4;0.8;3681;16.1;56.5;100;2025-05-17T06:36:04.499593079Z;551;santorsola-thrd-5
8.6;0.99;3681;18.4;53.1;100;2025-05-17T06:56:04.485585715Z;551;santorsola-thrd-5
5.6;1.47;3681;20.3;38.4;100;2025-05-17T07:16:04.143732390Z;551;santorsola-thrd-5
6.1;1.67;3681;21.8;36.2;100;2025-05-17T07:36:04.453946868Z;551;santorsola-thrd-5
6.5;1.65;3681;21.9;37.1;100;2025-05-17T07:56:04.447553773Z;551;santorsola-thrd-5
5.4;1.81;3681;22.4;33.3;100;2025-05-17T08:16:04.427656006Z;551;santorsola-thrd-5
7.6;1.83;3681;23.4;36.4;100;2025-05-17T08:36:04.417262235Z;551;santorsola-thrd-5
8.8;1.98;3681;24.7;36.4;100;2025-05-17T08:56:04.401981955Z;551;santorsola-thrd-5
7.6;2.4;3681;26.4;30.3;100;2025-05-17T09:16:04.392201320Z;551;santorsola-thrd-5
6.1;1.93;3681;23.4;32.8;100;2025-05-17T09:36:04.384604084Z;551;santorsola-thrd-5
4.8;2.5;3681;26;25.6;100;2025-05-17T09:56:04.367085824Z;551;santorsola-thrd-5
4.8;2.23;3681;24.6;27.9;100;2025-05-17T10:16:04.355908058Z;551;santorsola-thrd-5
6.1;1.98;3681;23.7;32.3;100;2025-05-17T10:36:04.347105471Z;551;santorsola-thrd-5
5.9;2.74;3681;27.5;25.3;100;2025-05-17T10:56:04.338469363Z;551;santorsola-thrd-5
4.9;2.64;3681;26.7;24.7;100;2025-05-17T11:16:04.341559253Z;551;santorsola-thrd-5
7;2.96;3681;28.8;25.2;100;2025-05-17T11:36:04.312176593Z;551;santorsola-thrd-5
5.9;2.94;3681;28.4;24;100;2025-05-17T11:56:04.301012621Z;551;santorsola-thrd-5
6.5;3.09;3681;29.2;23.8;100;2025-05-17T12:16:04.297783082Z;551;santorsola-thrd-5
3.9;2.42;3681;25.3;25.1;100;2025-05-17T12:36:04.290911264Z;551;santorsola-thrd-5
7.7;3.01;3681;29.2;25.8;100;2025-05-17T12:56:04.273991232Z;551;santorsola-thrd-5
4.3;2.08;3681;23.6;28.6;100;2025-05-17T13:16:04.257257498Z;551;santorsola-thrd-5
4.5;1.95;3678;22.9;30.2;100;2025-05-17T13:36:04.259536036Z;551;santorsola-thrd-5
7.9;2.87;3681;28.7;27;100;2025-05-17T13:56:04.174945680Z;551;santorsola-thrd-5
6.7;2.46;3681;26.4;28.6;100;2025-05-17T14:16:04.234551703Z;551;santorsola-thrd-5
4.1;1.79;3681;21.8;31.5;100;2025-05-17T14:36:04.213410938Z;551;santorsola-thrd-5
5.5;1.58;3678;21;36.6;100;2025-05-17T14:56:04.205952821Z;551;santorsola-thrd-5
6.6;1.38;3681;20.2;41.5;100;2025-05-17T15:16:04.185287943Z;551;santorsola-thrd-5
7;1.39;3681;20.4;41.9;100;2025-05-17T15:36:04.165559691Z;551;santorsola-thrd-5
8;1.32;3681;20.4;44.9;100;2025-05-17T15:56:04.142632375Z;551;santorsola-thrd-5
5.6;1.44;3681;20.1;38.9;100;2025-05-17T16:16:04.142068196Z;551;santorsola-thrd-5
6.2;1.58;3681;21.3;37.6;100;2025-05-17T16:36:04.119244418Z;551;santorsola-thrd-5
6.5;1.53;3681;21.1;38.9;100;2025-05-17T16:56:04.098700374Z;551;santorsola-thrd-5
7.1;1.3;3681;19.8;43.9;100;2025-05-17T17:16:04.089182754Z;551;santorsola-thrd-5
8.1;0.98;3681;18;52.6;100;2025-05-17T17:36:04.067265052Z;551;santorsola-thrd-5
7.4;0.86;3681;16.7;54.6;100;2025-05-17T17:56:04.048952237Z;551;santorsola-thrd-5
6.6;0.77;3681;15.4;56.1;100;2025-05-17T18:16:04.033821350Z;551;santorsola-thrd-5
5.5;0.67;3678;13.8;57.4;100;2025-05-17T18:36:03.699072005Z;551;santorsola-thrd-5
5.6;0.61;3681;13.3;59.9;100;2025-05-17T18:56:03.679476336Z;551;santorsola-thrd-5
5.6;0.6;3681;13.1;60.5;100;2025-05-17T19:16:03.992122717Z;551;santorsola-thrd-5
6.4;0.49;3681;12.6;66.3;100;2025-05-17T19:36:03.974844620Z;551;santorsola-thrd-5
