waterTension;batteryLevel;batteryValue;receivedAt;device;providerDeviceId
7;100;3526;2024-07-15T08:51:12.696323351Z;1038;santorsola-tensio-5
7;100;3525;2024-07-15T09:11:12.809920535Z;1038;santorsola-tensio-5
7;100;3525;2024-07-15T09:31:12.647551226Z;1038;santorsola-tensio-5
7;100;3523;2024-07-15T09:51:12.630110236Z;1038;santorsola-tensio-5
7;100;3530;2024-07-15T10:11:12.568082844Z;1038;santorsola-tensio-5
7;100;3525;2024-07-15T10:31:12.535387784Z;1038;santorsola-tensio-5
7;100;3526;2024-07-15T10:51:12.498842349Z;1038;santorsola-tensio-5
7;100;3526;2024-07-15T11:11:12.467488050Z;1038;santorsola-tensio-5
7;100;3525;2024-07-15T11:31:12.471546606Z;1038;santorsola-tensio-5
7;100;3523;2024-07-15T11:51:12.412502988Z;1038;santorsola-tensio-5
7;100;3521;2024-07-15T12:11:12.406171308Z;1038;santorsola-tensio-5
7;100;3519;2024-07-15T12:31:12.414313298Z;1038;santorsola-tensio-5
7;100;3519;2024-07-15T12:51:12.346914057Z;1038;santorsola-tensio-5
8;100;3518;2024-07-15T13:11:12.338535242Z;1038;santorsola-tensio-5
7;100;3518;2024-07-15T13:31:12.331984812Z;1038;santorsola-tensio-5
7;100;3521;2024-07-15T13:51:12.292234466Z;1038;santorsola-tensio-5
7;100;3519;2024-07-15T14:11:12.267643202Z;1038;santorsola-tensio-5
7;100;3518;2024-07-15T14:31:12.252146326Z;1038;santorsola-tensio-5
7;100;3523;2024-07-15T14:51:12.218990150Z;1038;santorsola-tensio-5
7;100;3521;2024-07-15T15:11:12.216308571Z;1038;santorsola-tensio-5
7;100;3523;2024-07-15T15:31:12.182304534Z;1038;santorsola-tensio-5
7;100;3523;2024-07-15T15:51:12.166799402Z;1038;santorsola-tensio-5
7;100;3523;2024-07-15T16:11:12.128265046Z;1038;santorsola-tensio-5
7;100;3525;2024-07-15T16:31:12.095081399Z;1038;santorsola-tensio-5
7;100;3525;2024-07-15T16:51:12.099112288Z;1038;santorsola-tensio-5
7;100;3523;2024-07-15T17:11:12.002054660Z;1038;santorsola-tensio-5
7;100;3525;2024-07-15T17:31:11.966010853Z;1038;santorsola-tensio-5
7;100;3523;2024-07-15T17:51:11.925521113Z;1038;santorsola-tensio-5
7;100;3523;2024-07-15T18:11:11.864720683Z;1038;santorsola-tensio-5
6;100;3523;2024-07-15T18:31:11.851058509Z;1038;santorsola-tensio-5
6;100;3521;2024-07-15T18:51:11.882043746Z;1038;santorsola-tensio-5
7;100;3521;2024-07-15T19:11:11.696744175Z;1038;santorsola-tensio-5
6;100;3521;2024-07-15T19:31:11.638902746Z;1038;santorsola-tensio-5
7;100;3519;2024-07-15T19:51:11.579429130Z;1038;santorsola-tensio-5
6;100;3519;2024-07-15T20:11:11.527992957Z;1038;santorsola-tensio-5
7;100;3518;2024-07-15T20:31:11.457243907Z;1038;santorsola-tensio-5
6;100;3518;2024-07-15T20:51:11.403589558Z;1038;santorsola-tensio-5
6;100;3516;2024-07-15T21:31:11.284938424Z;1038;santorsola-tensio-5
5;100;3514;2024-07-15T21:51:11.211681678Z;1038;santorsola-tensio-5
5;100;3514;2024-07-15T22:11:11.153017444Z;1038;santorsola-tensio-5
6;100;3512;2024-07-15T22:31:11.136352801Z;1038;santorsola-tensio-5
6;100;3512;2024-07-15T22:51:11.047976736Z;1038;santorsola-tensio-5
6;100;3512;2024-07-15T23:11:10.977451163Z;1038;santorsola-tensio-5
5;100;3510;2024-07-15T23:31:10.900602486Z;1038;santorsola-tensio-5
6;100;3510;2024-07-15T23:51:10.841445957Z;1038;santorsola-tensio-5
6;100;3509;2024-07-16T00:11:10.777215289Z;1038;santorsola-tensio-5
5;100;3509;2024-07-16T00:31:10.729700688Z;1038;santorsola-tensio-5
5;100;3507;2024-07-16T00:51:10.665979705Z;1038;santorsola-tensio-5
5;100;3507;2024-07-16T01:11:10.604108178Z;1038;santorsola-tensio-5
5;100;3507;2024-07-16T01:31:10.542191860Z;1038;santorsola-tensio-5
5;100;3505;2024-07-16T01:51:10.486881605Z;1038;santorsola-tensio-5
5;100;3505;2024-07-16T02:11:10.412335192Z;1038;santorsola-tensio-5
6;100;3503;2024-07-16T02:31:10.354729876Z;1038;santorsola-tensio-5
5;100;3503;2024-07-16T02:51:10.329889948Z;1038;santorsola-tensio-5
5;100;3503;2024-07-16T03:11:10.247552491Z;1038;santorsola-tensio-5
5;100;3502;2024-07-16T03:31:10.171946622Z;1038;santorsola-tensio-5
5;100;3502;2024-07-16T03:51:10.168587417Z;1038;santorsola-tensio-5
5;100;3500;2024-07-16T04:11:10.058753076Z;1038;santorsola-tensio-5
5;100;3500;2024-07-16T04:31:09.961988763Z;1038;santorsola-tensio-5
5;100;3500;2024-07-16T04:51:09.924712777Z;1038;santorsola-tensio-5
5;100;3498;2024-07-16T05:11:09.856537872Z;1038;santorsola-tensio-5
5;100;3507;2024-07-16T05:31:09.789087157Z;1038;santorsola-tensio-5
6;100;3539;2024-07-16T05:51:09.729606076Z;1038;santorsola-tensio-5
5;100;3533;2024-07-16T06:11:09.673628732Z;1038;santorsola-tensio-5
6;100;3532;2024-07-16T06:31:09.624249024Z;1038;santorsola-tensio-5
6;100;3532;2024-07-16T06:51:09.567790745Z;1038;santorsola-tensio-5
6;100;3528;2024-07-16T07:31:09.481285462Z;1038;santorsola-tensio-5
7;100;3528;2024-07-16T07:51:09.439714176Z;1038;santorsola-tensio-5
7;100;3526;2024-07-16T08:11:09.400006626Z;1038;santorsola-tensio-5
7;100;3526;2024-07-16T08:31:09.362501384Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T08:51:09.331061766Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T09:11:09.282817646Z;1038;santorsola-tensio-5
7;100;3523;2024-07-16T09:31:09.261028418Z;1038;santorsola-tensio-5
7;100;3521;2024-07-16T09:51:09.232201969Z;1038;santorsola-tensio-5
7;100;3528;2024-07-16T10:11:09.209709610Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T10:31:09.160494855Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T10:51:09.136376138Z;1038;santorsola-tensio-5
7;100;3523;2024-07-16T11:11:09.128303507Z;1038;santorsola-tensio-5
7;100;3523;2024-07-16T11:31:09.134899030Z;1038;santorsola-tensio-5
7;100;3523;2024-07-16T11:51:09.050634368Z;1038;santorsola-tensio-5
7;100;3521;2024-07-16T12:11:09.055975865Z;1038;santorsola-tensio-5
7;100;3519;2024-07-16T12:31:09.016702253Z;1038;santorsola-tensio-5
7;100;3518;2024-07-16T12:51:09.050704949Z;1038;santorsola-tensio-5
7;100;3518;2024-07-16T13:11:08.971853769Z;1038;santorsola-tensio-5
7;100;3516;2024-07-16T13:31:08.949991170Z;1038;santorsola-tensio-5
7;100;3521;2024-07-16T13:51:08.976724960Z;1038;santorsola-tensio-5
7;100;3521;2024-07-16T14:11:08.916184044Z;1038;santorsola-tensio-5
7;100;3526;2024-07-16T14:31:08.890539695Z;1038;santorsola-tensio-5
7;100;3523;2024-07-16T14:51:08.856567350Z;1038;santorsola-tensio-5
7;100;3523;2024-07-16T15:11:08.828918336Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T15:31:08.805668077Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T15:51:08.807988817Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T16:11:08.736440968Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T16:31:08.707187394Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T16:51:08.670635029Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T17:11:08.624885499Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T17:31:08.591365377Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T17:51:08.543694577Z;1038;santorsola-tensio-5
7;100;3525;2024-07-16T18:11:08.490222893Z;1038;santorsola-tensio-5
6;100;3523;2024-07-16T18:31:08.447927340Z;1038;santorsola-tensio-5
7;100;3523;2024-07-16T18:51:08.383685168Z;1038;santorsola-tensio-5
7;100;3521;2024-07-16T19:11:08.324894631Z;1038;santorsola-tensio-5
6;100;3521;2024-07-16T19:31:08.266408777Z;1038;santorsola-tensio-5
6;100;3519;2024-07-16T19:51:08.204788025Z;1038;santorsola-tensio-5
6;100;3519;2024-07-16T20:11:08.169525658Z;1038;santorsola-tensio-5
6;100;3518;2024-07-16T20:31:08.089058109Z;1038;santorsola-tensio-5
7;100;3518;2024-07-16T20:51:08.035475698Z;1038;santorsola-tensio-5
6;100;3518;2024-07-16T21:11:07.978193699Z;1038;santorsola-tensio-5
6;100;3516;2024-07-16T21:31:07.923976266Z;1038;santorsola-tensio-5
7;100;3516;2024-07-16T21:51:07.860776038Z;1038;santorsola-tensio-5
6;100;3514;2024-07-16T22:11:07.791409486Z;1038;santorsola-tensio-5
6;100;3514;2024-07-16T22:31:07.729512436Z;1038;santorsola-tensio-5
6;100;3512;2024-07-16T22:51:07.675390728Z;1038;santorsola-tensio-5
6;100;3512;2024-07-16T23:11:07.611539326Z;1038;santorsola-tensio-5
5;100;3510;2024-07-16T23:31:07.568934765Z;1038;santorsola-tensio-5
6;100;3510;2024-07-16T23:51:07.493753289Z;1038;santorsola-tensio-5
5;100;3510;2024-07-17T00:11:07.433393618Z;1038;santorsola-tensio-5
6;100;3509;2024-07-17T00:31:07.363351469Z;1038;santorsola-tensio-5
5;100;3509;2024-07-17T00:51:07.316070245Z;1038;santorsola-tensio-5
5;100;3507;2024-07-17T01:11:07.231966291Z;1038;santorsola-tensio-5
5;100;3507;2024-07-17T01:31:07.193322041Z;1038;santorsola-tensio-5
5;100;3507;2024-07-17T01:51:07.123878895Z;1038;santorsola-tensio-5
6;100;3505;2024-07-17T02:11:07.048170684Z;1038;santorsola-tensio-5
5;100;3505;2024-07-17T02:31:06.976939053Z;1038;santorsola-tensio-5
5;100;3503;2024-07-17T02:51:06.921045376Z;1038;santorsola-tensio-5
5;100;3503;2024-07-17T03:11:06.857562684Z;1038;santorsola-tensio-5
5;100;3502;2024-07-17T03:31:06.802336072Z;1038;santorsola-tensio-5
5;100;3502;2024-07-17T03:51:06.731805933Z;1038;santorsola-tensio-5
5;100;3502;2024-07-17T04:11:06.680703568Z;1038;santorsola-tensio-5
5;100;3500;2024-07-17T04:31:06.608994549Z;1038;santorsola-tensio-5
5;100;3500;2024-07-17T04:51:06.543558271Z;1038;santorsola-tensio-5
5;100;3500;2024-07-17T05:11:06.488955084Z;1038;santorsola-tensio-5
5;100;3500;2024-07-17T05:31:06.429997603Z;1038;santorsola-tensio-5
5;100;3542;2024-07-17T05:51:06.370958746Z;1038;santorsola-tensio-5
6;100;3533;2024-07-17T06:11:06.325496359Z;1038;santorsola-tensio-5
6;100;3532;2024-07-17T06:31:06.262998519Z;1038;santorsola-tensio-5
6;100;3530;2024-07-17T06:51:06.245371908Z;1038;santorsola-tensio-5
6;100;3530;2024-07-17T07:11:06.182803635Z;1038;santorsola-tensio-5
7;100;3530;2024-07-17T07:31:06.169852834Z;1038;santorsola-tensio-5
7;100;3533;2024-07-17T07:51:06.091714722Z;1038;santorsola-tensio-5
7;100;3532;2024-07-17T08:11:06.091114632Z;1038;santorsola-tensio-5
7;100;3530;2024-07-17T08:31:06.089642055Z;1038;santorsola-tensio-5
6;100;3533;2024-07-17T08:51:05.943832742Z;1038;santorsola-tensio-5
7;100;3532;2024-07-17T09:11:05.911204616Z;1038;santorsola-tensio-5
7;100;3532;2024-07-17T09:31:05.875686359Z;1038;santorsola-tensio-5
7;100;3530;2024-07-17T09:51:05.957197579Z;1038;santorsola-tensio-5
6;100;3532;2024-07-17T10:11:05.780557158Z;1038;santorsola-tensio-5
7;100;3533;2024-07-17T10:31:05.737299932Z;1038;santorsola-tensio-5
6;100;3533;2024-07-17T10:51:05.685841398Z;1038;santorsola-tensio-5
7;100;3532;2024-07-17T11:11:05.646431918Z;1038;santorsola-tensio-5
7;100;3532;2024-07-17T11:31:05.610000242Z;1038;santorsola-tensio-5
7;100;3528;2024-07-17T11:51:05.568863896Z;1038;santorsola-tensio-5
7;100;3528;2024-07-17T12:11:05.533896989Z;1038;santorsola-tensio-5
7;100;3526;2024-07-17T12:31:05.534825583Z;1038;santorsola-tensio-5
7;100;3526;2024-07-17T12:51:05.465250795Z;1038;santorsola-tensio-5
7;100;3530;2024-07-17T13:11:05.452773574Z;1038;santorsola-tensio-5
7;100;3530;2024-07-17T13:31:05.384682809Z;1038;santorsola-tensio-5
7;100;3526;2024-07-17T13:51:05.377454354Z;1038;santorsola-tensio-5
7;100;3525;2024-07-17T14:11:05.373492940Z;1038;santorsola-tensio-5
7;100;3525;2024-07-17T14:31:05.294162204Z;1038;santorsola-tensio-5
7;100;3526;2024-07-17T14:51:05.288861753Z;1038;santorsola-tensio-5
7;100;3525;2024-07-17T15:11:05.307529035Z;1038;santorsola-tensio-5
7;100;3528;2024-07-17T15:31:05.219633725Z;1038;santorsola-tensio-5
7;100;3530;2024-07-17T15:51:05.214104573Z;1038;santorsola-tensio-5
7;100;3528;2024-07-17T16:11:05.149471192Z;1038;santorsola-tensio-5
7;100;3528;2024-07-17T16:31:05.142470885Z;1038;santorsola-tensio-5
7;100;3528;2024-07-17T16:51:05.052093330Z;1038;santorsola-tensio-5
7;100;3528;2024-07-17T17:11:04.996283557Z;1038;santorsola-tensio-5
7;100;3528;2024-07-17T17:31:04.956788938Z;1038;santorsola-tensio-5
7;100;3528;2024-07-17T17:51:04.903161384Z;1038;santorsola-tensio-5
7;100;3526;2024-07-17T18:11:04.861242164Z;1038;santorsola-tensio-5
7;100;3526;2024-07-17T18:31:04.804660075Z;1038;santorsola-tensio-5
7;100;3526;2024-07-17T18:51:04.739003798Z;1038;santorsola-tensio-5
6;100;3525;2024-07-17T19:11:04.694818910Z;1038;santorsola-tensio-5
7;100;3525;2024-07-17T19:31:04.642474987Z;1038;santorsola-tensio-5
6;100;3523;2024-07-17T19:51:04.569651914Z;1038;santorsola-tensio-5
6;100;3523;2024-07-17T20:11:04.518116507Z;1038;santorsola-tensio-5
6;100;3521;2024-07-17T20:31:04.459236469Z;1038;santorsola-tensio-5
6;100;3521;2024-07-17T20:51:04.397237659Z;1038;santorsola-tensio-5
6;100;3519;2024-07-17T21:11:04.339711748Z;1038;santorsola-tensio-5
6;100;3519;2024-07-17T21:31:04.275124150Z;1038;santorsola-tensio-5
6;100;3518;2024-07-17T21:51:04.245787532Z;1038;santorsola-tensio-5
6;100;3518;2024-07-17T22:11:04.179665749Z;1038;santorsola-tensio-5
6;100;3516;2024-07-17T22:31:04.098220513Z;1038;santorsola-tensio-5
5;100;3516;2024-07-17T22:51:04.090717891Z;1038;santorsola-tensio-5
5;100;3514;2024-07-17T23:11:03.989343708Z;1038;santorsola-tensio-5
6;100;3514;2024-07-17T23:31:03.920552487Z;1038;santorsola-tensio-5
6;100;3514;2024-07-17T23:51:03.859554923Z;1038;santorsola-tensio-5
6;100;3512;2024-07-18T00:11:03.793280413Z;1038;santorsola-tensio-5
6;100;3512;2024-07-18T00:31:03.730073247Z;1038;santorsola-tensio-5
5;100;3510;2024-07-18T00:51:03.670480930Z;1038;santorsola-tensio-5
5;100;3510;2024-07-18T01:11:03.607834576Z;1038;santorsola-tensio-5
5;100;3509;2024-07-18T01:31:03.548590739Z;1038;santorsola-tensio-5
6;100;3507;2024-07-18T02:11:03.423320798Z;1038;santorsola-tensio-5
5;100;3507;2024-07-18T02:31:03.370424096Z;1038;santorsola-tensio-5
5;100;3507;2024-07-18T02:51:03.287311235Z;1038;santorsola-tensio-5
5;100;3505;2024-07-18T03:11:03.227501181Z;1038;santorsola-tensio-5
5;100;3505;2024-07-18T03:31:03.208816345Z;1038;santorsola-tensio-5
5;100;3503;2024-07-18T03:51:03.131189943Z;1038;santorsola-tensio-5
5;100;3503;2024-07-18T04:11:03.046160547Z;1038;santorsola-tensio-5
5;100;3502;2024-07-18T04:31:02.980738448Z;1038;santorsola-tensio-5
5;100;3502;2024-07-18T04:51:02.909941304Z;1038;santorsola-tensio-5
5;100;3502;2024-07-18T05:11:02.853557227Z;1038;santorsola-tensio-5
5;100;3507;2024-07-18T05:31:02.801594441Z;1038;santorsola-tensio-5
5;100;3540;2024-07-18T05:51:02.736159451Z;1038;santorsola-tensio-5
5;100;3535;2024-07-18T06:11:02.691326705Z;1038;santorsola-tensio-5
6;100;3532;2024-07-18T06:31:02.642817239Z;1038;santorsola-tensio-5
6;100;3532;2024-07-18T06:51:02.586451927Z;1038;santorsola-tensio-5
6;100;3530;2024-07-18T07:11:02.540196072Z;1038;santorsola-tensio-5
7;100;3530;2024-07-18T07:31:02.492601732Z;1038;santorsola-tensio-5
6;100;3528;2024-07-18T07:51:02.464494092Z;1038;santorsola-tensio-5
7;100;3526;2024-07-18T08:11:02.411496326Z;1038;santorsola-tensio-5
7;100;3526;2024-07-18T08:31:02.381617927Z;1038;santorsola-tensio-5
7;100;3525;2024-07-18T08:51:02.350154947Z;1038;santorsola-tensio-5
7;100;3525;2024-07-18T09:11:02.330593960Z;1038;santorsola-tensio-5
7;100;3523;2024-07-18T09:31:02.274209973Z;1038;santorsola-tensio-5
7;100;3521;2024-07-18T09:51:02.248245434Z;1038;santorsola-tensio-5
7;100;3521;2024-07-18T10:11:02.246407021Z;1038;santorsola-tensio-5
7;100;3519;2024-07-18T10:31:02.324487476Z;1038;santorsola-tensio-5
7;100;3519;2024-07-18T10:51:02.169397202Z;1038;santorsola-tensio-5
7;100;3519;2024-07-18T11:11:02.176975522Z;1038;santorsola-tensio-5
7;100;3518;2024-07-18T11:31:02.186926580Z;1038;santorsola-tensio-5
7;100;3518;2024-07-18T11:51:02.089601259Z;1038;santorsola-tensio-5
7;100;3521;2024-07-18T12:11:02.097361608Z;1038;santorsola-tensio-5
7;100;3519;2024-07-18T12:31:02.094225515Z;1038;santorsola-tensio-5
8;100;3518;2024-07-18T12:51:02.094439733Z;1038;santorsola-tensio-5
7;100;3516;2024-07-18T13:11:02.006899290Z;1038;santorsola-tensio-5
7;100;3514;2024-07-18T13:31:02.101077417Z;1038;santorsola-tensio-5
7;100;3514;2024-07-18T13:51:01.981031189Z;1038;santorsola-tensio-5
7;100;3514;2024-07-18T14:11:01.966290910Z;1038;santorsola-tensio-5
8;100;3519;2024-07-18T14:31:01.946230077Z;1038;santorsola-tensio-5
7;100;3518;2024-07-18T14:51:01.930000752Z;1038;santorsola-tensio-5
7;100;3518;2024-07-18T15:11:01.925156509Z;1038;santorsola-tensio-5
7;100;3521;2024-07-18T15:31:01.888019828Z;1038;santorsola-tensio-5
7;100;3523;2024-07-18T15:51:01.859586173Z;1038;santorsola-tensio-5
7;100;3523;2024-07-18T16:11:01.844408129Z;1038;santorsola-tensio-5
7;100;3523;2024-07-18T16:31:01.806813927Z;1038;santorsola-tensio-5
7;100;3523;2024-07-18T16:51:01.760374406Z;1038;santorsola-tensio-5
7;100;3523;2024-07-18T17:11:01.731967816Z;1038;santorsola-tensio-5
7;100;3523;2024-07-18T17:31:01.718105825Z;1038;santorsola-tensio-5
7;100;3523;2024-07-18T17:51:01.640008655Z;1038;santorsola-tensio-5
7;100;3523;2024-07-18T18:11:01.592369615Z;1038;santorsola-tensio-5
7;100;3521;2024-07-18T18:31:01.544574903Z;1038;santorsola-tensio-5
7;100;3521;2024-07-18T18:51:01.484444841Z;1038;santorsola-tensio-5
7;100;3521;2024-07-18T19:11:01.454908151Z;1038;santorsola-tensio-5
7;100;3519;2024-07-18T19:31:01.373804333Z;1038;santorsola-tensio-5
6;100;3519;2024-07-18T19:51:01.304257749Z;1038;santorsola-tensio-5
6;100;3518;2024-07-18T20:11:01.291593300Z;1038;santorsola-tensio-5
6;100;3518;2024-07-18T20:31:01.211479020Z;1038;santorsola-tensio-5
6;100;3516;2024-07-18T20:51:01.133912547Z;1038;santorsola-tensio-5
6;100;3516;2024-07-18T21:11:01.135354636Z;1038;santorsola-tensio-5
6;100;3514;2024-07-18T21:31:01.052807461Z;1038;santorsola-tensio-5
6;100;3514;2024-07-18T21:51:00.969577006Z;1038;santorsola-tensio-5
6;100;3514;2024-07-18T22:11:00.975471513Z;1038;santorsola-tensio-5
6;100;3512;2024-07-18T22:31:00.892700577Z;1038;santorsola-tensio-5
6;100;3512;2024-07-18T22:51:00.806372536Z;1038;santorsola-tensio-5
6;100;3510;2024-07-18T23:11:00.730950975Z;1038;santorsola-tensio-5
6;100;3510;2024-07-18T23:31:00.658556905Z;1038;santorsola-tensio-5
6;100;3509;2024-07-18T23:51:00.652180103Z;1038;santorsola-tensio-5
6;100;3509;2024-07-19T00:11:00.727317091Z;1038;santorsola-tensio-5
6;100;3507;2024-07-19T00:31:00.486568453Z;1038;santorsola-tensio-5
6;100;3507;2024-07-19T01:11:00.355358762Z;1038;santorsola-tensio-5
6;100;3505;2024-07-19T01:31:00.331892475Z;1038;santorsola-tensio-5
5;100;3505;2024-07-19T01:51:00.267766450Z;1038;santorsola-tensio-5
6;100;3503;2024-07-19T02:11:00.177197012Z;1038;santorsola-tensio-5
5;100;3503;2024-07-19T02:31:00.105524376Z;1038;santorsola-tensio-5
6;100;3503;2024-07-19T02:51:00.050212781Z;1038;santorsola-tensio-5
5;100;3502;2024-07-19T03:11:00.007691426Z;1038;santorsola-tensio-5
5;100;3502;2024-07-19T03:30:59.896741128Z;1038;santorsola-tensio-5
5;100;3500;2024-07-19T03:50:59.848353166Z;1038;santorsola-tensio-5
5;100;3500;2024-07-19T04:10:59.783494363Z;1038;santorsola-tensio-5
5;100;3498;2024-07-19T04:30:59.724066425Z;1038;santorsola-tensio-5
5;100;3498;2024-07-19T04:50:59.664009458Z;1038;santorsola-tensio-5
5;100;3498;2024-07-19T05:10:59.604065073Z;1038;santorsola-tensio-5
5;100;3502;2024-07-19T05:30:59.541461216Z;1038;santorsola-tensio-5
5;100;3544;2024-07-19T05:50:59.473501922Z;1038;santorsola-tensio-5
5;100;3533;2024-07-19T06:10:59.434846387Z;1038;santorsola-tensio-5
6;100;3532;2024-07-19T06:30:59.370208719Z;1038;santorsola-tensio-5
6;100;3530;2024-07-19T06:50:59.324883078Z;1038;santorsola-tensio-5
6;100;3528;2024-07-19T07:10:59.285221662Z;1038;santorsola-tensio-5
7;100;3526;2024-07-19T07:30:59.250191558Z;1038;santorsola-tensio-5
7;100;3526;2024-07-19T07:50:59.211395397Z;1038;santorsola-tensio-5
7;100;3525;2024-07-19T08:10:59.212648417Z;1038;santorsola-tensio-5
7;100;3525;2024-07-19T08:30:59.141541934Z;1038;santorsola-tensio-5
7;100;3525;2024-07-19T08:50:59.127955827Z;1038;santorsola-tensio-5
7;100;3523;2024-07-19T09:10:59.129850427Z;1038;santorsola-tensio-5
7;100;3523;2024-07-19T09:30:59.047671425Z;1038;santorsola-tensio-5
7;100;3521;2024-07-19T09:50:58.998313226Z;1038;santorsola-tensio-5
7;100;3521;2024-07-19T10:10:58.973022353Z;1038;santorsola-tensio-5
7;100;3519;2024-07-19T10:30:58.935538737Z;1038;santorsola-tensio-5
7;100;3519;2024-07-19T10:50:58.913141141Z;1038;santorsola-tensio-5
7;100;3518;2024-07-19T11:10:58.905809794Z;1038;santorsola-tensio-5
7;100;3518;2024-07-19T11:30:58.879312758Z;1038;santorsola-tensio-5
7;100;3518;2024-07-19T11:50:58.841195810Z;1038;santorsola-tensio-5
7;100;3516;2024-07-19T12:10:58.820734795Z;1038;santorsola-tensio-5
8;100;3514;2024-07-19T12:30:58.811443923Z;1038;santorsola-tensio-5
7;100;3514;2024-07-19T12:50:58.789286581Z;1038;santorsola-tensio-5
7;100;3518;2024-07-19T13:10:58.760968264Z;1038;santorsola-tensio-5
7;100;3525;2024-07-19T13:30:58.729948567Z;1038;santorsola-tensio-5
7;100;3525;2024-07-19T13:50:58.710975757Z;1038;santorsola-tensio-5
7;100;3525;2024-07-19T14:10:58.669556882Z;1038;santorsola-tensio-5
7;100;3525;2024-07-19T14:30:58.591092270Z;1038;santorsola-tensio-5
7;100;3525;2024-07-19T14:50:58.544451613Z;1038;santorsola-tensio-5
6;100;3525;2024-07-19T15:10:58.492808456Z;1038;santorsola-tensio-5
6;100;3525;2024-07-19T15:30:58.434242529Z;1038;santorsola-tensio-5
5;100;3525;2024-07-19T15:50:58.385402105Z;1038;santorsola-tensio-5
6;100;3525;2024-07-19T16:10:58.325396648Z;1038;santorsola-tensio-5
5;100;3523;2024-07-19T16:30:58.266277648Z;1038;santorsola-tensio-5
5;100;3521;2024-07-19T16:50:58.202824174Z;1038;santorsola-tensio-5
5;100;3521;2024-07-19T17:10:58.179659107Z;1038;santorsola-tensio-5
6;100;3519;2024-07-19T17:30:58.088583948Z;1038;santorsola-tensio-5
6;100;3519;2024-07-19T17:50:58.028005238Z;1038;santorsola-tensio-5
6;100;3518;2024-07-19T18:10:57.964790133Z;1038;santorsola-tensio-5
6;100;3518;2024-07-19T18:30:57.898406773Z;1038;santorsola-tensio-5
6;100;3516;2024-07-19T18:50:57.849194777Z;1038;santorsola-tensio-5
6;100;3516;2024-07-19T19:10:57.777220721Z;1038;santorsola-tensio-5
6;100;3514;2024-07-19T19:30:57.727104820Z;1038;santorsola-tensio-5
6;100;3514;2024-07-19T19:50:57.660291987Z;1038;santorsola-tensio-5
6;100;3512;2024-07-19T20:10:57.586395101Z;1038;santorsola-tensio-5
6;100;3512;2024-07-19T20:30:57.536349973Z;1038;santorsola-tensio-5
6;100;3512;2024-07-19T20:50:57.465102142Z;1038;santorsola-tensio-5
6;100;3510;2024-07-19T21:10:57.430124069Z;1038;santorsola-tensio-5
6;100;3510;2024-07-19T21:30:57.368307127Z;1038;santorsola-tensio-5
6;100;3509;2024-07-19T21:50:57.296992165Z;1038;santorsola-tensio-5
6;100;3509;2024-07-19T22:10:57.235261562Z;1038;santorsola-tensio-5
6;100;3507;2024-07-19T22:50:57.124315600Z;1038;santorsola-tensio-5
6;100;3505;2024-07-19T23:10:57.045931302Z;1038;santorsola-tensio-5
6;100;3505;2024-07-19T23:30:56.986955591Z;1038;santorsola-tensio-5
5;100;3505;2024-07-19T23:50:56.915441756Z;1038;santorsola-tensio-5
5;100;3503;2024-07-20T00:10:56.855223421Z;1038;santorsola-tensio-5
6;100;3503;2024-07-20T00:30:56.796570670Z;1038;santorsola-tensio-5
5;100;3502;2024-07-20T00:50:56.734745205Z;1038;santorsola-tensio-5
5;100;3502;2024-07-20T01:30:56.608459670Z;1038;santorsola-tensio-5
5;100;3500;2024-07-20T01:50:56.543212746Z;1038;santorsola-tensio-5
5;100;3500;2024-07-20T02:10:56.496400124Z;1038;santorsola-tensio-5
5;100;3498;2024-07-20T02:30:56.430513465Z;1038;santorsola-tensio-5
5;100;3498;2024-07-20T02:50:56.357434691Z;1038;santorsola-tensio-5
5;100;3498;2024-07-20T03:10:56.303273747Z;1038;santorsola-tensio-5
5;100;3496;2024-07-20T03:30:56.246243405Z;1038;santorsola-tensio-5
5;100;3496;2024-07-20T03:50:56.179225288Z;1038;santorsola-tensio-5
5;100;3496;2024-07-20T04:10:56.190304366Z;1038;santorsola-tensio-5
5;100;3495;2024-07-20T04:30:56.086017490Z;1038;santorsola-tensio-5
6;100;3495;2024-07-20T04:50:55.980377108Z;1038;santorsola-tensio-5
5;100;3493;2024-07-20T05:10:55.928872807Z;1038;santorsola-tensio-5
5;100;3493;2024-07-20T05:30:55.857243173Z;1038;santorsola-tensio-5
5;100;3491;2024-07-20T05:50:55.791010351Z;1038;santorsola-tensio-5
5;100;3491;2024-07-20T06:10:55.737530395Z;1038;santorsola-tensio-5
5;100;3491;2024-07-20T06:30:55.692653573Z;1038;santorsola-tensio-5
5;100;3491;2024-07-20T06:50:55.609832888Z;1038;santorsola-tensio-5
