,receivedAt,protocolVersion_mean,deviceId_mean,photosyntheticallyActiveRadiation_mean,protocolVersion_max,deviceId_max,photosyntheticallyActiveRadiation_max,protocolVersion_min,deviceId_min,photosyntheticallyActiveRadiation_min
6637,2025-04-03 11:00:00+00:00,2,21455,842.6,2,21455,886.2,2,21455,813
6638,2025-04-03 12:00:00+00:00,2,21455,897.2333333,2,21455,953.1,2,21455,802
6639,2025-04-03 13:00:00+00:00,2,21455,907.9,2,21455,955.8,2,21455,883.5
6640,2025-04-03 14:00:00+00:00,2,21455,692.7333333,2,21455,796.5,2,21455,583.2
6641,2025-04-03 15:00:00+00:00,2,21455,463.2666667,2,21455,534.7,2,21455,391.8
6642,2025-04-03 16:00:00+00:00,2,21455,211,2,21455,302.1,2,21455,119.9
6643,2025-04-03 17:00:00+00:00,2,21455,32.63333333,2,21455,66.8,2,21455,5.5
6644,2025-04-03 18:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6645,2025-04-03 19:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6646,2025-04-03 20:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6647,2025-04-03 21:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6648,2025-04-03 22:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6649,2025-04-03 23:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6650,2025-04-04 00:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6651,2025-04-04 01:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6652,2025-04-04 02:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6653,2025-04-04 03:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6654,2025-04-04 04:00:00+00:00,2,21455,1.233333333,2,21455,3.7,2,21455,0
6655,2025-04-04 05:00:00+00:00,2,21455,39.96666667,2,21455,61.3,2,21455,18.3
6656,2025-04-04 06:00:00+00:00,2,21455,207.2,2,21455,307.6,2,21455,78.7
6657,2025-04-04 07:00:00+00:00,2,21455,448.9333333,2,21455,533.8,2,21455,371.7
6658,2025-04-04 08:00:00+00:00,2,21455,678.1,2,21455,771.8,2,21455,603.3
6659,2025-04-04 09:00:00+00:00,2,21455,807.8,2,21455,870.7,2,21455,771.8
6660,2025-04-04 10:00:00+00:00,2,21455,934.7333333,2,21455,955.8,2,21455,908.2
6661,2025-04-04 11:00:00+00:00,2,21455,820.9333333,2,21455,869.8,2,21455,778.2
6662,2025-04-04 12:00:00+00:00,2,21455,878.6,2,21455,934.8,2,21455,791.9
6663,2025-04-04 13:00:00+00:00,2,21455,858.7666667,2,21455,908.2,2,21455,823.1
6664,2025-04-04 14:00:00+00:00,2,21455,689.4,2,21455,741.6,2,21455,629
6665,2025-04-04 15:00:00+00:00,2,21455,442.1666667,2,21455,531.9,2,21455,356.1
6666,2025-04-04 16:00:00+00:00,2,21455,188.6,2,21455,281.1,2,21455,93.4
6667,2025-04-04 17:00:00+00:00,2,21455,27.5,2,21455,56.8,2,21455,4.6
6668,2025-04-04 18:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6669,2025-04-04 19:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6670,2025-04-04 20:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6671,2025-04-04 21:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6672,2025-04-04 22:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6673,2025-04-04 23:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6674,2025-04-05 00:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6675,2025-04-05 01:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6676,2025-04-05 02:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6677,2025-04-05 03:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6678,2025-04-05 04:00:00+00:00,2,21455,1.533333333,2,21455,4.6,2,21455,0
